zujnik1,16.58, czujnik2,37.96, czujnik3,37.11
czujnik1,16.99, czujnik2,43.89, czujnik3,37.53
czujnik1,16.60, czujnik2,38.79, czujnik3,37.53
czujnik1,16.60, czujnik2,195.12, czujnik3,23.74
czujnik1,16.60, czujnik2,38.01, czujnik3,37.13
czujnik1,16.58, czujnik2,116.33, czujnik3,37.43
czujnik1,16.60, czujnik2,39.57, czujnik3,37.53
czujnik1,16.60, czujnik2,38.71, czujnik3,37.94
czujnik1,17.41, czujnik2,37.59, czujnik3,37.41
czujnik1,16.60, czujnik2,38.35, czujnik3,37.52
czujnik1,17.01, czujnik2,38.42, czujnik3,22.69
czujnik1,17.01, czujnik2,38.28, czujnik3,37.52
czujnik1,16.17, czujnik2,37.96, czujnik3,37.43
czujnik1,16.60, czujnik2,45.90, czujnik3,37.53
czujnik1,17.01, czujnik2,38.86, czujnik3,37.53
czujnik1,16.17, czujnik2,38.27, czujnik3,37.94
czujnik1,16.60, czujnik2,38.79, czujnik3,37.43
czujnik1,16.58, czujnik2,37.99, czujnik3,37.55
czujnik1,17.01, czujnik2,37.96, czujnik3,37.53
czujnik1,16.17, czujnik2,38.71, czujnik3,37.13
czujnik1,16.58, czujnik2,37.98, czujnik3,37.41
czujnik1,16.58, czujnik2,39.66, czujnik3,37.53
czujnik1,16.17, czujnik2,38.79, czujnik3,37.89
czujnik1,16.17, czujnik2,38.76, czujnik3,37.52
czujnik1,16.17, czujnik2,37.98, czujnik3,37.09
czujnik1,16.60, czujnik2,39.68, czujnik3,37.52
czujnik1,16.58, czujnik2,39.56, czujnik3,37.52
czujnik1,16.17, czujnik2,38.28, czujnik3,37.57
czujnik1,16.17, czujnik2,39.23, czujnik3,37.06
czujnik1,16.58, czujnik2,38.76, czujnik3,37.52
czujnik1,16.58, czujnik2,39.20, czujnik3,23.50
czujnik1,16.58, czujnik2,40.44, czujnik3,37.11
czujnik1,16.60, czujnik2,139.83, czujnik3,37.52
czujnik1,16.19, czujnik2,37.98, czujnik3,37.13
czujnik1,16.60, czujnik2,37.98, czujnik3,37.13
czujnik1,16.60, czujnik2,39.12, czujnik3,24.39
czujnik1,17.01, czujnik2,138.16, czujnik3,22.59
czujnik1,16.19, czujnik2,38.38, czujnik3,37.13
czujnik1,17.01, czujnik2,38.42, czujnik3,37.94
czujnik1,16.19, czujnik2,39.49, czujnik3,37.13
czujnik1,16.17, czujnik2,38.35, czujnik3,37.01
czujnik1,16.19, czujnik2,38.38, czujnik3,37.52
czujnik1,16.60, czujnik2,38.37, czujnik3,37.53
czujnik1,16.17, czujnik2,38.30, czujnik3,37.14
czujnik1,16.60, czujnik2,38.35, czujnik3,37.43
czujnik1,16.17, czujnik2,197.31, czujnik3,37.11
czujnik1,16.19, czujnik2,37.96, czujnik3,37.52
czujnik1,16.60, czujnik2,37.84, czujnik3,37.55
czujnik1,16.19, czujnik2,39.69, czujnik3,37.01
czujnik1,16.60, czujnik2,40.95, czujnik3,37.11
czujnik1,16.60, czujnik2,38.38, czujnik3,37.55
czujnik1,16.60, czujnik2,39.10, czujnik3,37.50
czujnik1,16.19, czujnik2,38.33, czujnik3,37.41
czujnik1,16.19, czujnik2,38.35, czujnik3,37.11
czujnik1,16.17, czujnik2,37.99, czujnik3,37.55
czujnik1,16.60, czujnik2,139.32, czujnik3,37.50
czujnik1,16.19, czujnik2,37.99, czujnik3,22.60
czujnik1,17.01, czujnik2,37.98, czujnik3,22.74
czujnik1,16.60, czujnik2,41.38, czujnik3,37.93
czujnik1,17.01, czujnik2,38.69, czujnik3,22.70
czujnik1,16.60, czujnik2,42.57, czujnik3,37.43
czujnik1,16.19, czujnik2,38.81, czujnik3,22.70
czujnik1,16.17, czujnik2,120.56, czujnik3,22.87
czujnik1,16.19, czujnik2,39.57, czujnik3,37.11
czujnik1,16.17, czujnik2,38.40, czujnik3,37.01
czujnik1,17.01, czujnik2,38.83, czujnik3,24.27
czujnik1,16.19, czujnik2,37.99, czujnik3,37.94
czujnik1,16.60, czujnik2,38.71, czujnik3,37.13
czujnik1,16.17, czujnik2,38.38, czujnik3,37.02
czujnik1,16.60, czujnik2,40.90, czujnik3,24.29
czujnik1,16.58, czujnik2,38.42, czujnik3,37.13
czujnik1,17.01, czujnik2,38.69, czujnik3,37.52
czujnik1,16.60, czujnik2,41.22, czujnik3,37.02
czujnik1,16.60, czujnik2,38.42, czujnik3,23.06
czujnik1,16.17, czujnik2,37.99, czujnik3,37.11
czujnik1,16.17, czujnik2,38.74, czujnik3,37.50
czujnik1,16.19, czujnik2,137.74, czujnik3,37.11
czujnik1,16.58, czujnik2,37.94, czujnik3,23.01
czujnik1,16.60, czujnik2,120.07, czujnik3,37.38
czujnik1,16.60, czujnik2,37.89, czujnik3,37.13
czujnik1,16.17, czujnik2,39.98, czujnik3,37.02
czujnik1,16.60, czujnik2,38.40, czujnik3,22.62
czujnik1,16.58, czujnik2,41.38, czujnik3,37.13
czujnik1,17.01, czujnik2,39.06, czujnik3,37.50
czujnik1,16.19, czujnik2,38.40, czujnik3,37.40
czujnik1,16.17, czujnik2,39.22, czujnik3,23.88
czujnik1,16.19, czujnik2,38.81, czujnik3,22.70
czujnik1,17.01, czujnik2,38.71, czujnik3,37.53
czujnik1,16.17, czujnik2,38.81, czujnik3,22.60
czujnik1,16.58, czujnik2,37.94, czujnik3,37.11
czujnik1,17.01, czujnik2,38.38, czujnik3,37.52
czujnik1,17.01, czujnik2,38.69, czujnik3,37.55
czujnik1,16.17, czujnik2,40.32, czujnik3,22.60
czujnik1,16.60, czujnik2,138.13, czujnik3,37.93
czujnik1,16.60, czujnik2,38.35, czujnik3,37.53
czujnik1,16.60, czujnik2,38.71, czujnik3,37.50
czujnik1,16.60, czujnik2,37.98, czujnik3,37.43
czujnik1,16.17, czujnik2,38.40, czujnik3,37.52
czujnik1,16.60, czujnik2,41.36, czujnik3,23.55
czujnik1,16.60, czujnik2,39.10, czujnik3,37.14
czujnik1,17.01, czujnik2,45.03, czujnik3,37.01
czujnik1,16.60, czujnik2,40.49, czujnik3,37.50
czujnik1,16.58, czujnik2,38.78, czujnik3,37.53
czujnik1,16.17, czujnik2,37.86, czujnik3,24.83
czujnik1,16.17, czujnik2,44.23, czujnik3,22.18
czujnik1,16.19, czujnik2,38.40, czujnik3,37.52
czujnik1,16.60, czujnik2,38.40, czujnik3,37.55
czujnik1,17.01, czujnik2,39.56, czujnik3,37.52
czujnik1,17.01, czujnik2,39.97, czujnik3,37.41
czujnik1,16.60, czujnik2,39.68, czujnik3,37.94
czujnik1,17.01, czujnik2,38.33, czujnik3,37.53
czujnik1,16.60, czujnik2,38.30, czujnik3,37.13
czujnik1,17.01, czujnik2,38.84, czujnik3,37.02
czujnik1,16.60, czujnik2,39.63, czujnik3,37.11
czujnik1,16.58, czujnik2,196.90, czujnik3,37.53
czujnik1,16.60, czujnik2,37.86, czujnik3,23.11
czujnik1,16.19, czujnik2,37.98, czujnik3,37.02
czujnik1,16.58, czujnik2,38.40, czujnik3,37.52
czujnik1,16.60, czujnik2,40.56, czujnik3,23.98
czujnik1,16.58, czujnik2,40.37, czujnik3,37.53
czujnik1,17.01, czujnik2,39.06, czujnik3,37.02
czujnik1,17.01, czujnik2,37.99, czujnik3,37.53
czujnik1,16.60, czujnik2,38.40, czujnik3,37.53
czujnik1,16.19, czujnik2,38.74, czujnik3,37.94
czujnik1,16.60, czujnik2,39.17, czujnik3,37.41
czujnik1,16.60, czujnik2,38.37, czujnik3,37.94
czujnik1,17.01, czujnik2,110.14, czujnik3,37.13
czujnik1,16.58, czujnik2,38.72, czujnik3,37.94
czujnik1,16.17, czujnik2,37.99, czujnik3,37.47
czujnik1,16.17, czujnik2,113.01, czujnik3,37.41
czujnik1,16.70, czujnik2,39.25, czujnik3,37.13
czujnik1,16.60, czujnik2,40.48, czujnik3,37.53
czujnik1,17.01, czujnik2,37.94, czujnik3,24.39
czujnik1,16.60, czujnik2,37.99, czujnik3,37.13
czujnik1,16.70, czujnik2,38.38, czujnik3,37.13
czujnik1,16.17, czujnik2,40.10, czujnik3,37.50
czujnik1,16.60, czujnik2,38.35, czujnik3,37.14
czujnik1,16.60, czujnik2,37.98, czujnik3,37.13
czujnik1,16.29, czujnik2,38.81, czujnik3,37.50
czujnik1,16.60, czujnik2,38.33, czujnik3,37.53
czujnik1,16.60, czujnik2,38.38, czujnik3,37.13
czujnik1,16.60, czujnik2,39.68, czujnik3,37.13
czujnik1,16.28, czujnik2,38.78, czujnik3,37.13
czujnik1,16.58, czujnik2,140.66, czujnik3,37.41
czujnik1,16.19, czujnik2,39.10, czujnik3,23.11
czujnik1,16.17, czujnik2,37.99, czujnik3,37.52
czujnik1,16.65, czujnik2,37.99, czujnik3,37.13
czujnik1,16.60, czujnik2,40.54, czujnik3,37.89
czujnik1,17.01, czujnik2,38.25, czujnik3,37.94
czujnik1,17.01, czujnik2,38.84, czujnik3,23.01
czujnik1,16.68, czujnik2,40.09, czujnik3,37.14
czujnik1,16.60, czujnik2,38.40, czujnik3,37.53
czujnik1,17.01, czujnik2,38.71, czujnik3,37.94
czujnik1,16.19, czujnik2,38.40, czujnik3,24.29
czujnik1,16.70, czujnik2,38.83, czujnik3,37.11
czujnik1,16.99, czujnik2,111.41, czujnik3,37.50
czujnik1,16.60, czujnik2,38.33, czujnik3,37.53
czujnik1,16.17, czujnik2,114.66, czujnik3,37.55
czujnik1,16.60, czujnik2,37.99, czujnik3,22.70
czujnik1,17.01, czujnik2,45.99, czujnik3,37.55
czujnik1,16.60, czujnik2,38.76, czujnik3,37.53
czujnik1,16.60, czujnik2,37.59, czujnik3,37.53
czujnik1,16.60, czujnik2,37.57, czujnik3,37.55
czujnik1,16.58, czujnik2,38.79, czujnik3,37.52
czujnik1,16.60, czujnik2,39.13, czujnik3,37.13
czujnik1,16.60, czujnik2,39.59, czujnik3,23.42
czujnik1,16.60, czujnik2,38.38, czujnik3,23.96
czujnik1,16.19, czujnik2,38.84, czujnik3,37.13
czujnik1,16.58, czujnik2,38.25, czujnik3,24.80
czujnik1,17.02, czujnik2,38.01, czujnik3,37.11
czujnik1,16.19, czujnik2,111.80, czujnik3,37.11
czujnik1,17.02, czujnik2,40.05, czujnik3,37.13
czujnik1,17.02, czujnik2,38.28, czujnik3,37.55
czujnik1,17.01, czujnik2,38.83, czujnik3,37.11
czujnik1,16.60, czujnik2,37.98, czujnik3,37.14
czujnik1,16.60, czujnik2,45.56, czujnik3,37.50
czujnik1,17.01, czujnik2,38.25, czujnik3,37.11
czujnik1,17.01, czujnik2,37.99, czujnik3,37.45
czujnik1,17.01, czujnik2,37.57, czujnik3,37.50
czujnik1,17.01, czujnik2,113.11, czujnik3,22.72
czujnik1,17.01, czujnik2,38.28, czujnik3,37.13
czujnik1,17.01, czujnik2,38.76, czujnik3,37.40
czujnik1,16.19, czujnik2,38.40, czujnik3,37.53
czujnik1,16.19, czujnik2,117.35, czujnik3,37.11
czujnik1,16.19, czujnik2,114.76, czujnik3,37.52
czujnik1,17.01, czujnik2,38.40, czujnik3,37.41
czujnik1,16.60, czujnik2,37.96, czujnik3,37.50
czujnik1,16.19, czujnik2,38.40, czujnik3,23.11
czujnik1,16.60, czujnik2,41.21, czujnik3,37.50
czujnik1,16.17, czujnik2,38.38, czujnik3,37.43
czujnik1,16.19, czujnik2,39.22, czujnik3,37.55
czujnik1,16.19, czujnik2,39.22, czujnik3,23.54
czujnik1,16.60, czujnik2,38.27, czujnik3,37.09
czujnik1,16.60, czujnik2,38.33, czujnik3,37.01
czujnik1,16.60, czujnik2,41.68, czujnik3,37.55
czujnik1,16.60, czujnik2,39.22, czujnik3,37.50
czujnik1,16.60, czujnik2,38.27, czujnik3,37.55
czujnik1,16.60, czujnik2,42.57, czujnik3,37.41
czujnik1,16.19, czujnik2,38.81, czujnik3,37.53
czujnik1,17.01, czujnik2,38.01, czujnik3,37.52
czujnik1,16.60, czujnik2,38.72, czujnik3,37.52
czujnik1,16.60, czujnik2,39.22, czujnik3,37.41
czujnik1,16.60, czujnik2,138.55, czujnik3,37.14
czujnik1,16.19, czujnik2,40.09, czujnik3,22.72
czujnik1,16.17, czujnik2,37.89, czujnik3,23.54
czujnik1,16.60, czujnik2,38.79, czujnik3,37.02
czujnik1,16.60, czujnik2,42.67, czujnik3,22.70
czujnik1,16.60, czujnik2,37.98, czujnik3,37.50
czujnik1,16.60, czujnik2,38.28, czujnik3,37.55
czujnik1,16.19, czujnik2,139.40, czujnik3,23.40
czujnik1,16.60, czujnik2,39.66, czujnik3,37.53
czujnik1,16.60, czujnik2,38.83, czujnik3,37.11
czujnik1,17.01, czujnik2,195.53, czujnik3,37.41
czujnik1,16.60, czujnik2,38.84, czujnik3,37.40
czujnik1,16.58, czujnik2,37.98, czujnik3,37.11
czujnik1,16.60, czujnik2,38.78, czujnik3,37.50
czujnik1,16.19, czujnik2,38.30, czujnik3,37.52
czujnik1,16.60, czujnik2,38.38, czujnik3,37.40
czujnik1,16.60, czujnik2,37.98, czujnik3,37.50
czujnik1,16.60, czujnik2,37.98, czujnik3,23.13
czujnik1,16.60, czujnik2,39.95, czujnik3,37.50
czujnik1,16.60, czujnik2,37.96, czujnik3,37.41
czujnik1,16.60, czujnik2,39.71, czujnik3,23.03
czujnik1,16.17, czujnik2,37.96, czujnik3,23.13
czujnik1,16.60, czujnik2,37.87, czujnik3,37.55
czujnik1,16.60, czujnik2,37.99, czujnik3,37.41
czujnik1,17.01, czujnik2,37.98, czujnik3,37.50
czujnik1,16.60, czujnik2,37.98, czujnik3,23.54
czujnik1,16.60, czujnik2,37.87, czujnik3,23.13
czujnik1,16.60, czujnik2,37.98, czujnik3,23.03
czujnik1,16.19, czujnik2,38.38, czujnik3,37.50
czujnik1,16.60, czujnik2,39.63, czujnik3,22.72
czujnik1,16.60, czujnik2,39.61, czujnik3,37.52
czujnik1,16.60, czujnik2,38.01, czujnik3,37.40
czujnik1,16.19, czujnik2,39.25, czujnik3,37.50
czujnik1,16.60, czujnik2,194.76, czujnik3,37.01
czujnik1,16.60, czujnik2,38.28, czujnik3,23.13
czujnik1,16.58, czujnik2,38.35, czujnik3,24.27
czujnik1,17.01, czujnik2,38.79, czujnik3,37.52
czujnik1,16.60, czujnik2,37.99, czujnik3,22.69
czujnik1,16.19, czujnik2,38.28, czujnik3,37.96
czujnik1,16.60, czujnik2,37.94, czujnik3,37.41
czujnik1,16.60, czujnik2,38.86, czujnik3,37.09
czujnik1,16.17, czujnik2,39.25, czujnik3,23.54
czujnik1,16.60, czujnik2,138.88, czujnik3,37.81
czujnik1,16.17, czujnik2,41.16, czujnik3,37.01
czujnik1,17.01, czujnik2,39.27, czujnik3,37.55
czujnik1,16.60, czujnik2,194.40, czujnik3,37.82
czujnik1,16.60, czujnik2,39.52, czujnik3,24.40
czujnik1,16.58, czujnik2,39.93, czujnik3,36.99
czujnik1,16.60, czujnik2,37.96, czujnik3,37.50
czujnik1,16.60, czujnik2,39.20, czujnik3,37.13
czujnik1,17.01, czujnik2,37.87, czujnik3,37.55
czujnik1,17.41, czujnik2,38.74, czujnik3,37.43
czujnik1,16.58, czujnik2,37.59, czujnik3,23.42
czujnik1,16.60, czujnik2,39.25, czujnik3,37.94
czujnik1,16.60, czujnik2,37.47, czujnik3,37.50
czujnik1,16.58, czujnik2,39.95, czujnik3,37.02
czujnik1,17.01, czujnik2,37.57, czujnik3,37.94
czujnik1,16.60, czujnik2,38.81, czujnik3,37.11
czujnik1,16.17, czujnik2,39.17, czujnik3,37.53
czujnik1,16.60, czujnik2,38.78, czujnik3,23.44
czujnik1,16.60, czujnik2,39.22, czujnik3,37.53
czujnik1,17.01, czujnik2,38.35, czujnik3,22.24
czujnik1,16.60, czujnik2,38.30, czujnik3,22.72
czujnik1,17.02, czujnik2,139.83, czujnik3,37.53
czujnik1,16.60, czujnik2,37.96, czujnik3,37.13
czujnik1,16.60, czujnik2,111.56, czujnik3,37.14
czujnik1,16.60, czujnik2,38.67, czujnik3,37.14
czujnik1,16.60, czujnik2,37.99, czujnik3,37.41
czujnik1,16.60, czujnik2,39.22, czujnik3,37.13
czujnik1,16.22, czujnik2,38.38, czujnik3,37.14
czujnik1,16.17, czujnik2,38.32, czujnik3,22.72
czujnik1,16.60, czujnik2,139.83, czujnik3,23.30
czujnik1,16.62, czujnik2,38.84, czujnik3,37.52
czujnik1,16.70, czujnik2,39.68, czujnik3,37.55
czujnik1,16.60, czujnik2,37.59, czujnik3,23.57
czujnik1,16.60, czujnik2,38.40, czujnik3,37.55
czujnik1,16.62, czujnik2,40.05, czujnik3,37.93
czujnik1,17.01, czujnik2,37.99, czujnik3,37.93
czujnik1,16.60, czujnik2,39.15, czujnik3,37.55
czujnik1,16.60, czujnik2,38.40, czujnik3,37.13
czujnik1,16.60, czujnik2,39.20, czujnik3,37.94
czujnik1,16.28, czujnik2,38.84, czujnik3,37.11
czujnik1,16.60, czujnik2,37.57, czujnik3,37.13
czujnik1,17.01, czujnik2,38.69, czujnik3,37.52
czujnik1,16.17, czujnik2,39.22, czujnik3,37.53
czujnik1,16.70, czujnik2,38.42, czujnik3,37.52
czujnik1,16.60, czujnik2,38.79, czujnik3,37.52
czujnik1,16.60, czujnik2,37.98, czujnik3,37.13
czujnik1,16.60, czujnik2,37.99, czujnik3,37.53
czujnik1,16.70, czujnik2,37.99, czujnik3,37.94
czujnik1,16.60, czujnik2,38.01, czujnik3,37.55
czujnik1,16.60, czujnik2,37.57, czujnik3,37.53
czujnik1,17.01, czujnik2,39.25, czujnik3,24.69
czujnik1,16.70, czujnik2,40.03, czujnik3,37.13
czujnik1,16.58, czujnik2,40.14, czujnik3,23.15
czujnik1,16.60, czujnik2,38.38, czujnik3,37.57
czujnik1,16.19, czujnik2,38.40, czujnik3,37.13
czujnik1,16.70, czujnik2,40.09, czujnik3,22.70
czujnik1,16.19, czujnik2,38.40, czujnik3,37.53
czujnik1,16.19, czujnik2,39.06, czujnik3,37.53
czujnik1,16.19, czujnik2,38.40, czujnik3,37.11
czujnik1,16.29, czujnik2,39.20, czujnik3,37.53
czujnik1,16.60, czujnik2,38.38, czujnik3,37.53
czujnik1,17.01, czujnik2,39.93, czujnik3,37.55
czujnik1,16.17, czujnik2,37.98, czujnik3,37.57
czujnik1,16.70, czujnik2,38.81, czujnik3,37.52
czujnik1,16.17, czujnik2,37.98, czujnik3,37.53
czujnik1,16.60, czujnik2,39.12, czujnik3,37.11
czujnik1,16.19, czujnik2,38.35, czujnik3,37.13
czujnik1,17.01, czujnik2,39.61, czujnik3,37.13
czujnik1,16.60, czujnik2,140.26, czujnik3,37.41
czujnik1,16.60, czujnik2,216.62, czujnik3,37.96
czujnik1,16.17, czujnik2,38.40, czujnik3,37.53
czujnik1,17.01, czujnik2,38.84, czujnik3,37.94
czujnik1,16.19, czujnik2,37.98, czujnik3,37.48
czujnik1,16.60, czujnik2,38.28, czujnik3,37.53
czujnik1,16.60, czujnik2,39.66, czujnik3,37.11
czujnik1,16.29, czujnik2,39.68, czujnik3,37.50
czujnik1,16.17, czujnik2,37.96, czujnik3,37.11
czujnik1,16.19, czujnik2,39.61, czujnik3,23.57
czujnik1,16.19, czujnik2,37.98, czujnik3,37.52
czujnik1,16.29, czujnik2,194.78, czujnik3,36.99
czujnik1,16.60, czujnik2,38.38, czujnik3,23.11
czujnik1,16.99, czujnik2,38.69, czujnik3,37.11
czujnik1,16.17, czujnik2,216.56, czujnik3,23.86
czujnik1,16.60, czujnik2,39.22, czujnik3,37.52
czujnik1,16.60, czujnik2,38.40, czujnik3,37.52
czujnik1,16.17, czujnik2,39.17, czujnik3,37.50
czujnik1,16.60, czujnik2,39.22, czujnik3,37.43
czujnik1,16.17, czujnik2,196.50, czujnik3,37.52
czujnik1,16.17, czujnik2,39.18, czujnik3,24.39
czujnik1,16.60, czujnik2,40.03, czujnik3,37.52
czujnik1,16.58, czujnik2,44.64, czujnik3,37.11
czujnik1,16.60, czujnik2,38.42, czujnik3,37.50
czujnik1,16.17, czujnik2,194.00, czujnik3,37.38
czujnik1,16.58, czujnik2,38.74, czujnik3,37.94
czujnik1,16.19, czujnik2,38.79, czujnik3,37.41
czujnik1,16.19, czujnik2,44.76, czujnik3,37.11
czujnik1,16.60, czujnik2,37.98, czujnik3,37.11
czujnik1,16.60, czujnik2,194.71, czujnik3,36.89
czujnik1,16.19, czujnik2,195.94, czujnik3,37.52
czujnik1,16.19, czujnik2,38.38, czujnik3,23.11
czujnik1,16.60, czujnik2,37.98, czujnik3,37.13
czujnik1,17.01, czujnik2,39.51, czujnik3,37.55
czujnik1,16.17, czujnik2,217.02, czujnik3,37.53
czujnik1,16.60, czujnik2,37.98, czujnik3,37.11
czujnik1,16.17, czujnik2,38.38, czujnik3,37.13
czujnik1,16.60, czujnik2,37.48, czujnik3,37.55
czujnik1,16.19, czujnik2,39.71, czujnik3,22.60
czujnik1,16.60, czujnik2,38.81, czujnik3,37.13
czujnik1,16.60, czujnik2,38.38, czujnik3,37.53
czujnik1,16.60, czujnik2,38.76, czujnik3,22.70
czujnik1,16.60, czujnik2,38.38, czujnik3,37.45
czujnik1,16.60, czujnik2,42.67, czujnik3,37.55
czujnik1,16.17, czujnik2,217.09, czujnik3,37.94
czujnik1,16.17, czujnik2,40.32, czujnik3,37.13
czujnik1,16.62, czujnik2,216.56, czujnik3,37.13
czujnik1,17.02, czujnik2,37.98, czujnik3,37.94
czujnik1,16.58, czujnik2,38.42, czujnik3,37.11
czujnik1,16.58, czujnik2,38.72, czujnik3,22.70
czujnik1,16.58, czujnik2,37.55, czujnik3,23.01
czujnik1,16.19, czujnik2,44.25, czujnik3,37.13
czujnik1,16.17, czujnik2,38.83, czujnik3,23.98
czujnik1,16.17, czujnik2,38.30, czujnik3,37.52
czujnik1,16.17, czujnik2,38.42, czujnik3,37.40
czujnik1,16.19, czujnik2,42.62, czujnik3,37.53
czujnik1,16.60, czujnik2,37.94, czujnik3,37.11
czujnik1,16.60, czujnik2,37.48, czujnik3,37.11
czujnik1,16.19, czujnik2,39.73, czujnik3,37.01
czujnik1,16.60, czujnik2,217.41, czujnik3,37.41
czujnik1,16.17, czujnik2,37.98, czujnik3,37.11
czujnik1,16.17, czujnik2,44.23, czujnik3,24.80
czujnik1,16.60, czujnik2,37.96, czujnik3,37.41
czujnik1,16.60, czujnik2,38.44, czujnik3,37.50
czujnik1,16.60, czujnik2,140.65, czujnik3,37.11
czujnik1,16.60, czujnik2,38.32, czujnik3,37.52
czujnik1,16.17, czujnik2,37.99, czujnik3,37.01
czujnik1,16.19, czujnik2,217.45, czujnik3,37.41
czujnik1,16.19, czujnik2,37.98, czujnik3,37.11
czujnik1,17.01, czujnik2,38.30, czujnik3,37.52
czujnik1,16.58, czujnik2,38.83, czujnik3,37.41
czujnik1,16.60, czujnik2,40.10, czujnik3,37.52
czujnik1,16.60, czujnik2,37.98, czujnik3,37.52
czujnik1,16.60, czujnik2,37.89, czujnik3,37.53
czujnik1,16.60, czujnik2,38.79, czujnik3,37.02
czujnik1,16.19, czujnik2,38.83, czujnik3,37.52
czujnik1,16.60, czujnik2,37.98, czujnik3,37.13
czujnik1,16.19, czujnik2,38.28, czujnik3,37.13
czujnik1,16.60, czujnik2,216.58, czujnik3,37.11
czujnik1,16.29, czujnik2,37.98, czujnik3,37.52
czujnik1,16.67, czujnik2,38.79, czujnik3,37.94
czujnik1,16.19, czujnik2,37.87, czujnik3,37.52
czujnik1,16.17, czujnik2,38.40, czujnik3,37.45
czujnik1,16.19, czujnik2,38.84, czujnik3,22.59
czujnik1,16.22, czujnik2,39.66, czujnik3,37.52
czujnik1,16.19, czujnik2,38.74, czujnik3,37.55
czujnik1,16.60, czujnik2,41.29, czujnik3,37.04
czujnik1,16.19, czujnik2,38.38, czujnik3,37.53
czujnik1,16.63, czujnik2,37.98, czujnik3,37.53
czujnik1,16.60, czujnik2,37.89, czujnik3,37.52
czujnik1,16.58, czujnik2,38.40, czujnik3,37.43
czujnik1,16.19, czujnik2,37.99, czujnik3,37.11
czujnik1,16.70, czujnik2,37.98, czujnik3,37.11
czujnik1,16.60, czujnik2,112.60, czujnik3,37.52
czujnik1,16.60, czujnik2,38.33, czujnik3,23.52
czujnik1,16.17, czujnik2,37.99, czujnik3,37.50
czujnik1,16.29, czujnik2,39.68, czujnik3,37.52
czujnik1,16.19, czujnik2,43.50, czujnik3,37.94
czujnik1,16.19, czujnik2,194.30, czujnik3,37.31
czujnik1,16.17, czujnik2,37.99, czujnik3,37.55
czujnik1,16.29, czujnik2,39.27, czujnik3,37.50
czujnik1,16.17, czujnik2,38.38, czujnik3,37.52
czujnik1,16.19, czujnik2,39.59, czujnik3,23.13
czujnik1,16.19, czujnik2,37.59, czujnik3,37.50
czujnik1,16.28, czujnik2,38.33, czujnik3,37.55
czujnik1,16.19, czujnik2,38.78, czujnik3,22.70
czujnik1,16.60, czujnik2,39.12, czujnik3,37.53
czujnik1,16.19, czujnik2,37.98, czujnik3,37.48
czujnik1,16.68, czujnik2,37.99, czujnik3,24.80
czujnik1,16.60, czujnik2,39.17, czujnik3,37.09
czujnik1,16.17, czujnik2,37.98, czujnik3,37.53
czujnik1,16.60, czujnik2,37.99, czujnik3,37.13
czujnik1,16.70, czujnik2,38.42, czujnik3,37.52
czujnik1,16.17, czujnik2,38.40, czujnik3,37.52
czujnik1,17.01, czujnik2,38.25, czujnik3,37.53
czujnik1,17.01, czujnik2,41.41, czujnik3,37.53
czujnik1,16.65, czujnik2,38.40, czujnik3,37.13
czujnik1,16.58, czujnik2,43.93, czujnik3,37.11
czujnik1,16.19, czujnik2,39.10, czujnik3,24.39
czujnik1,16.60, czujnik2,38.78, czujnik3,23.42
czujnik1,16.29, czujnik2,39.22, czujnik3,37.13
czujnik1,16.19, czujnik2,38.01, czujnik3,37.52
czujnik1,16.17, czujnik2,37.98, czujnik3,37.13
czujnik1,16.19, czujnik2,40.07, czujnik3,37.53
czujnik1,16.67, czujnik2,39.22, czujnik3,37.53
czujnik1,16.17, czujnik2,38.81, czujnik3,37.13
czujnik1,16.17, czujnik2,38.28, czujnik3,23.57
czujnik1,16.19, czujnik2,38.79, czujnik3,37.52
czujnik1,16.28, czujnik2,39.68, czujnik3,23.52
czujnik1,16.60, czujnik2,37.98, czujnik3,37.55
czujnik1,16.17, czujnik2,38.30, czujnik3,37.53
czujnik1,16.19, czujnik2,40.43, czujnik3,37.53
czujnik1,16.67, czujnik2,194.40, czujnik3,36.99
czujnik1,17.01, czujnik2,38.81, czujnik3,37.13
czujnik1,16.60, czujnik2,37.91, czujnik3,37.89
czujnik1,16.17, czujnik2,38.79, czujnik3,37.53
czujnik1,16.60, czujnik2,38.40, czujnik3,37.53
czujnik1,16.58, czujnik2,38.38, czujnik3,23.98
czujnik1,16.60, czujnik2,38.27, czujnik3,37.94
czujnik1,16.17, czujnik2,38.42, czujnik3,37.11
czujnik1,16.60, czujnik2,38.37, czujnik3,37.55
czujnik1,16.58, czujnik2,38.81, czujnik3,23.52
czujnik1,16.19, czujnik2,38.71, czujnik3,37.53
czujnik1,16.60, czujnik2,37.98, czujnik3,37.86
czujnik1,16.60, czujnik2,38.40, czujnik3,22.70
czujnik1,16.17, czujnik2,38.40, czujnik3,37.53
czujnik1,16.58, czujnik2,37.89, czujnik3,24.00
czujnik1,16.19, czujnik2,37.94, czujnik3,37.53
czujnik1,16.28, czujnik2,41.29, czujnik3,23.52
czujnik1,16.99, czujnik2,38.78, czujnik3,37.13
czujnik1,16.17, czujnik2,38.27, czujnik3,37.13
czujnik1,16.19, czujnik2,39.61, czujnik3,37.11
czujnik1,16.60, czujnik2,38.74, czujnik3,37.11
czujnik1,16.60, czujnik2,40.53, czujnik3,37.52
