czujnik1,20.51, czujnik2,20.10, czujnik3,20.60
czujnik1,20.92, czujnik2,19.29, czujnik3,18.95
czujnik1,20.02, czujnik2,19.68, czujnik3,22.36
czujnik1,20.99, czujnik2,19.63, czujnik3,19.81
czujnik1,20.95, czujnik2,19.68, czujnik3,21.85
czujnik1,19.66, czujnik2,19.27, czujnik3,19.40
czujnik1,20.83, czujnik2,20.03, czujnik3,19.40
czujnik1,20.97, czujnik2,19.29, czujnik3,20.22
czujnik1,20.92, czujnik2,19.23, czujnik3,19.40
czujnik1,20.05, czujnik2,19.69, czujnik3,19.40
czujnik1,20.87, czujnik2,19.29, czujnik3,18.96
czujnik1,20.51, czujnik2,20.00, czujnik3,18.96
czujnik1,20.51, czujnik2,19.68, czujnik3,19.35
czujnik1,20.12, czujnik2,19.29, czujnik3,19.35
czujnik1,20.43, czujnik2,18.86, czujnik3,19.35
czujnik1,20.12, czujnik2,19.59, czujnik3,20.27
czujnik1,20.51, czujnik2,19.64, czujnik3,20.58
czujnik1,20.56, czujnik2,19.29, czujnik3,22.38
czujnik1,20.43, czujnik2,19.68, czujnik3,18.95
czujnik1,20.12, czujnik2,19.27, czujnik3,18.95
czujnik1,20.53, czujnik2,19.27, czujnik3,18.93
czujnik1,20.53, czujnik2,19.68, czujnik3,20.68
czujnik1,20.43, czujnik2,19.27, czujnik3,19.40
czujnik1,21.36, czujnik2,19.27, czujnik3,19.83
czujnik1,20.12, czujnik2,20.09, czujnik3,19.71
czujnik1,20.12, czujnik2,18.84, czujnik3,21.55
czujnik1,19.97, czujnik2,20.09, czujnik3,21.09
czujnik1,20.07, czujnik2,19.27, czujnik3,19.40
czujnik1,19.66, czujnik2,20.09, czujnik3,18.95
czujnik1,20.51, czujnik2,19.27, czujnik3,19.81
czujnik1,19.97, czujnik2,19.68, czujnik3,21.90
czujnik1,20.05, czujnik2,19.29, czujnik3,19.35
czujnik1,21.80, czujnik2,19.25, czujnik3,19.71
czujnik1,20.07, czujnik2,19.66, czujnik3,18.95
czujnik1,19.97, czujnik2,19.68, czujnik3,19.40
czujnik1,20.12, czujnik2,19.27, czujnik3,18.93
czujnik1,20.12, czujnik2,19.68, czujnik3,18.93
czujnik1,20.05, czujnik2,19.66, czujnik3,19.40
czujnik1,20.43, czujnik2,19.68, czujnik3,24.49
czujnik1,20.07, czujnik2,19.63, czujnik3,19.86
czujnik1,20.94, czujnik2,20.09, czujnik3,20.12
czujnik1,20.49, czujnik2,19.27, czujnik3,19.39
czujnik1,19.97, czujnik2,19.27, czujnik3,18.95
czujnik1,21.39, czujnik2,19.98, czujnik3,19.39
czujnik1,20.53, czujnik2,18.86, czujnik3,19.35
czujnik1,20.53, czujnik2,19.27, czujnik3,19.81
czujnik1,19.97, czujnik2,19.66, czujnik3,19.35
czujnik1,20.95, czujnik2,19.27, czujnik3,19.39
czujnik1,20.07, czujnik2,19.27, czujnik3,19.40
czujnik1,20.12, czujnik2,19.68, czujnik3,18.95
czujnik1,20.82, czujnik2,20.09, czujnik3,20.22
czujnik1,20.07, czujnik2,18.86, czujnik3,18.93
czujnik1,20.10, czujnik2,19.69, czujnik3,18.95
czujnik1,20.56, czujnik2,20.49, czujnik3,19.81
czujnik1,20.41, czujnik2,19.69, czujnik3,20.68
czujnik1,20.10, czujnik2,19.66, czujnik3,20.27
czujnik1,20.05, czujnik2,19.27, czujnik3,19.35
czujnik1,20.07, czujnik2,19.68, czujnik3,18.95
czujnik1,20.88, czujnik2,19.27, czujnik3,19.40
czujnik1,20.07, czujnik2,19.63, czujnik3,19.39
czujnik1,22.21, czujnik2,19.68, czujnik3,19.40
czujnik1,20.53, czujnik2,19.27, czujnik3,21.09
czujnik1,21.28, czujnik2,19.25, czujnik3,19.40
czujnik1,20.53, czujnik2,19.27, czujnik3,19.80
czujnik1,20.07, czujnik2,19.25, czujnik3,19.39
czujnik1,20.07, czujnik2,19.68, czujnik3,20.27
czujnik1,20.43, czujnik2,19.25, czujnik3,19.39
czujnik1,20.07, czujnik2,19.25, czujnik3,19.39
czujnik1,20.51, czujnik2,19.25, czujnik3,19.69
czujnik1,20.12, czujnik2,18.84, czujnik3,19.81
czujnik1,21.29, czujnik2,19.27, czujnik3,18.95
czujnik1,20.07, czujnik2,19.61, czujnik3,21.11
czujnik1,20.53, czujnik2,19.27, czujnik3,19.71
czujnik1,21.38, czujnik2,19.66, czujnik3,21.09
czujnik1,20.41, czujnik2,19.68, czujnik3,19.40
czujnik1,20.12, czujnik2,19.98, czujnik3,19.81
czujnik1,20.53, czujnik2,19.27, czujnik3,20.12
czujnik1,19.64, czujnik2,20.09, czujnik3,18.95
czujnik1,19.61, czujnik2,19.27, czujnik3,23.20
czujnik1,20.95, czujnik2,19.59, czujnik3,19.80
czujnik1,20.53, czujnik2,19.68, czujnik3,18.95
czujnik1,20.53, czujnik2,19.27, czujnik3,19.81
czujnik1,20.41, czujnik2,19.64, czujnik3,18.95
czujnik1,19.66, czujnik2,19.98, czujnik3,19.81
czujnik1,19.66, czujnik2,19.69, czujnik3,20.15
czujnik1,20.51, czujnik2,20.10, czujnik3,21.51
czujnik1,20.41, czujnik2,19.27, czujnik3,18.96
czujnik1,20.10, czujnik2,19.98, czujnik3,19.81
czujnik1,20.10, czujnik2,20.10, czujnik3,18.95
czujnik1,20.10, czujnik2,19.27, czujnik3,19.81
czujnik1,20.46, czujnik2,18.88, czujnik3,20.27
czujnik1,21.38, czujnik2,19.27, czujnik3,19.81
czujnik1,20.94, czujnik2,19.68, czujnik3,20.58
czujnik1,21.38, czujnik2,20.49, czujnik3,19.40
czujnik1,20.43, czujnik2,19.29, czujnik3,20.68
czujnik1,20.99, czujnik2,19.98, czujnik3,18.95
czujnik1,20.53, czujnik2,19.64, czujnik3,19.74
czujnik1,20.12, czujnik2,19.29, czujnik3,19.40
czujnik1,20.41, czujnik2,19.69, czujnik3,19.40
czujnik1,20.53, czujnik2,19.98, czujnik3,19.35
czujnik1,20.12, czujnik2,19.27, czujnik3,19.40
czujnik1,20.51, czujnik2,19.27, czujnik3,18.93
czujnik1,21.70, czujnik2,20.09, czujnik3,18.95
czujnik1,20.10, czujnik2,19.27, czujnik3,19.81
czujnik1,20.10, czujnik2,19.68, czujnik3,20.58
czujnik1,20.94, czujnik2,19.64, czujnik3,21.51
czujnik1,20.82, czujnik2,20.10, czujnik3,20.24
czujnik1,20.51, czujnik2,20.00, czujnik3,18.49
czujnik1,21.79, czujnik2,20.09, czujnik3,18.95
czujnik1,20.10, czujnik2,20.09, czujnik3,18.93
czujnik1,19.97, czujnik2,19.66, czujnik3,20.27
czujnik1,20.07, czujnik2,20.39, czujnik3,19.40
czujnik1,19.66, czujnik2,19.29, czujnik3,19.71
czujnik1,20.07, czujnik2,19.27, czujnik3,20.68
czujnik1,20.00, czujnik2,19.64, czujnik3,20.22
czujnik1,20.51, czujnik2,19.23, czujnik3,19.40
czujnik1,20.12, czujnik2,20.10, czujnik3,19.35
czujnik1,21.39, czujnik2,19.29, czujnik3,21.09
czujnik1,20.87, czujnik2,19.25, czujnik3,19.35
czujnik1,20.53, czujnik2,19.61, czujnik3,21.11
czujnik1,20.53, czujnik2,20.10, czujnik3,18.95
czujnik1,20.12, czujnik2,19.69, czujnik3,19.39
czujnik1,20.44, czujnik2,20.07, czujnik3,19.81
czujnik1,20.10, czujnik2,19.23, czujnik3,19.40
czujnik1,20.53, czujnik2,19.29, czujnik3,19.39
czujnik1,20.12, czujnik2,20.07, czujnik3,19.40
czujnik1,20.41, czujnik2,19.69, czujnik3,19.35
czujnik1,20.07, czujnik2,19.59, czujnik3,19.80
czujnik1,21.80, czujnik2,19.66, czujnik3,19.71
czujnik1,21.79, czujnik2,19.64, czujnik3,19.39
czujnik1,20.00, czujnik2,19.25, czujnik3,19.40
czujnik1,20.51, czujnik2,19.59, czujnik3,19.81
czujnik1,20.51, czujnik2,19.69, czujnik3,19.71
czujnik1,20.53, czujnik2,19.29, czujnik3,20.24
czujnik1,20.83, czujnik2,19.64, czujnik3,18.95
czujnik1,20.53, czujnik2,20.82, czujnik3,20.68
czujnik1,20.10, czujnik2,20.09, czujnik3,20.17
czujnik1,20.12, czujnik2,19.64, czujnik3,20.22
czujnik1,20.02, czujnik2,20.46, czujnik3,18.95
czujnik1,20.07, czujnik2,19.23, czujnik3,19.40
czujnik1,20.48, czujnik2,19.69, czujnik3,18.93
czujnik1,20.10, czujnik2,20.51, czujnik3,19.81
czujnik1,20.41, czujnik2,19.69, czujnik3,19.85
czujnik1,20.07, czujnik2,19.61, czujnik3,19.40
czujnik1,20.10, czujnik2,19.27, czujnik3,20.58
czujnik1,21.36, czujnik2,19.68, czujnik3,19.40
czujnik1,20.02, czujnik2,19.69, czujnik3,19.81
czujnik1,20.53, czujnik2,19.61, czujnik3,18.95
czujnik1,20.95, czujnik2,19.27, czujnik3,19.40
czujnik1,20.54, czujnik2,20.09, czujnik3,19.39
czujnik1,20.43, czujnik2,19.68, czujnik3,19.39
czujnik1,20.10, czujnik2,19.27, czujnik3,19.81
czujnik1,20.07, czujnik2,19.27, czujnik3,18.95
czujnik1,20.12, czujnik2,19.63, czujnik3,19.83
czujnik1,20.87, czujnik2,20.49, czujnik3,20.68
czujnik1,20.95, czujnik2,19.27, czujnik3,19.81
czujnik1,20.12, czujnik2,19.68, czujnik3,19.40
czujnik1,20.07, czujnik2,19.68, czujnik3,19.35
czujnik1,20.46, czujnik2,20.09, czujnik3,18.96
czujnik1,20.07, czujnik2,19.27, czujnik3,19.40
czujnik1,20.97, czujnik2,20.92, czujnik3,19.40
czujnik1,20.97, czujnik2,18.86, czujnik3,19.40
czujnik1,20.43, czujnik2,18.86, czujnik3,19.35
czujnik1,21.80, czujnik2,20.39, czujnik3,20.68
czujnik1,20.10, czujnik2,18.86, czujnik3,21.85
czujnik1,20.97, czujnik2,19.68, czujnik3,18.95
czujnik1,20.43, czujnik2,19.27, czujnik3,19.81
czujnik1,21.38, czujnik2,18.86, czujnik3,18.95
czujnik1,20.07, czujnik2,19.27, czujnik3,19.71
czujnik1,22.65, czujnik2,19.69, czujnik3,21.09
czujnik1,20.43, czujnik2,19.68, czujnik3,20.68
czujnik1,20.05, czujnik2,20.39, czujnik3,19.81
czujnik1,20.12, czujnik2,19.27, czujnik3,19.40
czujnik1,20.07, czujnik2,19.69, czujnik3,18.95
czujnik1,20.02, czujnik2,19.27, czujnik3,19.40
czujnik1,20.12, czujnik2,19.61, czujnik3,18.95
czujnik1,20.58, czujnik2,19.29, czujnik3,19.71
czujnik1,20.07, czujnik2,19.27, czujnik3,21.96
czujnik1,20.02, czujnik2,19.27, czujnik3,19.40
czujnik1,20.51, czujnik2,19.97, czujnik3,19.83
czujnik1,20.05, czujnik2,20.10, czujnik3,19.39
czujnik1,20.99, czujnik2,19.68, czujnik3,19.39
czujnik1,20.88, czujnik2,20.09, czujnik3,18.95
czujnik1,20.10, czujnik2,19.61, czujnik3,18.95
czujnik1,20.99, czujnik2,19.68, czujnik3,19.73
czujnik1,20.48, czujnik2,19.25, czujnik3,18.93
czujnik1,20.00, czujnik2,20.09, czujnik3,20.22
czujnik1,20.58, czujnik2,19.98, czujnik3,19.35
czujnik1,20.10, czujnik2,20.49, czujnik3,18.96
czujnik1,20.97, czujnik2,20.90, czujnik3,20.70
czujnik1,20.00, czujnik2,19.27, czujnik3,20.63
czujnik1,20.10, czujnik2,19.61, czujnik3,19.35
czujnik1,20.10, czujnik2,19.27, czujnik3,19.40
czujnik1,21.39, czujnik2,20.51, czujnik3,19.81
czujnik1,21.28, czujnik2,19.29, czujnik3,19.35
czujnik1,20.53, czujnik2,19.27, czujnik3,19.37
czujnik1,20.12, czujnik2,19.27, czujnik3,19.35
czujnik1,20.12, czujnik2,19.69, czujnik3,18.95
czujnik1,20.02, czujnik2,19.27, czujnik3,19.81
czujnik1,20.10, czujnik2,19.61, czujnik3,18.95
czujnik1,20.12, czujnik2,20.10, czujnik3,20.12
czujnik1,20.07, czujnik2,20.09, czujnik3,19.81
czujnik1,21.24, czujnik2,19.25, czujnik3,19.81
czujnik1,20.12, czujnik2,19.63, czujnik3,19.81
czujnik1,21.38, czujnik2,20.09, czujnik3,18.93
czujnik1,20.94, czujnik2,19.27, czujnik3,20.68
czujnik1,19.97, czujnik2,19.66, czujnik3,20.27
czujnik1,20.49, czujnik2,19.98, czujnik3,19.81
czujnik1,20.92, czujnik2,19.27, czujnik3,19.69
czujnik1,20.54, czujnik2,18.84, czujnik3,19.35
czujnik1,19.97, czujnik2,19.27, czujnik3,18.95
czujnik1,20.07, czujnik2,19.63, czujnik3,19.40
czujnik1,20.97, czujnik2,20.09, czujnik3,19.71
czujnik1,20.53, czujnik2,19.27, czujnik3,20.22
czujnik1,20.44, czujnik2,19.27, czujnik3,21.96
czujnik1,20.53, czujnik2,19.27, czujnik3,19.40
czujnik1,19.66, czujnik2,19.27, czujnik3,18.95
czujnik1,20.53, czujnik2,19.23, czujnik3,18.95
czujnik1,20.82, czujnik2,19.27, czujnik3,19.81
czujnik1,20.12, czujnik2,19.27, czujnik3,19.81
czujnik1,20.53, czujnik2,20.09, czujnik3,18.93
czujnik1,20.48, czujnik2,19.68, czujnik3,19.35
czujnik1,20.44, czujnik2,20.09, czujnik3,20.29
czujnik1,21.36, czujnik2,19.63, czujnik3,19.40
czujnik1,20.94, czujnik2,19.27, czujnik3,20.17
czujnik1,20.07, czujnik2,19.68, czujnik3,19.39
czujnik1,19.97, czujnik2,20.07, czujnik3,19.39
czujnik1,20.53, czujnik2,19.64, czujnik3,18.95
czujnik1,20.54, czujnik2,19.68, czujnik3,18.95
czujnik1,20.94, czujnik2,19.68, czujnik3,19.35
czujnik1,20.43, czujnik2,19.27, czujnik3,24.47
czujnik1,20.97, czujnik2,19.59, czujnik3,19.40
czujnik1,20.10, czujnik2,19.27, czujnik3,18.93
czujnik1,20.10, czujnik2,20.07, czujnik3,18.93
czujnik1,19.61, czujnik2,19.25, czujnik3,18.95
czujnik1,20.53, czujnik2,20.39, czujnik3,19.81
czujnik1,20.53, czujnik2,20.49, czujnik3,20.17
czujnik1,21.36, czujnik2,20.09, czujnik3,19.40
czujnik1,20.43, czujnik2,19.68, czujnik3,18.95
czujnik1,20.53, czujnik2,20.39, czujnik3,19.40
czujnik1,20.09, czujnik2,19.27, czujnik3,20.99
czujnik1,20.53, czujnik2,19.25, czujnik3,18.93
czujnik1,20.43, czujnik2,20.10, czujnik3,18.95
czujnik1,20.12, czujnik2,19.27, czujnik3,19.40
czujnik1,20.10, czujnik2,20.09, czujnik3,20.99
czujnik1,20.07, czujnik2,19.69, czujnik3,21.92
czujnik1,20.43, czujnik2,19.68, czujnik3,19.35
czujnik1,20.10, czujnik2,19.64, czujnik3,19.40
czujnik1,20.53, czujnik2,19.66, czujnik3,20.99
czujnik1,20.94, czujnik2,19.27, czujnik3,19.81
czujnik1,20.43, czujnik2,19.27, czujnik3,21.97
czujnik1,20.54, czujnik2,19.61, czujnik3,19.40
czujnik1,20.12, czujnik2,20.49, czujnik3,19.71
czujnik1,20.12, czujnik2,19.68, czujnik3,19.40
czujnik1,19.93, czujnik2,19.27, czujnik3,19.40
czujnik1,20.53, czujnik2,19.27, czujnik3,19.80
czujnik1,20.53, czujnik2,19.68, czujnik3,20.58
czujnik1,21.80, czujnik2,19.64, czujnik3,21.92
czujnik1,20.43, czujnik2,19.27, czujnik3,18.95
czujnik1,20.09, czujnik2,19.63, czujnik3,19.40
czujnik1,20.10, czujnik2,20.09, czujnik3,19.71
czujnik1,20.07, czujnik2,19.68, czujnik3,19.35
czujnik1,20.02, czujnik2,19.64, czujnik3,19.35
czujnik1,19.66, czujnik2,19.27, czujnik3,21.09
czujnik1,20.10, czujnik2,19.27, czujnik3,20.17
czujnik1,20.53, czujnik2,19.68, czujnik3,20.22
czujnik1,20.02, czujnik2,19.68, czujnik3,18.95
czujnik1,20.07, czujnik2,19.27, czujnik3,20.27
czujnik1,20.07, czujnik2,19.27, czujnik3,19.71
czujnik1,20.12, czujnik2,19.27, czujnik3,19.40
czujnik1,20.46, czujnik2,20.51, czujnik3,19.39
czujnik1,20.51, czujnik2,19.27, czujnik3,19.40
czujnik1,19.66, czujnik2,19.27, czujnik3,21.85
czujnik1,20.05, czujnik2,19.27, czujnik3,21.50
czujnik1,19.61, czujnik2,19.27, czujnik3,18.93
czujnik1,20.97, czujnik2,19.98, czujnik3,18.95
czujnik1,20.07, czujnik2,19.27, czujnik3,18.95
czujnik1,20.12, czujnik2,19.68, czujnik3,18.98
czujnik1,20.41, czujnik2,19.68, czujnik3,19.40
czujnik1,20.53, czujnik2,19.27, czujnik3,19.39
czujnik1,20.12, czujnik2,20.09, czujnik3,19.35
czujnik1,21.34, czujnik2,20.49, czujnik3,18.95
czujnik1,20.03, czujnik2,19.27, czujnik3,19.40
czujnik1,20.07, czujnik2,20.00, czujnik3,20.27
czujnik1,20.49, czujnik2,20.10, czujnik3,19.71
czujnik1,20.99, czujnik2,20.09, czujnik3,18.93
czujnik1,20.41, czujnik2,20.09, czujnik3,19.40
czujnik1,20.94, czujnik2,20.00, czujnik3,18.93
czujnik1,19.66, czujnik2,19.68, czujnik3,19.35
czujnik1,20.92, czujnik2,18.86, czujnik3,19.40
czujnik1,19.97, czujnik2,19.68, czujnik3,20.27
czujnik1,20.53, czujnik2,19.98, czujnik3,19.81
czujnik1,20.12, czujnik2,19.27, czujnik3,18.95
czujnik1,20.94, czujnik2,19.68, czujnik3,19.40
czujnik1,20.43, czujnik2,19.68, czujnik3,19.81
czujnik1,21.39, czujnik2,19.29, czujnik3,20.68
czujnik1,20.53, czujnik2,19.64, czujnik3,19.71
czujnik1,20.07, czujnik2,19.68, czujnik3,19.85
czujnik1,20.43, czujnik2,19.27, czujnik3,19.81
czujnik1,20.94, czujnik2,19.61, czujnik3,21.09
czujnik1,20.94, czujnik2,19.27, czujnik3,19.71
czujnik1,20.07, czujnik2,20.09, czujnik3,19.40
czujnik1,19.97, czujnik2,19.69, czujnik3,20.27
czujnik1,20.53, czujnik2,19.64, czujnik3,19.81
czujnik1,20.97, czujnik2,19.68, czujnik3,19.71
czujnik1,20.53, czujnik2,19.29, czujnik3,19.40
czujnik1,20.82, czujnik2,19.66, czujnik3,18.93
czujnik1,21.38, czujnik2,19.27, czujnik3,18.98
czujnik1,20.97, czujnik2,19.27, czujnik3,20.58
czujnik1,19.66, czujnik2,19.68, czujnik3,18.52
czujnik1,20.02, czujnik2,19.29, czujnik3,20.22
czujnik1,21.39, czujnik2,19.98, czujnik3,18.95
czujnik1,20.12, czujnik2,19.29, czujnik3,19.73
czujnik1,20.94, czujnik2,19.64, czujnik3,19.34
czujnik1,19.95, czujnik2,20.10, czujnik3,19.40
czujnik1,20.51, czujnik2,19.61, czujnik3,20.27
czujnik1,20.99, czujnik2,19.68, czujnik3,19.71
czujnik1,20.10, czujnik2,19.69, czujnik3,21.09
czujnik1,20.43, czujnik2,20.48, czujnik3,19.81
czujnik1,20.07, czujnik2,19.98, czujnik3,18.95
czujnik1,20.53, czujnik2,19.27, czujnik3,19.40
czujnik1,20.53, czujnik2,19.29, czujnik3,19.39
czujnik1,20.85, czujnik2,20.10, czujnik3,19.80
czujnik1,20.53, czujnik2,19.63, czujnik3,18.95
czujnik1,20.95, czujnik2,19.27, czujnik3,19.39
czujnik1,20.54, czujnik2,20.09, czujnik3,24.37
czujnik1,21.70, czujnik2,19.23, czujnik3,19.39
czujnik1,20.07, czujnik2,20.80, czujnik3,20.22
czujnik1,20.12, czujnik2,19.68, czujnik3,19.71
czujnik1,20.53, czujnik2,19.29, czujnik3,19.81
czujnik1,20.43, czujnik2,19.29, czujnik3,21.11
czujnik1,20.10, czujnik2,20.00, czujnik3,19.40
czujnik1,20.94, czujnik2,19.29, czujnik3,20.17
czujnik1,22.64, czujnik2,19.27, czujnik3,19.81
czujnik1,20.43, czujnik2,19.64, czujnik3,18.95
czujnik1,20.51, czujnik2,19.61, czujnik3,21.97
czujnik1,20.07, czujnik2,19.27, czujnik3,21.85
czujnik1,20.94, czujnik2,19.68, czujnik3,18.95
czujnik1,20.02, czujnik2,19.27, czujnik3,20.70
czujnik1,20.94, czujnik2,19.29, czujnik3,19.35
czujnik1,20.07, czujnik2,19.69, czujnik3,19.40
czujnik1,20.53, czujnik2,19.68, czujnik3,19.40
czujnik1,22.11, czujnik2,20.03, czujnik3,20.27
czujnik1,20.12, czujnik2,19.63, czujnik3,19.81
czujnik1,20.07, czujnik2,19.68, czujnik3,18.98
czujnik1,20.94, czujnik2,19.29, czujnik3,19.81
czujnik1,21.29, czujnik2,19.29, czujnik3,18.95
czujnik1,20.94, czujnik2,19.27, czujnik3,19.83
czujnik1,20.10, czujnik2,19.29, czujnik3,18.95
czujnik1,20.12, czujnik2,20.49, czujnik3,20.68
czujnik1,19.97, czujnik2,19.64, czujnik3,18.93
czujnik1,20.49, czujnik2,19.27, czujnik3,18.93
czujnik1,20.53, czujnik2,20.10, czujnik3,19.71
czujnik1,20.51, czujnik2,19.69, czujnik3,19.81
czujnik1,20.87, czujnik2,19.68, czujnik3,23.66
czujnik1,20.97, czujnik2,20.00, czujnik3,18.95
czujnik1,20.12, czujnik2,20.90, czujnik3,19.71
czujnik1,20.53, czujnik2,19.64, czujnik3,19.39
czujnik1,20.83, czujnik2,19.29, czujnik3,20.27
czujnik1,20.14, czujnik2,19.63, czujnik3,20.29
czujnik1,20.99, czujnik2,19.64, czujnik3,18.95
czujnik1,20.12, czujnik2,20.09, czujnik3,19.40
czujnik1,20.43, czujnik2,19.23, czujnik3,19.39
czujnik1,20.10, czujnik2,19.27, czujnik3,18.95
czujnik1,20.12, czujnik2,19.29, czujnik3,19.76
czujnik1,20.07, czujnik2,19.69, czujnik3,18.93
czujnik1,20.88, czujnik2,19.27, czujnik3,20.27
czujnik1,20.51, czujnik2,20.00, czujnik3,20.22
czujnik1,20.10, czujnik2,19.29, czujnik3,19.40
czujnik1,20.94, czujnik2,19.69, czujnik3,21.96
czujnik1,19.97, czujnik2,20.10, czujnik3,20.27
czujnik1,20.53, czujnik2,20.82, czujnik3,19.40
czujnik1,20.53, czujnik2,19.27, czujnik3,19.39
czujnik1,20.12, czujnik2,19.68, czujnik3,20.22
czujnik1,19.95, czujnik2,19.27, czujnik3,20.22
czujnik1,20.10, czujnik2,19.27, czujnik3,22.77
czujnik1,20.99, czujnik2,19.27, czujnik3,19.39
czujnik1,21.39, czujnik2,20.48, czujnik3,19.39
czujnik1,20.46, czujnik2,19.27, czujnik3,20.27
czujnik1,20.56, czujnik2,19.61, czujnik3,19.39
czujnik1,20.53, czujnik2,19.29, czujnik3,20.58
czujnik1,20.10, czujnik2,18.86, czujnik3,18.95
czujnik1,20.46, czujnik2,20.90, czujnik3,19.39
czujnik1,20.53, czujnik2,19.61, czujnik3,20.66
czujnik1,21.38, czujnik2,20.09, czujnik3,18.93
czujnik1,20.51, czujnik2,19.68, czujnik3,20.26
czujnik1,20.87, czujnik2,19.27, czujnik3,18.95
czujnik1,20.10, czujnik2,19.63, czujnik3,19.35
czujnik1,21.38, czujnik2,19.66, czujnik3,19.69
czujnik1,20.97, czujnik2,20.09, czujnik3,19.40
czujnik1,20.00, czujnik2,19.68, czujnik3,19.40
czujnik1,20.51, czujnik2,19.59, czujnik3,19.39
czujnik1,20.51, czujnik2,20.09, czujnik3,19.71
czujnik1,20.51, czujnik2,19.27, czujnik3,21.09
czujnik1,20.00, czujnik2,19.68, czujnik3,20.27
czujnik1,20.12, czujnik2,19.27, czujnik3,19.81
czujnik1,20.10, czujnik2,20.92, czujnik3,19.39
czujnik1,20.51, czujnik2,19.27, czujnik3,20.68
czujnik1,20.87, czujnik2,20.09, czujnik3,19.39
czujnik1,20.10, czujnik2,19.27, czujnik3,20.66
czujnik1,20.10, czujnik2,20.90, czujnik3,19.34
czujnik1,20.56, czujnik2,19.27, czujnik3,20.68
czujnik1,20.87, czujnik2,19.29, czujnik3,19.81
czujnik1,20.53, czujnik2,19.27, czujnik3,19.40
czujnik1,20.97, czujnik2,19.68, czujnik3,20.15
czujnik1,20.51, czujnik2,19.27, czujnik3,19.39
czujnik1,19.97, czujnik2,19.69, czujnik3,18.95
czujnik1,19.64, czujnik2,19.59, czujnik3,19.40
czujnik1,20.53, czujnik2,19.64, czujnik3,20.58
czujnik1,20.92, czujnik2,19.68, czujnik3,21.96
czujnik1,20.02, czujnik2,18.86, czujnik3,19.40
czujnik1,20.12, czujnik2,20.41, czujnik3,20.22
czujnik1,20.05, czujnik2,19.27, czujnik3,21.45
czujnik1,20.51, czujnik2,19.63, czujnik3,18.93
czujnik1,20.00, czujnik2,19.68, czujnik3,19.81
czujnik1,20.12, czujnik2,19.27, czujnik3,20.68
czujnik1,20.12, czujnik2,19.29, czujnik3,18.96
czujnik1,20.05, czujnik2,19.68, czujnik3,20.20
czujnik1,20.02, czujnik2,19.68, czujnik3,18.95
czujnik1,20.92, czujnik2,19.27, czujnik3,19.39
czujnik1,20.10, czujnik2,19.25, czujnik3,19.39
czujnik1,20.10, czujnik2,19.27, czujnik3,19.80
czujnik1,20.41, czujnik2,19.27, czujnik3,21.96
czujnik1,20.10, czujnik2,19.63, czujnik3,18.95
czujnik1,21.38, czujnik2,19.68, czujnik3,19.40
czujnik1,21.39, czujnik2,19.27, czujnik3,20.68
czujnik1,20.41, czujnik2,19.68, czujnik3,18.95
czujnik1,20.53, czujnik2,19.27, czujnik3,20.27
czujnik1,20.53, czujnik2,19.25, czujnik3,19.71
czujnik1,20.12, czujnik2,19.25, czujnik3,19.40
czujnik1,20.41, czujnik2,19.27, czujnik3,21.07
czujnik1,20.51, czujnik2,19.27, czujnik3,19.35
czujnik1,20.51, czujnik2,19.27, czujnik3,19.39
czujnik1,20.10, czujnik2,19.68, czujnik3,19.85
czujnik1,21.68, czujnik2,19.66, czujnik3,19.81
czujnik1,20.97, czujnik2,19.63, czujnik3,18.95
czujnik1,20.10, czujnik2,19.27, czujnik3,20.17
czujnik1,20.97, czujnik2,19.27, czujnik3,18.95
czujnik1,19.98, czujnik2,20.09, czujnik3,20.70
czujnik1,20.51, czujnik2,19.27, czujnik3,18.95
czujnik1,20.12, czujnik2,19.68, czujnik3,18.95
czujnik1,20.94, czujnik2,19.27, czujnik3,19.35
czujnik1,19.98, czujnik2,20.09, czujnik3,21.11
czujnik1,20.92, czujnik2,19.25, czujnik3,19.39
czujnik1,20.51, czujnik2,19.27, czujnik3,18.54
czujnik1,20.99, czujnik2,19.27, czujnik3,18.95
czujnik1,19.97, czujnik2,19.27, czujnik3,19.35
czujnik1,20.10, czujnik2,20.39, czujnik3,21.09
czujnik1,20.10, czujnik2,19.25, czujnik3,19.40
czujnik1,20.53, czujnik2,18.86, czujnik3,19.40
czujnik1,20.02, czujnik2,20.51, czujnik3,19.35
czujnik1,20.12, czujnik2,19.29, czujnik3,19.81
czujnik1,20.51, czujnik2,19.68, czujnik3,20.58
czujnik1,20.92, czujnik2,19.27, czujnik3,19.81
czujnik1,19.97, czujnik2,19.25, czujnik3,19.81
czujnik1,20.94, czujnik2,19.59, czujnik3,20.68
czujnik1,20.12, czujnik2,20.09, czujnik3,21.85
czujnik1,19.66, czujnik2,19.68, czujnik3,19.39
czujnik1,20.83, czujnik2,19.68, czujnik3,19.39
czujnik1,20.53, czujnik2,19.61, czujnik3,24.06
czujnik1,20.10, czujnik2,20.09, czujnik3,19.76
czujnik1,20.94, czujnik2,19.27, czujnik3,19.81
czujnik1,20.83, czujnik2,20.03, czujnik3,19.40
czujnik1,20.05, czujnik2,19.63, czujnik3,21.09
czujnik1,20.95, czujnik2,20.49, czujnik3,19.39
czujnik1,20.95, czujnik2,19.25, czujnik3,19.85
