,39.40, czujnik2,12.86, czujnik3,8.59
czujnik1,39.56, czujnik2,12.06, czujnik3,9.15
czujnik1,40.48, czujnik2,11.96, czujnik3,8.69
czujnik1,39.80, czujnik2,11.99, czujnik3,8.59
czujnik1,43.44, czujnik2,11.53, czujnik3,8.59
czujnik1,39.12, czujnik2,12.06, czujnik3,8.64
czujnik1,38.76, czujnik2,11.53, czujnik3,8.69
czujnik1,42.64, czujnik2,12.81, czujnik3,8.59
czujnik1,39.63, czujnik2,11.63, czujnik3,9.05
czujnik1,38.88, czujnik2,12.11, czujnik3,9.15
czujnik1,39.40, czujnik2,11.55, czujnik3,8.69
czujnik1,38.95, czujnik2,11.09, czujnik3,8.59
czujnik1,39.97, czujnik2,12.93, czujnik3,8.69
czujnik1,43.76, czujnik2,11.96, czujnik3,8.64
czujnik1,39.35, czujnik2,11.55, czujnik3,8.59
czujnik1,39.76, czujnik2,12.40, czujnik3,8.59
czujnik1,38.25, czujnik2,12.06, czujnik3,8.69
czujnik1,39.23, czujnik2,12.81, czujnik3,8.69
czujnik1,39.68, czujnik2,11.96, czujnik3,8.57
czujnik1,40.49, czujnik2,11.99, czujnik3,8.54
czujnik1,39.08, czujnik2,13.38, czujnik3,8.64
czujnik1,38.79, czujnik2,12.01, czujnik3,8.69
czujnik1,40.15, czujnik2,11.55, czujnik3,8.54
czujnik1,38.95, czujnik2,11.65, czujnik3,8.59
czujnik1,43.32, czujnik2,12.50, czujnik3,8.64
czujnik1,38.33, czujnik2,12.41, czujnik3,9.13
czujnik1,43.83, czujnik2,11.12, czujnik3,8.59
czujnik1,39.64, czujnik2,12.09, czujnik3,9.05
czujnik1,42.14, czujnik2,11.48, czujnik3,8.69
czujnik1,38.79, czujnik2,12.40, czujnik3,8.54
czujnik1,39.73, czujnik2,12.01, czujnik3,8.57
czujnik1,38.66, czujnik2,12.52, czujnik3,8.69
czujnik1,42.07, czujnik2,11.94, czujnik3,8.69
czujnik1,39.68, czujnik2,11.99, czujnik3,8.59
czujnik1,39.35, czujnik2,11.53, czujnik3,8.52
czujnik1,38.66, czujnik2,12.52, czujnik3,8.62
czujnik1,39.22, czujnik2,12.40, czujnik3,9.15
czujnik1,39.23, czujnik2,11.55, czujnik3,8.57
czujnik1,40.51, czujnik2,11.62, czujnik3,8.54
czujnik1,38.25, czujnik2,12.04, czujnik3,8.67
czujnik1,38.79, czujnik2,11.96, czujnik3,8.69
czujnik1,40.99, czujnik2,11.96, czujnik3,9.05
czujnik1,40.14, czujnik2,12.52, czujnik3,8.59
czujnik1,41.19, czujnik2,11.58, czujnik3,8.69
czujnik1,40.12, czujnik2,11.55, czujnik3,8.52
czujnik1,40.49, czujnik2,12.40, czujnik3,8.59
czujnik1,40.02, czujnik2,11.60, czujnik3,8.69
czujnik1,45.00, czujnik2,11.96, czujnik3,8.64
czujnik1,40.90, czujnik2,12.87, czujnik3,8.59
czujnik1,41.33, czujnik2,12.41, czujnik3,8.52
czujnik1,40.03, czujnik2,12.52, czujnik3,8.69
czujnik1,40.12, czujnik2,12.87, czujnik3,8.64
czujnik1,39.37, czujnik2,11.53, czujnik3,8.52
czujnik1,38.79, czujnik2,12.40, czujnik3,8.52
czujnik1,41.67, czujnik2,11.58, czujnik3,9.15
czujnik1,40.92, czujnik2,12.41, czujnik3,8.64
czujnik1,42.18, czujnik2,11.96, czujnik3,8.59
czujnik1,38.78, czujnik2,11.65, czujnik3,9.05
czujnik1,39.68, czujnik2,12.06, czujnik3,8.69
czujnik1,47.14, czujnik2,12.01, czujnik3,9.05
czujnik1,40.49, czujnik2,11.99, czujnik3,9.05
czujnik1,44.18, czujnik2,12.50, czujnik3,9.08
czujnik1,40.49, czujnik2,11.96, czujnik3,8.69
czujnik1,40.24, czujnik2,11.96, czujnik3,8.54
czujnik1,39.23, czujnik2,12.41, czujnik3,9.05
czujnik1,39.12, czujnik2,12.04, czujnik3,9.15
czujnik1,44.98, czujnik2,11.55, czujnik3,8.64
czujnik1,44.32, czujnik2,11.96, czujnik3,9.05
czujnik1,40.94, czujnik2,12.01, czujnik3,9.05
czujnik1,44.17, czujnik2,12.09, czujnik3,8.69
czujnik1,39.22, czujnik2,12.40, czujnik3,8.62
czujnik1,39.66, czujnik2,12.41, czujnik3,8.59
czujnik1,40.07, czujnik2,12.41, czujnik3,9.03
czujnik1,38.71, czujnik2,12.09, czujnik3,8.69
czujnik1,40.17, czujnik2,11.99, czujnik3,8.69
czujnik1,39.22, czujnik2,11.94, czujnik3,8.57
czujnik1,39.15, czujnik2,12.52, czujnik3,9.03
czujnik1,42.52, czujnik2,11.53, czujnik3,8.69
czujnik1,39.25, czujnik2,11.96, czujnik3,8.59
czujnik1,38.79, czujnik2,11.99, czujnik3,8.52
czujnik1,38.69, czujnik2,12.50, czujnik3,8.69
czujnik1,39.20, czujnik2,11.53, czujnik3,9.13
czujnik1,46.70, czujnik2,11.94, czujnik3,8.52
czujnik1,39.66, czujnik2,11.94, czujnik3,8.59
czujnik1,42.89, czujnik2,12.52, czujnik3,8.64
czujnik1,38.79, czujnik2,11.53, czujnik3,9.15
czujnik1,39.64, czujnik2,12.86, czujnik3,8.59
czujnik1,39.25, czujnik2,11.96, czujnik3,8.57
czujnik1,39.10, czujnik2,12.96, czujnik3,8.64
czujnik1,40.49, czujnik2,12.84, czujnik3,8.64
czujnik1,40.12, czujnik2,12.01, czujnik3,8.54
czujnik1,40.07, czujnik2,12.09, czujnik3,8.59
czujnik1,46.68, czujnik2,12.40, czujnik3,8.69
czujnik1,40.51, czujnik2,11.99, czujnik3,8.54
czujnik1,39.66, czujnik2,11.99, czujnik3,8.54
czujnik1,43.72, czujnik2,12.09, czujnik3,8.69
czujnik1,40.07, czujnik2,11.94, czujnik3,8.69
czujnik1,39.78, czujnik2,11.94, czujnik3,8.57
czujnik1,41.87, czujnik2,11.53, czujnik3,8.57
czujnik1,39.10, czujnik2,12.96, czujnik3,9.10
czujnik1,39.64, czujnik2,12.86, czujnik3,9.10
czujnik1,40.22, czujnik2,11.99, czujnik3,8.59
czujnik1,40.14, czujnik2,11.62, czujnik3,8.59
czujnik1,39.13, czujnik2,12.06, czujnik3,8.69
czujnik1,38.95, czujnik2,12.40, czujnik3,8.64
czujnik1,41.29, czujnik2,11.55, czujnik3,8.54
czujnik1,40.22, czujnik2,11.65, czujnik3,9.00
czujnik1,41.26, czujnik2,11.56, czujnik3,8.69
czujnik1,41.36, czujnik2,11.53, czujnik3,9.05
czujnik1,39.76, czujnik2,12.40, czujnik3,8.59
czujnik1,40.90, czujnik2,12.09, czujnik3,8.64
czujnik1,39.20, czujnik2,13.27, czujnik3,8.69
czujnik1,39.66, czujnik2,11.53, czujnik3,9.05
czujnik1,38.79, czujnik2,11.94, czujnik3,8.57
czujnik1,41.24, czujnik2,12.50, czujnik3,8.67
czujnik1,39.20, czujnik2,11.53, czujnik3,8.69
czujnik1,39.15, czujnik2,12.82, czujnik3,8.59
czujnik1,38.81, czujnik2,12.87, czujnik3,8.54
czujnik1,40.49, czujnik2,12.50, czujnik3,8.69
czujnik1,38.33, czujnik2,11.96, czujnik3,9.15
czujnik1,39.76, czujnik2,12.01, czujnik3,8.59
czujnik1,40.03, czujnik2,12.04, czujnik3,8.59
czujnik1,40.48, czujnik2,12.09, czujnik3,9.15
czujnik1,43.74, czujnik2,11.55, czujnik3,8.61
czujnik1,39.20, czujnik2,11.94, czujnik3,9.03
czujnik1,39.29, czujnik2,12.50, czujnik3,9.15
czujnik1,40.43, czujnik2,11.94, czujnik3,8.62
czujnik1,39.66, czujnik2,11.53, czujnik3,8.98
czujnik1,42.13, czujnik2,12.87, czujnik3,8.59
czujnik1,39.98, czujnik2,12.09, czujnik3,8.69
czujnik1,37.93, czujnik2,12.87, czujnik3,9.15
czujnik1,40.07, czujnik2,11.53, czujnik3,9.05
czujnik1,39.66, czujnik2,12.01, czujnik3,9.05
czujnik1,39.47, czujnik2,12.09, czujnik3,8.69
czujnik1,38.35, czujnik2,13.27, czujnik3,9.15
czujnik1,40.12, czujnik2,11.99, czujnik3,8.59
czujnik1,40.88, czujnik2,12.09, czujnik3,8.57
czujnik1,38.27, czujnik2,12.09, czujnik3,8.67
czujnik1,38.37, czujnik2,11.53, czujnik3,8.69
czujnik1,40.58, czujnik2,12.40, czujnik3,8.59
czujnik1,38.67, czujnik2,12.52, czujnik3,9.05
czujnik1,39.20, czujnik2,12.40, czujnik3,9.15
czujnik1,39.18, czujnik2,11.53, czujnik3,9.05
czujnik1,39.34, czujnik2,11.94, czujnik3,8.59
czujnik1,40.09, czujnik2,11.63, czujnik3,9.10
czujnik1,44.97, czujnik2,11.99, czujnik3,9.15
czujnik1,40.22, czujnik2,11.99, czujnik3,9.05
czujnik1,38.79, czujnik2,11.99, czujnik3,8.59
czujnik1,39.54, czujnik2,12.04, czujnik3,8.69
czujnik1,38.78, czujnik2,11.53, czujnik3,8.69
czujnik1,44.73, czujnik2,12.40, czujnik3,9.05
czujnik1,39.18, czujnik2,11.96, czujnik3,8.54
czujnik1,39.56, czujnik2,11.65, czujnik3,9.10
czujnik1,44.17, czujnik2,12.45, czujnik3,8.64
czujnik1,38.79, czujnik2,12.45, czujnik3,8.57
czujnik1,38.78, czujnik2,13.27, czujnik3,8.59
czujnik1,38.79, czujnik2,11.96, czujnik3,9.15
czujnik1,40.88, czujnik2,12.01, czujnik3,8.54
czujnik1,39.20, czujnik2,12.40, czujnik3,9.00
czujnik1,39.29, czujnik2,12.96, czujnik3,8.69
czujnik1,41.70, czujnik2,11.53, czujnik3,8.69
czujnik1,39.76, czujnik2,12.40, czujnik3,9.05
czujnik1,45.05, czujnik2,11.99, czujnik3,9.05
czujnik1,38.89, czujnik2,11.63, czujnik3,8.69
czujnik1,45.00, czujnik2,11.53, czujnik3,8.69
czujnik1,40.90, czujnik2,11.96, czujnik3,8.52
czujnik1,40.87, czujnik2,12.41, czujnik3,8.59
czujnik1,42.06, czujnik2,11.63, czujnik3,8.69
czujnik1,41.34, czujnik2,11.94, czujnik3,9.13
czujnik1,40.60, czujnik2,11.50, czujnik3,9.00
czujnik1,41.31, czujnik2,12.06, czujnik3,8.59
czujnik1,39.25, czujnik2,12.40, czujnik3,8.69
czujnik1,39.78, czujnik2,12.82, czujnik3,8.59
czujnik1,39.73, czujnik2,11.96, czujnik3,9.05
czujnik1,38.69, czujnik2,12.11, czujnik3,8.69
czujnik1,40.49, czujnik2,11.55, czujnik3,8.62
czujnik1,40.09, czujnik2,12.86, czujnik3,9.05
czujnik1,39.68, czujnik2,12.41, czujnik3,8.54
czujnik1,41.65, czujnik2,11.63, czujnik3,8.69
czujnik1,38.79, czujnik2,13.27, czujnik3,8.69
czujnik1,39.61, czujnik2,11.94, czujnik3,8.59
czujnik1,38.79, czujnik2,11.53, czujnik3,8.59
czujnik1,39.12, czujnik2,12.50, czujnik3,9.10
czujnik1,39.27, czujnik2,12.86, czujnik3,8.69
czujnik1,42.60, czujnik2,11.99, czujnik3,8.54
czujnik1,39.66, czujnik2,11.63, czujnik3,8.59
czujnik1,39.56, czujnik2,12.06, czujnik3,8.64
czujnik1,39.83, czujnik2,11.55, czujnik3,8.59
czujnik1,45.54, czujnik2,11.53, czujnik3,8.57
czujnik1,40.43, czujnik2,11.65, czujnik3,8.69
czujnik1,39.51, czujnik2,11.96, czujnik3,9.13
czujnik1,39.61, czujnik2,12.87, czujnik3,8.59
czujnik1,39.69, czujnik2,11.12, czujnik3,9.00
czujnik1,42.18, czujnik2,12.96, czujnik3,9.15
czujnik1,42.09, czujnik2,12.41, czujnik3,9.10
czujnik1,39.64, czujnik2,11.55, czujnik3,8.59
czujnik1,39.66, czujnik2,12.81, czujnik3,9.03
czujnik1,39.71, czujnik2,12.06, czujnik3,8.67
czujnik1,40.07, czujnik2,11.09, czujnik3,8.69
czujnik1,40.02, czujnik2,11.55, czujnik3,8.52
czujnik1,45.51, czujnik2,12.40, czujnik3,8.57
czujnik1,39.56, czujnik2,12.06, czujnik3,8.69
czujnik1,40.09, czujnik2,11.55, czujnik3,9.18
czujnik1,39.25, czujnik2,11.99, czujnik3,8.57
czujnik1,39.25, czujnik2,12.50, czujnik3,8.67
czujnik1,38.37, czujnik2,12.40, czujnik3,9.15
czujnik1,40.14, czujnik2,11.50, czujnik3,8.54
czujnik1,40.65, czujnik2,11.99, czujnik3,9.03
czujnik1,40.12, czujnik2,12.06, czujnik3,8.69
czujnik1,39.81, czujnik2,12.41, czujnik3,8.69
czujnik1,39.76, czujnik2,12.41, czujnik3,9.03
czujnik1,46.41, czujnik2,11.55, czujnik3,8.54
czujnik1,39.08, czujnik2,11.63, czujnik3,8.69
czujnik1,38.78, czujnik2,12.41, czujnik3,8.69
czujnik1,39.61, czujnik2,11.96, czujnik3,8.98
czujnik1,40.10, czujnik2,11.99, czujnik3,8.59
czujnik1,40.82, czujnik2,12.52, czujnik3,8.69
czujnik1,39.61, czujnik2,12.01, czujnik3,9.13
czujnik1,41.82, czujnik2,11.94, czujnik3,8.54
czujnik1,40.87, czujnik2,12.09, czujnik3,9.05
czujnik1,39.56, czujnik2,12.86, czujnik3,9.15
czujnik1,41.80, czujnik2,11.99, czujnik3,8.57
czujnik1,40.10, czujnik2,12.40, czujnik3,9.00
czujnik1,38.69, czujnik2,12.52, czujnik3,9.10
czujnik1,46.72, czujnik2,11.96, czujnik3,8.69
czujnik1,39.64, czujnik2,11.53, czujnik3,9.05
czujnik1,39.18, czujnik2,11.53, czujnik3,9.00
czujnik1,40.48, czujnik2,12.50, czujnik3,8.69
czujnik1,41.41, czujnik2,11.53, czujnik3,9.10
czujnik1,42.57, czujnik2,11.55, czujnik3,8.59
czujnik1,40.94, czujnik2,13.28, czujnik3,8.52
czujnik1,40.12, czujnik2,11.63, czujnik3,8.69
czujnik1,38.32, czujnik2,11.94, czujnik3,9.15
czujnik1,38.81, czujnik2,11.99, czujnik3,8.54
czujnik1,41.87, czujnik2,12.09, czujnik3,8.59
czujnik1,40.48, czujnik2,12.84, czujnik3,9.10
czujnik1,40.48, czujnik2,12.41, czujnik3,8.59
czujnik1,39.66, czujnik2,12.86, czujnik3,8.59
czujnik1,39.13, czujnik2,12.09, czujnik3,9.10
czujnik1,39.76, czujnik2,11.96, czujnik3,8.64
czujnik1,39.25, czujnik2,12.40, czujnik3,8.59
czujnik1,42.16, czujnik2,11.53, czujnik3,9.00
czujnik1,38.89, czujnik2,12.93, czujnik3,8.69
czujnik1,40.85, czujnik2,12.40, czujnik3,9.13
czujnik1,41.39, czujnik2,11.94, czujnik3,8.54
czujnik1,39.25, czujnik2,11.53, czujnik3,8.59
czujnik1,39.13, czujnik2,11.63, czujnik3,9.15
czujnik1,39.71, czujnik2,12.45, czujnik3,8.67
czujnik1,39.35, czujnik2,12.86, czujnik3,8.59
czujnik1,40.90, czujnik2,12.09, czujnik3,8.59
czujnik1,40.54, czujnik2,12.09, czujnik3,8.69
czujnik1,40.54, czujnik2,12.86, czujnik3,8.64
czujnik1,41.05, czujnik2,11.53, czujnik3,8.59
czujnik1,39.59, czujnik2,12.09, czujnik3,9.13
czujnik1,43.83, czujnik2,11.94, czujnik3,8.67
czujnik1,43.04, czujnik2,11.55, czujnik3,8.59
czujnik1,40.09, czujnik2,11.53, czujnik3,8.54
czujnik1,39.64, czujnik2,12.06, czujnik3,9.15
czujnik1,38.95, czujnik2,11.99, czujnik3,8.69
czujnik1,39.25, czujnik2,12.01, czujnik3,8.59
czujnik1,38.95, czujnik2,12.01, czujnik3,8.54
czujnik1,39.30, czujnik2,11.63, czujnik3,8.64
czujnik1,38.79, czujnik2,12.01, czujnik3,8.69
czujnik1,41.72, czujnik2,11.94, czujnik3,9.03
czujnik1,42.21, czujnik2,11.65, czujnik3,8.59
czujnik1,44.22, czujnik2,11.60, czujnik3,8.69
czujnik1,41.05, czujnik2,12.86, czujnik3,9.15
czujnik1,40.51, czujnik2,12.40, czujnik3,8.59
czujnik1,39.68, czujnik2,11.65, czujnik3,8.69
czujnik1,38.84, czujnik2,11.99, czujnik3,8.69
czujnik1,38.98, czujnik2,12.41, czujnik3,8.59
czujnik1,38.78, czujnik2,11.55, czujnik3,9.05
czujnik1,41.24, czujnik2,12.06, czujnik3,8.67
czujnik1,39.40, czujnik2,11.55, czujnik3,9.18
czujnik1,40.90, czujnik2,13.27, czujnik3,8.59
czujnik1,40.14, czujnik2,12.40, czujnik3,8.57
czujnik1,39.10, czujnik2,12.50, czujnik3,8.64
czujnik1,39.68, czujnik2,11.53, czujnik3,8.67
czujnik1,43.84, czujnik2,11.99, czujnik3,8.59
czujnik1,41.36, czujnik2,11.58, czujnik3,8.59
czujnik1,38.28, czujnik2,12.50, czujnik3,8.64
czujnik1,40.03, czujnik2,11.07, czujnik3,8.67
czujnik1,39.71, czujnik2,11.99, czujnik3,8.59
czujnik1,45.44, czujnik2,12.11, czujnik3,8.62
czujnik1,39.51, czujnik2,11.94, czujnik3,8.69
czujnik1,40.88, czujnik2,11.99, czujnik3,8.52
czujnik1,38.81, czujnik2,11.53, czujnik3,8.54
czujnik1,40.02, czujnik2,11.17, czujnik3,9.15
czujnik1,44.22, czujnik2,11.55, czujnik3,8.69
czujnik1,40.60, czujnik2,12.82, czujnik3,8.52
czujnik1,38.78, czujnik2,12.41, czujnik3,9.03
czujnik1,39.10, czujnik2,12.09, czujnik3,9.15
czujnik1,39.23, czujnik2,12.86, czujnik3,8.64
czujnik1,39.66, czujnik2,11.53, czujnik3,9.03
czujnik1,38.98, czujnik2,12.82, czujnik3,9.03
czujnik1,39.27, czujnik2,12.55, czujnik3,8.64
czujnik1,39.74, czujnik2,11.99, czujnik3,8.69
czujnik1,44.32, czujnik2,11.99, czujnik3,8.59
czujnik1,39.63, czujnik2,11.65, czujnik3,8.54
czujnik1,41.26, czujnik2,12.01, czujnik3,8.69
czujnik1,40.53, czujnik2,11.55, czujnik3,8.59
czujnik1,38.38, czujnik2,12.40, czujnik3,8.57
czujnik1,38.67, czujnik2,12.98, czujnik3,8.62
czujnik1,39.66, czujnik2,12.40, czujnik3,9.10
czujnik1,39.66, czujnik2,11.96, czujnik3,8.54
czujnik1,43.83, czujnik2,12.40, czujnik3,8.59
czujnik1,43.81, czujnik2,11.63, czujnik3,8.69
czujnik1,38.79, czujnik2,11.94, czujnik3,8.69
czujnik1,40.53, czujnik2,11.94, czujnik3,8.59
czujnik1,41.82, czujnik2,11.96, czujnik3,9.00
czujnik1,39.61, czujnik2,12.98, czujnik3,8.69
czujnik1,40.53, czujnik2,12.01, czujnik3,9.15
czujnik1,41.39, czujnik2,11.53, czujnik3,8.59
czujnik1,38.33, czujnik2,12.11, czujnik3,8.57
czujnik1,39.97, czujnik2,12.11, czujnik3,9.15
czujnik1,39.76, czujnik2,11.99, czujnik3,8.62
czujnik1,40.07, czujnik2,11.53, czujnik3,9.05
czujnik1,38.88, czujnik2,11.63, czujnik3,9.10
czujnik1,40.54, czujnik2,11.94, czujnik3,8.69
czujnik1,39.40, czujnik2,12.40, czujnik3,8.54
czujnik1,40.95, czujnik2,12.40, czujnik3,8.59
czujnik1,41.67, czujnik2,11.17, czujnik3,9.15
czujnik1,41.70, czujnik2,12.40, czujnik3,8.69
czujnik1,40.99, czujnik2,11.96, czujnik3,9.00
czujnik1,44.27, czujnik2,12.86, czujnik3,8.54
czujnik1,38.69, czujnik2,12.50, czujnik3,9.10
czujnik1,38.78, czujnik2,11.53, czujnik3,8.69
czujnik1,39.23, czujnik2,11.07, czujnik3,8.54
czujnik1,38.37, czujnik2,11.63, czujnik3,8.57
czujnik1,44.20, czujnik2,12.98, czujnik3,8.69
czujnik1,42.94, czujnik2,12.86, czujnik3,8.69
czujnik1,40.58, czujnik2,11.53, czujnik3,9.05
czujnik1,40.87, czujnik2,12.09, czujnik3,8.69
czujnik1,40.46, czujnik2,11.99, czujnik3,8.64
czujnik1,38.78, czujnik2,11.53, czujnik3,8.59
czujnik1,39.18, czujnik2,12.40, czujnik3,9.03
czujnik1,43.76, czujnik2,12.04, czujnik3,8.64
czujnik1,39.25, czujnik2,11.55, czujnik3,9.10
czujnik1,44.73, czujnik2,12.41, czujnik3,8.59
czujnik1,40.12, czujnik2,12.86, czujnik3,8.54
czujnik1,44.63, czujnik2,11.65, czujnik3,8.69
czujnik1,43.30, czujnik2,12.87, czujnik3,8.69
czujnik1,40.48, czujnik2,11.55, czujnik3,9.05
czujnik1,38.79, czujnik2,11.99, czujnik3,8.59
czujnik1,38.74, czujnik2,12.52, czujnik3,9.15
czujnik1,38.79, czujnik2,11.96, czujnik3,8.69
czujnik1,45.09, czujnik2,11.53, czujnik3,8.59
czujnik1,45.12, czujnik2,12.50, czujnik3,8.61
czujnik1,43.81, czujnik2,11.99, czujnik3,8.69
czujnik1,40.12, czujnik2,11.99, czujnik3,8.59
czujnik1,40.49, czujnik2,11.48, czujnik3,9.03
czujnik1,38.28, czujnik2,12.06, czujnik3,9.10
czujnik1,38.79, czujnik2,12.41, czujnik3,9.15
czujnik1,40.58, czujnik2,11.94, czujnik3,9.05
czujnik1,40.09, czujnik2,12.45, czujnik3,9.05
czujnik1,39.10, czujnik2,11.63, czujnik3,8.69
czujnik1,38.38, czujnik2,12.40, czujnik3,8.67
czujnik1,43.45, czujnik2,11.53, czujnik3,8.54
czujnik1,40.20, czujnik2,11.62, czujnik3,8.59
czujnik1,40.83, czujnik2,12.52, czujnik3,8.69
czujnik1,39.66, czujnik2,11.96, czujnik3,9.10
czujnik1,47.98, czujnik2,12.41, czujnik3,8.57
czujnik1,40.12, czujnik2,11.65, czujnik3,9.05
czujnik1,38.69, czujnik2,11.55, czujnik3,8.69
czujnik1,46.31, czujnik2,11.53, czujnik3,8.98
czujnik1,40.99, czujnik2,11.94, czujnik3,8.59
czujnik1,39.08, czujnik2,11.63, czujnik3,8.64
czujnik1,47.09, czujnik2,12.40, czujnik3,9.15
czujnik1,39.25, czujnik2,12.41, czujnik3,9.00
czujnik1,38.81, czujnik2,12.40, czujnik3,8.54
czujnik1,38.25, czujnik2,12.09, czujnik3,9.15
czujnik1,42.96, czujnik2,12.40, czujnik3,8.67
czujnik1,41.00, czujnik2,11.99, czujnik3,8.59
czujnik1,39.76, czujnik2,12.86, czujnik3,9.05
czujnik1,40.49, czujnik2,12.11, czujnik3,9.10
czujnik1,46.73, czujnik2,13.27, czujnik3,8.67
czujnik1,38.81, czujnik2,12.45, czujnik3,9.03
czujnik1,40.48, czujnik2,12.11, czujnik3,9.00
czujnik1,43.78, czujnik2,12.04, czujnik3,9.10
czujnik1,40.49, czujnik2,11.96, czujnik3,9.05
czujnik1,38.33, czujnik2,11.94, czujnik3,8.59
czujnik1,39.98, czujnik2,12.06, czujnik3,8.69
czujnik1,43.37, czujnik2,12.01, czujnik3,8.69
czujnik1,42.62, czujnik2,11.53, czujnik3,8.57
czujnik1,39.66, czujnik2,11.53, czujnik3,9.00
czujnik1,39.13, czujnik2,13.38, czujnik3,8.69
czujnik1,41.29, czujnik2,12.01, czujnik3,8.69
czujnik1,39.25, czujnik2,11.96, czujnik3,8.59
czujnik1,38.57, czujnik2,11.99, czujnik3,8.59
czujnik1,39.15, czujnik2,11.65, czujnik3,8.69
czujnik1,40.20, czujnik2,12.86, czujnik3,8.67
czujnik1,43.89, czujnik2,11.09, czujnik3,8.59
czujnik1,43.89, czujnik2,11.65, czujnik3,9.00
czujnik1,40.10, czujnik2,12.55, czujnik3,9.10
czujnik1,40.12, czujnik2,12.40, czujnik3,8.69
czujnik1,41.34, czujnik2,12.41, czujnik3,8.57
czujnik1,43.76, czujnik2,11.60, czujnik3,8.98
czujnik1,38.81, czujnik2,12.82, czujnik3,8.69
czujnik1,42.62, czujnik2,12.40, czujnik3,8.54
czujnik1,39.76, czujnik2,11.55, czujnik3,8.57
czujnik1,40.02, czujnik2,11.19, czujnik3,9.10
czujnik1,38.79, czujnik2,12.01, czujnik3,8.64
czujnik1,40.17, czujnik2,12.01, czujnik3,9.05
czujnik1,39.64, czujnik2,11.55, czujnik3,9.05
czujnik1,40.43, czujnik2,12.09, czujnik3,9.15
czujnik1,43.38, czujnik2,11.94, czujnik3,8.67
czujnik1,38.84, czujnik2,12.87, czujnik3,9.00
czujnik1,38.95, czujnik2,12.01, czujnik3,8.59
czujnik1,42.52, czujnik2,12.11, czujnik3,8.69
czujnik1,42.94, czujnik2,12.82, czujnik3,8.67
czujnik1,39.15, czujnik2,11.55, czujnik3,8.57
czujnik1,41.70, czujnik2,12.11, czujnik3,9.05
czujnik1,39.10, czujnik2,12.40, czujnik3,8.69
czujnik1,39.80, czujnik2,13.27, czujnik3,8.57
czujnik1,39.18, czujnik2,11.55, czujnik3,8.59
czujnik1,45.07, czujnik2,12.52, czujnik3,9.13
czujnik1,39.78, czujnik2,11.55, czujnik3,8.67
czujnik1,45.48, czujnik2,11.55, czujnik3,8.57
czujnik1,38.32, czujnik2,12.40, czujnik3,8.98
czujnik1,45.00, czujnik2,11.65, czujnik3,9.15
czujnik1,39.25, czujnik2,11.96, czujnik3,8.69
czujnik1,42.57, czujnik2,11.53, czujnik3,8.59
czujnik1,39.25, czujnik2,12.41, czujnik3,9.03
czujnik1,39.57, czujnik2,12.06, czujnik3,8.69
czujnik1,39.25, czujnik2,12.40, czujnik3,8.69
czujnik1,39.35, czujnik2,11.50, czujnik3,8.59
czujnik1,45.12, czujnik2,12.52, czujnik3,8.57
czujnik1,40.94, czujnik2,11.14, czujnik3,9.10
czujnik1,40.88, czujnik2,12.41, czujnik3,8.54
czujnik1,38.38, czujnik2,12.41, czujnik3,8.59
czujnik1,38.28, czujnik2,12.06, czujnik3,8.69
czujnik1,39.97, czujnik2,12.41, czujnik3,8.69
czujnik1,43.84, czujnik2,11.99, czujnik3,8.59
czujnik1,40.10, czujnik2,12.41, czujnik3,8.57
czujnik1,40.43, czujnik2,11.65, czujnik3,8.64
czujnik1,39.81, czujnik2,11.96, czujnik3,8.69
czujnik1,40.92, czujnik2,11.12, czujnik3,9.00
czujnik1,39.69, czujnik2,11.53, czujnik3,9.03
czujnik1,39.97, czujnik2,12.09, czujnik3,9.13
czujnik1,40.94, czujnik2,11.53, czujnik3,8.69
czujnik1,39.25, czujnik2,12.01, czujnik3,8.57
czujnik1,40.63, czujnik2,12.09, czujnik3,8.57
czujnik1,39.51, czujnik2,11.70, czujnik3,8.67
czujnik1,41.48, czujnik2,11.94, czujnik3,9.05
czujnik1,39.22, czujnik2,11.12, czujnik3,8.59
czujnik1,39.66, czujnik2,11.65, czujnik3,8.69
czujnik1,40.83, czujnik2,11.99, czujnik3,8.69
czujnik1,43.40, czujnik2,11.55, czujnik3,8.59
czujnik1,40.53, czujnik2,12.86, czujnik3,9.05
czujnik1,39.98, czujnik2,12.11, czujnik3,8.64
czujnik1,39.71, czujnik2,11.53, czujnik3,8.69
czujnik1,39.66, czujnik2,12.41, czujnik3,8.59
czujnik1,43.81, czujnik2,12.01, czujnik3,9.03
czujnik1,40.88, czujnik2,11.65, czujnik3,8.69
czujnik1,39.76, czujnik2,11.96, czujnik3,8.69
czujnik1,39.39, czujnik2,11.94, czujnik3,9.00
czujnik1,39.25, czujnik2,12.40, czujnik3,8.59
czujnik1,39.61, czujnik2,11.63, czujnik3,9.15
czujnik1,39.68, czujnik2,12.40, czujnik3,9.10
czujnik1,40.17, czujnik2,12.86, czujnik3,9.00
czujnik1,39.93, czujnik2,13.37, czujnik3,8.69
czujnik1,39.97, czujnik2,11.53, czujnik3,9.10
czujnik1,39.69, czujnik2,12.40, czujnik3,8.59
czujnik1,43.49, czujnik2,11.99, czujnik3,9.00
czujnik1,40.53, czujnik2,11.63, czujnik3,8.69
czujnik1,39.42, czujnik2,12.40, czujnik3,8.64
