uczujnik1,38.59, czujnik2,8.88, czujnik3,10.27
czujnik1,46.67, czujnik2,9.15, czujnik3,10.78
czujnik1,41.72, czujnik2,9.18, czujnik3,10.27
czujnik1,20.36, czujnik2,8.88, czujnik3,10.27
czujnik1,22.48, czujnik2,9.29, czujnik3,11.19
czujnik1,38.59, czujnik2,9.18, czujnik3,9.91
czujnik1,38.16, czujnik2,9.18, czujnik3,10.27
czujnik1,39.91, czujnik2,9.29, czujnik3,10.27
czujnik1,47.13, czujnik2,9.18, czujnik3,10.83
czujnik1,13.89, czujnik2,9.18, czujnik3,9.81
czujnik1,42.53, czujnik2,9.29, czujnik3,10.27
czujnik1,18.64, czujnik2,9.30, czujnik3,10.68
czujnik1,42.89, czujnik2,8.72, czujnik3,10.32
czujnik1,23.81, czujnik2,9.20, czujnik3,10.27
czujnik1,48.06, czujnik2,9.30, czujnik3,10.20
czujnik1,38.08, czujnik2,8.88, czujnik3,10.32
czujnik1,23.83, czujnik2,9.18, czujnik3,10.37
czujnik1,40.02, czujnik2,8.72, czujnik3,10.68
czujnik1,23.81, czujnik2,8.83, czujnik3,11.14
czujnik1,24.17, czujnik2,9.30, czujnik3,10.36
czujnik1,40.43, czujnik2,9.18, czujnik3,10.27
czujnik1,14.90, czujnik2,9.18, czujnik3,10.27
czujnik1,24.12, czujnik2,9.25, czujnik3,10.27
czujnik1,22.47, czujnik2,9.18, czujnik3,10.37
czujnik1,38.98, czujnik2,9.13, czujnik3,10.22
czujnik1,14.90, czujnik2,8.88, czujnik3,11.09
czujnik1,47.14, czujnik2,9.23, czujnik3,10.34
czujnik1,44.57, czujnik2,8.74, czujnik3,10.78
czujnik1,42.53, czujnik2,9.18, czujnik3,10.22
czujnik1,42.16, czujnik2,9.23, czujnik3,10.20
czujnik1,45.87, czujnik2,9.23, czujnik3,10.32
czujnik1,39.86, czujnik2,9.18, czujnik3,10.37
czujnik1,22.98, czujnik2,9.13, czujnik3,10.22
czujnik1,46.43, czujnik2,8.88, czujnik3,10.20
czujnik1,24.52, czujnik2,9.23, czujnik3,10.31
czujnik1,43.71, czujnik2,9.13, czujnik3,10.37
czujnik1,40.44, czujnik2,9.13, czujnik3,10.63
czujnik1,16.65, czujnik2,9.23, czujnik3,10.68
czujnik1,46.29, czujnik2,8.72, czujnik3,10.32
czujnik1,39.56, czujnik2,9.18, czujnik3,10.73
czujnik1,38.18, czujnik2,9.25, czujnik3,10.26
czujnik1,47.55, czujnik2,9.29, czujnik3,11.07
czujnik1,40.34, czujnik2,9.18, czujnik3,10.77
czujnik1,22.99, czujnik2,9.13, czujnik3,10.22
czujnik1,45.10, czujnik2,8.84, czujnik3,10.26
czujnik1,44.59, czujnik2,8.83, czujnik3,10.37
czujnik1,46.28, czujnik2,9.18, czujnik3,10.78
czujnik1,16.12, czujnik2,9.13, czujnik3,10.63
czujnik1,41.28, czujnik2,8.84, czujnik3,9.81
czujnik1,45.43, czujnik2,9.29, czujnik3,11.19
czujnik1,23.81, czujnik2,9.13, czujnik3,10.78
czujnik1,44.27, czujnik2,8.78, czujnik3,10.27
czujnik1,41.70, czujnik2,9.29, czujnik3,10.22
czujnik1,46.68, czujnik2,9.15, czujnik3,10.37
czujnik1,44.57, czujnik2,9.13, czujnik3,9.80
czujnik1,18.67, czujnik2,9.29, czujnik3,11.09
czujnik1,38.06, czujnik2,8.84, czujnik3,10.27
czujnik1,38.59, czujnik2,8.72, czujnik3,10.78
czujnik1,40.02, czujnik2,9.13, czujnik3,10.68
czujnik1,40.41, czujnik2,9.30, czujnik3,10.22
czujnik1,43.32, czujnik2,9.25, czujnik3,10.32
czujnik1,23.79, czujnik2,9.13, czujnik3,11.24
czujnik1,17.40, czujnik2,9.20, czujnik3,10.27
czujnik1,17.40, czujnik2,9.29, czujnik3,10.27
czujnik1,42.48, czujnik2,9.29, czujnik3,10.78
czujnik1,39.56, czujnik2,8.74, czujnik3,10.32
czujnik1,44.68, czujnik2,9.18, czujnik3,10.27
czujnik1,19.06, czujnik2,9.29, czujnik3,10.27
czujnik1,41.16, czujnik2,9.18, czujnik3,10.75
czujnik1,40.43, czujnik2,9.18, czujnik3,10.22
czujnik1,39.00, czujnik2,9.29, czujnik3,10.27
czujnik1,39.35, czujnik2,9.29, czujnik3,10.22
czujnik1,39.00, czujnik2,9.13, czujnik3,11.19
czujnik1,43.83, czujnik2,9.18, czujnik3,10.22
czujnik1,14.68, czujnik2,9.30, czujnik3,10.27
czujnik1,16.58, czujnik2,9.23, czujnik3,10.78
czujnik1,40.39, czujnik2,9.20, czujnik3,10.78
czujnik1,15.29, czujnik2,9.18, czujnik3,10.27
czujnik1,38.20, czujnik2,9.23, czujnik3,11.55
czujnik1,38.89, czujnik2,8.88, czujnik3,11.19
czujnik1,40.43, czujnik2,9.18, czujnik3,10.78
czujnik1,16.99, czujnik2,9.13, czujnik3,10.26
czujnik1,39.57, czujnik2,9.29, czujnik3,10.26
czujnik1,45.44, czujnik2,8.78, czujnik3,10.32
czujnik1,38.57, czujnik2,9.18, czujnik3,10.68
czujnik1,38.61, czujnik2,9.13, czujnik3,9.81
czujnik1,44.59, czujnik2,8.88, czujnik3,11.07
czujnik1,23.69, czujnik2,8.78, czujnik3,10.32
czujnik1,44.25, czujnik2,9.15, czujnik3,10.22
czujnik1,48.49, czujnik2,9.29, czujnik3,10.27
czujnik1,42.02, czujnik2,9.25, czujnik3,10.32
czujnik1,23.40, czujnik2,8.74, czujnik3,10.78
czujnik1,38.16, czujnik2,9.20, czujnik3,10.22
czujnik1,39.57, czujnik2,9.29, czujnik3,10.27
czujnik1,44.17, czujnik2,8.88, czujnik3,10.27
czujnik1,13.08, czujnik2,8.78, czujnik3,10.32
czujnik1,43.42, czujnik2,8.78, czujnik3,10.22
czujnik1,22.98, czujnik2,9.29, czujnik3,11.09
czujnik1,46.68, czujnik2,9.20, czujnik3,10.32
czujnik1,39.57, czujnik2,9.13, czujnik3,10.22
czujnik1,40.85, czujnik2,9.18, czujnik3,10.63
czujnik1,42.89, czujnik2,9.29, czujnik3,10.68
czujnik1,44.56, czujnik2,9.18, czujnik3,10.78
czujnik1,18.64, czujnik2,9.13, czujnik3,10.63
czujnik1,38.61, czujnik2,9.25, czujnik3,9.81
czujnik1,45.02, czujnik2,9.23, czujnik3,10.78
czujnik1,39.01, czujnik2,9.13, czujnik3,10.32
czujnik1,38.59, czujnik2,9.20, czujnik3,10.22
czujnik1,40.43, czujnik2,8.84, czujnik3,11.55
czujnik1,19.52, czujnik2,9.29, czujnik3,10.37
czujnik1,43.72, czujnik2,9.18, czujnik3,10.37
czujnik1,45.97, czujnik2,8.78, czujnik3,10.68
czujnik1,45.56, czujnik2,9.23, czujnik3,10.22
czujnik1,13.44, czujnik2,9.18, czujnik3,9.91
czujnik1,47.07, czujnik2,9.18, czujnik3,10.71
czujnik1,23.40, czujnik2,9.29, czujnik3,10.27
czujnik1,22.86, czujnik2,9.29, czujnik3,10.22
czujnik1,23.72, czujnik2,9.59, czujnik3,10.37
czujnik1,45.43, czujnik2,9.18, czujnik3,10.27
czujnik1,38.59, czujnik2,9.30, czujnik3,10.68
czujnik1,47.11, czujnik2,9.29, czujnik3,10.37
czujnik1,23.40, czujnik2,8.72, czujnik3,10.78
czujnik1,46.29, czujnik2,9.13, czujnik3,10.27
czujnik1,22.59, czujnik2,9.29, czujnik3,10.26
czujnik1,42.07, czujnik2,8.88, czujnik3,10.78
czujnik1,47.13, czujnik2,8.72, czujnik3,10.36
czujnik1,14.90, czujnik2,9.18, czujnik3,10.20
czujnik1,19.51, czujnik2,8.88, czujnik3,10.20
czujnik1,16.99, czujnik2,9.20, czujnik3,10.37
czujnik1,40.02, czujnik2,9.18, czujnik3,10.68
czujnik1,38.20, czujnik2,9.18, czujnik3,10.22
czujnik1,16.12, czujnik2,9.25, czujnik3,10.27
czujnik1,14.47, czujnik2,9.18, czujnik3,10.78
czujnik1,14.47, czujnik2,8.78, czujnik3,10.63
czujnik1,46.00, czujnik2,8.88, czujnik3,10.22
czujnik1,39.74, czujnik2,9.23, czujnik3,10.32
czujnik1,13.76, czujnik2,8.78, czujnik3,10.78
czujnik1,22.60, czujnik2,9.18, czujnik3,10.22
czujnik1,41.72, czujnik2,9.30, czujnik3,10.26
czujnik1,44.57, czujnik2,9.29, czujnik3,10.78
czujnik1,14.90, czujnik2,8.78, czujnik3,10.32
czujnik1,38.16, czujnik2,9.18, czujnik3,10.27
czujnik1,14.32, czujnik2,9.23, czujnik3,11.14
czujnik1,23.30, czujnik2,9.23, czujnik3,10.32
czujnik1,43.30, czujnik2,8.78, czujnik3,10.68
czujnik1,14.15, czujnik2,8.88, czujnik3,10.27
czujnik1,45.41, czujnik2,9.25, czujnik3,10.20
czujnik1,14.47, czujnik2,9.18, czujnik3,10.73
czujnik1,14.47, czujnik2,9.18, czujnik3,10.27
czujnik1,39.01, czujnik2,8.88, czujnik3,10.22
czujnik1,45.90, czujnik2,9.29, czujnik3,10.68
czujnik1,43.78, czujnik2,9.18, czujnik3,10.32
czujnik1,46.70, czujnik2,9.18, czujnik3,10.26
czujnik1,15.71, czujnik2,9.23, czujnik3,10.22
czujnik1,42.87, czujnik2,9.29, czujnik3,9.91
czujnik1,42.43, czujnik2,9.18, czujnik3,10.37
czujnik1,45.56, czujnik2,9.18, czujnik3,10.22
czujnik1,44.23, czujnik2,9.29, czujnik3,10.63
czujnik1,45.00, czujnik2,9.25, czujnik3,11.65
czujnik1,41.73, czujnik2,9.18, czujnik3,10.68
czujnik1,42.55, czujnik2,9.18, czujnik3,10.27
czujnik1,43.76, czujnik2,9.29, czujnik3,10.68
czujnik1,23.32, czujnik2,8.78, czujnik3,10.36
czujnik1,47.14, czujnik2,9.18, czujnik3,10.68
czujnik1,42.99, czujnik2,9.25, czujnik3,11.09
czujnik1,23.30, czujnik2,9.29, czujnik3,10.63
czujnik1,38.18, czujnik2,9.18, czujnik3,10.73
czujnik1,19.91, czujnik2,9.20, czujnik3,10.22
czujnik1,38.61, czujnik2,9.25, czujnik3,10.68
czujnik1,22.84, czujnik2,9.29, czujnik3,10.31
czujnik1,22.57, czujnik2,9.15, czujnik3,10.32
czujnik1,39.15, czujnik2,9.59, czujnik3,10.22
czujnik1,43.42, czujnik2,9.29, czujnik3,11.55
czujnik1,42.43, czujnik2,9.29, czujnik3,10.32
czujnik1,47.14, czujnik2,9.18, czujnik3,11.11
czujnik1,44.29, czujnik2,9.18, czujnik3,10.68
czujnik1,15.31, czujnik2,9.30, czujnik3,10.22
czujnik1,16.12, czujnik2,9.20, czujnik3,10.32
czujnik1,49.22, czujnik2,9.13, czujnik3,10.68
czujnik1,42.59, czujnik2,9.30, czujnik3,10.20
czujnik1,45.44, czujnik2,8.88, czujnik3,10.32
czujnik1,48.37, czujnik2,9.18, czujnik3,10.73
czujnik1,43.01, czujnik2,9.20, czujnik3,10.22
czujnik1,22.99, czujnik2,9.29, czujnik3,10.66
czujnik1,46.28, czujnik2,8.88, czujnik3,10.78
czujnik1,40.83, czujnik2,9.13, czujnik3,10.78
czujnik1,39.97, czujnik2,8.78, czujnik3,10.27
czujnik1,13.18, czujnik2,8.88, czujnik3,10.63
czujnik1,39.91, czujnik2,8.88, czujnik3,10.78
czujnik1,42.48, czujnik2,9.18, czujnik3,10.80
czujnik1,40.02, czujnik2,8.72, czujnik3,10.27
czujnik1,45.48, czujnik2,9.30, czujnik3,11.09
czujnik1,13.89, czujnik2,9.13, czujnik3,10.37
czujnik1,20.37, czujnik2,9.13, czujnik3,11.09
czujnik1,46.39, czujnik2,9.29, czujnik3,10.22
czujnik1,42.04, czujnik2,8.84, czujnik3,10.27
czujnik1,46.29, czujnik2,8.78, czujnik3,10.31
czujnik1,24.22, czujnik2,9.18, czujnik3,10.27
czujnik1,47.65, czujnik2,9.29, czujnik3,10.22
czujnik1,25.36, czujnik2,8.88, czujnik3,10.78
czujnik1,45.05, czujnik2,9.13, czujnik3,10.32
czujnik1,22.99, czujnik2,9.20, czujnik3,11.09
czujnik1,38.18, czujnik2,9.29, czujnik3,10.68
czujnik1,40.34, czujnik2,8.88, czujnik3,11.24
czujnik1,40.03, czujnik2,9.18, czujnik3,10.37
czujnik1,44.29, czujnik2,9.13, czujnik3,9.81
czujnik1,41.67, czujnik2,9.30, czujnik3,10.68
czujnik1,45.87, czujnik2,8.78, czujnik3,10.37
czujnik1,41.26, czujnik2,9.18, czujnik3,10.22
czujnik1,43.86, czujnik2,9.23, czujnik3,10.63
czujnik1,40.75, czujnik2,9.23, czujnik3,10.27
czujnik1,42.86, czujnik2,9.18, czujnik3,10.37
czujnik1,22.99, czujnik2,9.18, czujnik3,11.50
czujnik1,18.64, czujnik2,9.23, czujnik3,10.27
czujnik1,41.60, czujnik2,9.29, czujnik3,10.32
czujnik1,38.59, czujnik2,9.18, czujnik3,10.32
czujnik1,13.08, czujnik2,9.18, czujnik3,10.22
czujnik1,38.18, czujnik2,9.29, czujnik3,10.63
czujnik1,41.62, czujnik2,9.23, czujnik3,10.37
czujnik1,23.81, czujnik2,9.20, czujnik3,10.78
czujnik1,22.99, czujnik2,9.20, czujnik3,10.68
czujnik1,40.44, czujnik2,9.29, czujnik3,10.26
czujnik1,15.71, czujnik2,9.18, czujnik3,10.78
czujnik1,15.70, czujnik2,8.72, czujnik3,10.68
czujnik1,40.44, czujnik2,9.20, czujnik3,10.20
czujnik1,44.17, czujnik2,9.29, czujnik3,10.68
czujnik1,40.75, czujnik2,9.59, czujnik3,10.78
czujnik1,44.61, czujnik2,9.59, czujnik3,10.22
czujnik1,23.40, czujnik2,9.23, czujnik3,10.27
czujnik1,22.89, czujnik2,8.88, czujnik3,9.91
czujnik1,19.10, czujnik2,9.18, czujnik3,10.36
czujnik1,14.90, czujnik2,9.13, czujnik3,10.27
czujnik1,43.42, czujnik2,9.25, czujnik3,10.20
czujnik1,16.58, czujnik2,9.29, czujnik3,10.32
czujnik1,40.44, czujnik2,8.74, czujnik3,10.83
czujnik1,22.57, czujnik2,9.15, czujnik3,10.27
czujnik1,40.00, czujnik2,8.88, czujnik3,11.09
czujnik1,38.61, czujnik2,9.20, czujnik3,9.91
czujnik1,40.85, czujnik2,8.74, czujnik3,10.73
czujnik1,41.70, czujnik2,9.23, czujnik3,10.63
czujnik1,22.43, czujnik2,9.29, czujnik3,9.91
czujnik1,38.59, czujnik2,9.18, czujnik3,10.32
czujnik1,22.99, czujnik2,9.18, czujnik3,11.14
czujnik1,22.99, czujnik2,9.29, czujnik3,10.22
czujnik1,13.49, czujnik2,9.23, czujnik3,10.73
czujnik1,23.40, czujnik2,9.18, czujnik3,10.83
czujnik1,42.13, czujnik2,9.18, czujnik3,9.81
czujnik1,46.43, czujnik2,8.83, czujnik3,10.22
czujnik1,42.02, czujnik2,9.23, czujnik3,10.32
czujnik1,23.81, czujnik2,9.18, czujnik3,10.26
czujnik1,23.81, czujnik2,9.13, czujnik3,10.22
czujnik1,38.89, czujnik2,9.29, czujnik3,10.27
czujnik1,45.87, czujnik2,8.74, czujnik3,10.73
czujnik1,45.46, czujnik2,8.74, czujnik3,10.22
czujnik1,39.86, czujnik2,9.25, czujnik3,10.22
czujnik1,42.91, czujnik2,9.23, czujnik3,10.31
czujnik1,40.00, czujnik2,9.20, czujnik3,11.19
czujnik1,40.44, czujnik2,9.20, czujnik3,10.27
czujnik1,40.02, czujnik2,8.83, czujnik3,10.73
czujnik1,47.14, czujnik2,9.23, czujnik3,10.37
czujnik1,44.57, czujnik2,9.13, czujnik3,9.91
czujnik1,42.59, czujnik2,8.74, czujnik3,9.81
czujnik1,41.72, czujnik2,8.84, czujnik3,9.81
czujnik1,45.44, czujnik2,9.20, czujnik3,10.32
czujnik1,46.31, czujnik2,9.13, czujnik3,10.22
czujnik1,13.59, czujnik2,8.83, czujnik3,10.66
czujnik1,41.65, czujnik2,8.84, czujnik3,10.63
czujnik1,46.33, czujnik2,9.18, czujnik3,10.78
czujnik1,46.72, czujnik2,9.18, czujnik3,10.22
czujnik1,43.42, czujnik2,8.83, czujnik3,10.22
czujnik1,41.62, czujnik2,9.29, czujnik3,10.37
czujnik1,39.56, czujnik2,8.74, czujnik3,10.32
czujnik1,39.57, czujnik2,8.74, czujnik3,10.27
czujnik1,39.42, czujnik2,9.25, czujnik3,10.24
czujnik1,17.40, czujnik2,9.25, czujnik3,10.27
czujnik1,19.51, czujnik2,9.18, czujnik3,10.32
czujnik1,22.99, czujnik2,8.72, czujnik3,10.27
czujnik1,43.45, czujnik2,8.88, czujnik3,9.81
czujnik1,40.34, czujnik2,9.18, czujnik3,10.32
czujnik1,12.67, czujnik2,8.74, czujnik3,10.63
czujnik1,45.15, czujnik2,9.13, czujnik3,10.24
czujnik1,41.62, czujnik2,8.83, czujnik3,10.27
czujnik1,41.19, czujnik2,8.74, czujnik3,10.32
czujnik1,23.81, czujnik2,9.15, czujnik3,10.27
czujnik1,14.56, czujnik2,9.29, czujnik3,10.68
czujnik1,23.71, czujnik2,9.25, czujnik3,10.37
czujnik1,22.99, czujnik2,9.18, czujnik3,10.78
czujnik1,44.29, czujnik2,9.18, czujnik3,10.27
czujnik1,43.42, czujnik2,9.23, czujnik3,10.26
czujnik1,43.74, czujnik2,8.84, czujnik3,10.78
czujnik1,44.15, czujnik2,9.20, czujnik3,11.65
czujnik1,23.40, czujnik2,8.74, czujnik3,10.26
czujnik1,42.13, czujnik2,8.84, czujnik3,10.66
czujnik1,42.47, czujnik2,9.30, czujnik3,10.36
czujnik1,47.98, czujnik2,9.20, czujnik3,10.66
czujnik1,40.00, czujnik2,8.84, czujnik3,10.68
czujnik1,22.89, czujnik2,8.84, czujnik3,10.26
czujnik1,24.98, czujnik2,9.15, czujnik3,10.37
czujnik1,13.03, czujnik2,9.13, czujnik3,10.22
czujnik1,43.44, czujnik2,9.25, czujnik3,10.68
czujnik1,23.30, czujnik2,8.84, czujnik3,10.32
czujnik1,40.46, czujnik2,9.20, czujnik3,10.83
czujnik1,40.85, czujnik2,9.18, czujnik3,10.27
czujnik1,44.29, czujnik2,9.30, czujnik3,10.22
czujnik1,47.52, czujnik2,9.29, czujnik3,11.24
czujnik1,39.00, czujnik2,8.74, czujnik3,11.19
czujnik1,23.38, czujnik2,9.18, czujnik3,10.27
czujnik1,40.44, czujnik2,8.84, czujnik3,10.22
czujnik1,23.72, czujnik2,9.29, czujnik3,10.32
czujnik1,46.70, czujnik2,8.74, czujnik3,10.26
czujnik1,45.17, czujnik2,9.15, czujnik3,9.81
czujnik1,18.54, czujnik2,9.29, czujnik3,10.68
czujnik1,44.17, czujnik2,9.18, czujnik3,10.37
czujnik1,42.99, czujnik2,8.74, czujnik3,9.80
czujnik1,39.57, czujnik2,8.83, czujnik3,10.63
czujnik1,22.89, czujnik2,8.83, czujnik3,10.78
czujnik1,42.48, czujnik2,8.72, czujnik3,10.37
czujnik1,38.16, czujnik2,9.18, czujnik3,10.22
czujnik1,17.81, czujnik2,9.25, czujnik3,10.26
czujnik1,39.90, czujnik2,9.25, czujnik3,10.37
czujnik1,23.01, czujnik2,9.15, czujnik3,10.78
czujnik1,43.42, czujnik2,8.72, czujnik3,10.26
czujnik1,22.59, czujnik2,9.29, czujnik3,10.22
czujnik1,40.36, czujnik2,8.84, czujnik3,10.37
czujnik1,23.79, czujnik2,9.20, czujnik3,10.27
czujnik1,22.99, czujnik2,8.84, czujnik3,10.71
czujnik1,45.46, czujnik2,9.30, czujnik3,10.22
czujnik1,38.98, czujnik2,8.74, czujnik3,10.78
czujnik1,41.70, czujnik2,9.15, czujnik3,10.68
czujnik1,42.99, czujnik2,9.29, czujnik3,10.22
czujnik1,44.17, czujnik2,9.29, czujnik3,10.37
czujnik1,41.62, czujnik2,8.74, czujnik3,10.32
czujnik1,46.70, czujnik2,9.20, czujnik3,10.26
czujnik1,15.77, czujnik2,9.29, czujnik3,11.50
czujnik1,48.37, czujnik2,9.23, czujnik3,10.37
czujnik1,46.29, czujnik2,9.20, czujnik3,10.32
czujnik1,39.00, czujnik2,8.78, czujnik3,10.20
czujnik1,45.15, czujnik2,8.84, czujnik3,11.12
czujnik1,43.69, czujnik2,9.29, czujnik3,10.37
czujnik1,24.22, czujnik2,8.74, czujnik3,10.27
czujnik1,22.99, czujnik2,9.15, czujnik3,9.81
czujnik1,46.70, czujnik2,9.25, czujnik3,9.81
czujnik1,42.45, czujnik2,9.15, czujnik3,11.22
czujnik1,22.57, czujnik2,9.15, czujnik3,10.26
czujnik1,38.59, czujnik2,9.25, czujnik3,10.27
czujnik1,45.46, czujnik2,8.84, czujnik3,10.37
czujnik1,39.57, czujnik2,9.20, czujnik3,10.77
czujnik1,24.22, czujnik2,9.15, czujnik3,10.68
czujnik1,44.71, czujnik2,9.30, czujnik3,11.14
czujnik1,39.06, czujnik2,9.25, czujnik3,10.78
czujnik1,22.94, czujnik2,9.18, czujnik3,10.37
czujnik1,38.16, czujnik2,9.18, czujnik3,10.22
czujnik1,22.59, czujnik2,9.29, czujnik3,9.81
czujnik1,42.43, czujnik2,9.20, czujnik3,10.78
czujnik1,13.08, czujnik2,9.18, czujnik3,10.27
czujnik1,44.71, czujnik2,8.84, czujnik3,10.22
czujnik1,45.87, czujnik2,9.25, czujnik3,10.68
czujnik1,24.12, czujnik2,9.13, czujnik3,9.91
czujnik1,43.84, czujnik2,9.13, czujnik3,10.27
czujnik1,14.90, czujnik2,8.84, czujnik3,10.22
czujnik1,23.30, czujnik2,9.25, czujnik3,10.37
czujnik1,22.99, czujnik2,9.13, czujnik3,10.37
czujnik1,22.99, czujnik2,9.18, czujnik3,10.63
czujnik1,44.25, czujnik2,8.84, czujnik3,10.22
czujnik1,42.89, czujnik2,9.29, czujnik3,9.91
czujnik1,40.03, czujnik2,9.18, czujnik3,10.78
czujnik1,47.13, czujnik2,8.72, czujnik3,10.71
czujnik1,39.10, czujnik2,9.29, czujnik3,9.81
czujnik1,16.55, czujnik2,9.15, czujnik3,10.37
czujnik1,23.40, czujnik2,9.18, czujnik3,10.27
czujnik1,45.56, czujnik2,8.83, czujnik3,10.22
czujnik1,24.56, czujnik2,9.25, czujnik3,10.31
czujnik1,45.07, czujnik2,8.72, czujnik3,10.32
czujnik1,42.60, czujnik2,8.74, czujnik3,10.73
czujnik1,42.99, czujnik2,9.29, czujnik3,10.22
czujnik1,42.89, czujnik2,8.83, czujnik3,10.32
czujnik1,40.02, czujnik2,9.18, czujnik3,10.78
czujnik1,42.14, czujnik2,9.15, czujnik3,10.27
czujnik1,46.79, czujnik2,9.30, czujnik3,10.27
czujnik1,15.29, czujnik2,9.25, czujnik3,9.91
czujnik1,44.57, czujnik2,9.18, czujnik3,10.70
czujnik1,42.99, czujnik2,9.13, czujnik3,10.68
czujnik1,13.45, czujnik2,9.30, czujnik3,10.27
czujnik1,23.71, czujnik2,9.15, czujnik3,10.78
czujnik1,42.60, czujnik2,9.18, czujnik3,10.22
czujnik1,38.61, czujnik2,9.25, czujnik3,11.09
czujnik1,41.21, czujnik2,8.83, czujnik3,10.68
czujnik1,38.57, czujnik2,9.18, czujnik3,10.78
czujnik1,44.27, czujnik2,9.18, czujnik3,10.22
czujnik1,38.18, czujnik2,9.29, czujnik3,10.63
czujnik1,47.14, czujnik2,9.30, czujnik3,10.73
czujnik1,38.18, czujnik2,8.78, czujnik3,10.32
czujnik1,45.10, czujnik2,9.13, czujnik3,11.09
czujnik1,23.40, czujnik2,8.84, czujnik3,10.27
czujnik1,46.28, czujnik2,8.88, czujnik3,11.21
czujnik1,39.01, czujnik2,9.15, czujnik3,10.32
czujnik1,46.43, czujnik2,9.20, czujnik3,10.22
czujnik1,38.52, czujnik2,9.30, czujnik3,10.27
czujnik1,45.85, czujnik2,9.20, czujnik3,10.32
czujnik1,41.29, czujnik2,8.74, czujnik3,10.68
czujnik1,22.99, czujnik2,9.25, czujnik3,10.68
czujnik1,47.53, czujnik2,8.83, czujnik3,10.22
czujnik1,46.70, czujnik2,8.74, czujnik3,10.37
czujnik1,23.81, czujnik2,9.20, czujnik3,10.27
czujnik1,14.59, czujnik2,8.84, czujnik3,10.27
czujnik1,23.28, czujnik2,8.83, czujnik3,10.73
czujnik1,43.71, czujnik2,8.78, czujnik3,10.78
czujnik1,22.18, czujnik2,8.74, czujnik3,10.26
czujnik1,22.59, czujnik2,9.30, czujnik3,10.27
czujnik1,44.59, czujnik2,8.84, czujnik3,10.36
czujnik1,16.12, czujnik2,8.72, czujnik3,11.24
czujnik1,40.85, czujnik2,9.18, czujnik3,10.63
czujnik1,39.00, czujnik2,9.29, czujnik3,10.27
czujnik1,23.30, czujnik2,9.18, czujnik3,11.19
czujnik1,23.81, czujnik2,9.18, czujnik3,10.22
czujnik1,14.47, czujnik2,8.84, czujnik3,10.27
czujnik1,22.48, czujnik2,9.25, czujnik3,10.68
czujnik1,23.71, czujnik2,9.20, czujnik3,11.24
czujnik1,23.79, czujnik2,8.74, czujnik3,10.27
czujnik1,40.44, czujnik2,8.84, czujnik3,11.09
czujnik1,41.58, czujnik2,9.23, czujnik3,10.32
czujnik1,45.02, czujnik2,8.78, czujnik3,10.73
czujnik1,46.28, czujnik2,8.78, czujnik3,10.17
czujnik1,24.22, czujnik2,9.29, czujnik3,10.27
czujnik1,24.12, czujnik2,9.30, czujnik3,10.73
czujnik1,23.83, czujnik2,9.20, czujnik3,10.37
czujnik1,48.81, czujnik2,8.72, czujnik3,9.81
czujnik1,45.12, czujnik2,9.25, czujnik3,10.26
czujnik1,23.69, czujnik2,8.72, czujnik3,10.32
czujnik1,39.86, czujnik2,8.72, czujnik3,10.22
czujnik1,40.02, czujnik2,8.84, czujnik3,10.68
czujnik1,44.15, czujnik2,9.25, czujnik3,10.27
czujnik1,41.16, czujnik2,9.15, czujnik3,10.78
czujnik1,40.44, czujnik2,8.74, czujnik3,10.26
czujnik1,40.85, czujnik2,8.84, czujnik3,10.68
czujnik1,39.78, czujnik2,9.30, czujnik3,10.32
czujnik1,13.91, czujnik2,8.72, czujnik3,10.32
czujnik1,40.00, czujnik2,8.74, czujnik3,10.22
czujnik1,43.81, czujnik2,8.84, czujnik3,10.68
czujnik1,46.70, czujnik2,9.29, czujnik3,10.37
czujnik1,43.76, czujnik2,9.18, czujnik3,10.32
czujnik1,14.98, czujnik2,9.15, czujnik3,10.22
czujnik1,47.67, czujnik2,9.23, czujnik3,10.22
czujnik1,23.30, czujnik2,9.29, czujnik3,10.37
czujnik1,46.28, czujnik2,9.18, czujnik3,10.22
czujnik1,13.89, czujnik2,9.20, czujnik3,10.27
czujnik1,41.62, czujnik2,8.88, czujnik3,11.14
czujnik1,22.48, czujnik2,9.18, czujnik3,10.32
czujnik1,38.61, czujnik2,8.72, czujnik3,10.68
czujnik1,23.40, czujnik2,8.84, czujnik3,10.27
czujnik1,41.60, czujnik2,9.30, czujnik3,10.68
czujnik1,22.59, czujnik2,9.20, czujnik3,10.32
czujnik1,40.44, czujnik2,9.18, czujnik3,10.22
czujnik1,23.40, czujnik2,9.25, czujnik3,10.22
czujnik1,46.28, czujnik2,8.84, czujnik3,10.37
czujnik1,45.00, czujnik2,9.13, czujnik3,10.32
czujnik1,45.10, czujnik2,9.20, czujnik3,9.81
czujnik1,46.38, czujnik2,9.25, czujnik3,10.27
czujnik1,43.32, czujnik2,9.25, czujnik3,10.32
czujnik1,23.40, czujnik2,9.13, czujnik3,10.22
czujnik1,46.02, czujnik2,8.88, czujnik3,10.68
czujnik1,42.48, czujnik2,8.84, czujnik3,10.22
czujnik1,15.75, czujnik2,9.15, czujnik3,10.75
czujnik1,40.41, czujnik2,9.13, czujnik3,10.22
czujnik1,43.40, czujnik2,8.84, czujnik3,10.22
czujnik1,22.87, czujnik2,9.29, czujnik3,10.32
