1,13.88, czujnik2,14.64, czujnik3,42.19
czujnik1,13.47, czujnik2,14.71, czujnik3,41.77
czujnik1,13.98, czujnik2,14.32, czujnik3,41.41
czujnik1,13.88, czujnik2,14.80, czujnik3,41.85
czujnik1,13.88, czujnik2,14.64, czujnik3,18.69
czujnik1,13.88, czujnik2,14.69, czujnik3,22.87
czujnik1,13.57, czujnik2,15.12, czujnik3,41.38
czujnik1,13.93, czujnik2,14.80, czujnik3,41.84
czujnik1,13.88, czujnik2,14.66, czujnik3,43.11
czujnik1,13.93, czujnik2,14.64, czujnik3,41.38
czujnik1,13.98, czujnik2,14.64, czujnik3,41.77
czujnik1,13.47, czujnik2,15.22, czujnik3,41.46
czujnik1,13.88, czujnik2,14.69, czujnik3,41.46
czujnik1,13.47, czujnik2,14.64, czujnik3,42.19
czujnik1,13.57, czujnik2,14.64, czujnik3,19.52
czujnik1,13.88, czujnik2,15.20, czujnik3,41.48
czujnik1,13.88, czujnik2,14.64, czujnik3,41.51
czujnik1,13.47, czujnik2,14.69, czujnik3,41.79
czujnik1,13.57, czujnik2,15.15, czujnik3,41.38
czujnik1,13.49, czujnik2,14.74, czujnik3,41.46
czujnik1,13.88, czujnik2,14.32, czujnik3,41.87
czujnik1,13.88, czujnik2,14.64, czujnik3,41.38
czujnik1,14.03, czujnik2,14.64, czujnik3,41.36
czujnik1,13.47, czujnik2,15.26, czujnik3,42.26
czujnik1,13.47, czujnik2,14.63, czujnik3,41.48
czujnik1,13.88, czujnik2,14.69, czujnik3,41.36
czujnik1,13.57, czujnik2,14.64, czujnik3,41.80
czujnik1,13.88, czujnik2,14.76, czujnik3,41.50
czujnik1,13.89, czujnik2,14.69, czujnik3,18.28
czujnik1,13.47, czujnik2,14.66, czujnik3,41.41
czujnik1,14.00, czujnik2,14.64, czujnik3,41.79
czujnik1,13.47, czujnik2,14.80, czujnik3,41.87
czujnik1,13.47, czujnik2,14.64, czujnik3,17.81
czujnik1,13.88, czujnik2,14.69, czujnik3,41.77
czujnik1,13.98, czujnik2,14.64, czujnik3,41.75
czujnik1,13.47, czujnik2,15.20, czujnik3,20.83
czujnik1,13.47, czujnik2,14.64, czujnik3,41.48
czujnik1,13.88, czujnik2,14.68, czujnik3,41.79
czujnik1,14.03, czujnik2,14.32, czujnik3,41.79
czujnik1,13.47, czujnik2,14.42, czujnik3,41.46
czujnik1,13.88, czujnik2,14.64, czujnik3,41.46
czujnik1,13.88, czujnik2,14.69, czujnik3,41.36
czujnik1,13.98, czujnik2,15.10, czujnik3,18.69
czujnik1,13.88, czujnik2,14.80, czujnik3,41.51
czujnik1,13.88, czujnik2,14.64, czujnik3,41.87
czujnik1,13.88, czujnik2,14.64, czujnik3,20.70
czujnik1,13.98, czujnik2,14.63, czujnik3,42.21
czujnik1,13.88, czujnik2,14.74, czujnik3,41.46
czujnik1,13.88, czujnik2,15.15, czujnik3,42.26
czujnik1,13.88, czujnik2,15.10, czujnik3,41.77
czujnik1,13.98, czujnik2,14.69, czujnik3,41.38
czujnik1,13.88, czujnik2,14.71, czujnik3,18.69
czujnik1,13.88, czujnik2,14.66, czujnik3,41.46
czujnik1,13.47, czujnik2,14.64, czujnik3,41.77
czujnik1,13.98, czujnik2,15.12, czujnik3,41.38
czujnik1,13.47, czujnik2,14.76, czujnik3,41.51
czujnik1,13.88, czujnik2,14.71, czujnik3,41.87
czujnik1,13.88, czujnik2,14.66, czujnik3,41.79
czujnik1,13.57, czujnik2,15.12, czujnik3,41.36
czujnik1,13.88, czujnik2,14.74, czujnik3,41.87
czujnik1,13.47, czujnik2,15.12, czujnik3,41.85
czujnik1,13.86, czujnik2,14.64, czujnik3,41.77
czujnik1,13.98, czujnik2,14.64, czujnik3,41.80
czujnik1,13.88, czujnik2,14.74, czujnik3,41.85
czujnik1,13.47, czujnik2,15.10, czujnik3,42.28
czujnik1,13.88, czujnik2,15.10, czujnik3,41.77
czujnik1,13.57, czujnik2,14.32, czujnik3,41.36
czujnik1,13.88, czujnik2,14.74, czujnik3,41.50
czujnik1,13.47, czujnik2,14.64, czujnik3,41.45
czujnik1,13.88, czujnik2,14.64, czujnik3,41.75
czujnik1,13.57, czujnik2,14.71, czujnik3,41.77
czujnik1,13.89, czujnik2,14.76, czujnik3,41.46
czujnik1,13.47, czujnik2,14.64, czujnik3,41.46
czujnik1,13.86, czujnik2,14.69, czujnik3,41.36
czujnik1,13.98, czujnik2,14.71, czujnik3,41.38
czujnik1,13.47, czujnik2,14.74, czujnik3,41.87
czujnik1,13.88, czujnik2,14.64, czujnik3,41.89
czujnik1,13.47, czujnik2,14.64, czujnik3,41.77
czujnik1,13.57, czujnik2,15.17, czujnik3,41.38
czujnik1,13.47, czujnik2,14.44, czujnik3,41.89
czujnik1,13.88, czujnik2,15.10, czujnik3,41.46
czujnik1,13.88, czujnik2,14.64, czujnik3,41.36
czujnik1,13.57, czujnik2,14.69, czujnik3,21.72
czujnik1,13.88, czujnik2,14.80, czujnik3,41.48
czujnik1,13.93, czujnik2,14.69, czujnik3,41.48
czujnik1,13.47, czujnik2,14.69, czujnik3,41.36
czujnik1,13.55, czujnik2,14.69, czujnik3,41.77
czujnik1,13.88, czujnik2,15.26, czujnik3,19.12
czujnik1,13.88, czujnik2,14.64, czujnik3,41.48
czujnik1,13.88, czujnik2,14.64, czujnik3,19.05
czujnik1,14.01, czujnik2,15.15, czujnik3,41.77
czujnik1,13.88, czujnik2,14.42, czujnik3,41.48
czujnik1,13.88, czujnik2,14.64, czujnik3,41.89
czujnik1,13.47, czujnik2,14.32, czujnik3,41.77
czujnik1,13.98, czujnik2,14.69, czujnik3,41.77
czujnik1,13.88, czujnik2,14.74, czujnik3,41.50
czujnik1,13.88, czujnik2,14.69, czujnik3,41.48
czujnik1,13.47, czujnik2,14.69, czujnik3,41.75
czujnik1,13.57, czujnik2,14.64, czujnik3,41.36
czujnik1,13.47, czujnik2,14.74, czujnik3,41.85
czujnik1,13.47, czujnik2,15.10, czujnik3,42.26
czujnik1,13.88, czujnik2,14.64, czujnik3,41.82
czujnik1,13.57, czujnik2,14.59, czujnik3,41.75
czujnik1,13.93, czujnik2,14.42, czujnik3,41.87
czujnik1,13.88, czujnik2,15.15, czujnik3,41.87
czujnik1,13.88, czujnik2,14.32, czujnik3,41.36
czujnik1,13.98, czujnik2,14.64, czujnik3,18.69
czujnik1,13.47, czujnik2,15.20, czujnik3,17.82
czujnik1,13.47, czujnik2,14.64, czujnik3,41.50
czujnik1,13.86, czujnik2,15.15, czujnik3,42.14
czujnik1,13.98, czujnik2,14.34, czujnik3,42.55
czujnik1,13.91, czujnik2,15.20, czujnik3,41.85
czujnik1,13.91, czujnik2,14.69, czujnik3,41.87
czujnik1,13.93, czujnik2,14.71, czujnik3,19.10
czujnik1,13.98, czujnik2,14.64, czujnik3,41.41
czujnik1,13.47, czujnik2,14.76, czujnik3,42.30
czujnik1,13.88, czujnik2,14.66, czujnik3,41.87
czujnik1,13.88, czujnik2,14.66, czujnik3,41.38
czujnik1,13.57, czujnik2,15.10, czujnik3,41.79
czujnik1,13.47, czujnik2,14.80, czujnik3,41.89
czujnik1,13.88, czujnik2,14.64, czujnik3,41.46
czujnik1,13.47, czujnik2,14.69, czujnik3,41.75
czujnik1,13.57, czujnik2,14.69, czujnik3,42.14
czujnik1,13.88, czujnik2,15.22, czujnik3,41.89
czujnik1,13.88, czujnik2,14.66, czujnik3,41.48
czujnik1,13.93, czujnik2,15.12, czujnik3,41.38
czujnik1,13.98, czujnik2,14.32, czujnik3,41.77
czujnik1,13.93, czujnik2,14.76, czujnik3,41.46
czujnik1,13.47, czujnik2,14.64, czujnik3,42.26
czujnik1,13.88, czujnik2,14.66, czujnik3,41.38
czujnik1,13.57, czujnik2,14.66, czujnik3,41.38
czujnik1,13.88, czujnik2,15.20, czujnik3,41.46
czujnik1,13.88, czujnik2,14.61, czujnik3,41.87
czujnik1,13.45, czujnik2,14.66, czujnik3,42.18
czujnik1,13.57, czujnik2,14.66, czujnik3,41.39
czujnik1,13.86, czujnik2,14.80, czujnik3,41.87
czujnik1,13.47, czujnik2,14.64, czujnik3,41.48
czujnik1,13.47, czujnik2,14.32, czujnik3,41.77
czujnik1,13.57, czujnik2,14.69, czujnik3,23.42
czujnik1,13.88, czujnik2,14.80, czujnik3,41.87
czujnik1,13.88, czujnik2,15.17, czujnik3,41.48
czujnik1,13.88, czujnik2,15.10, czujnik3,42.18
czujnik1,13.98, czujnik2,14.69, czujnik3,42.60
czujnik1,13.47, czujnik2,14.42, czujnik3,41.48
czujnik1,13.47, czujnik2,14.64, czujnik3,25.95
czujnik1,13.88, czujnik2,14.64, czujnik3,41.38
czujnik1,13.57, czujnik2,14.66, czujnik3,41.38
czujnik1,13.45, czujnik2,15.22, czujnik3,41.90
czujnik1,13.47, czujnik2,14.64, czujnik3,41.48
czujnik1,13.45, czujnik2,14.64, czujnik3,42.21
czujnik1,14.03, czujnik2,14.64, czujnik3,41.36
czujnik1,13.47, czujnik2,14.74, czujnik3,42.26
czujnik1,13.86, czujnik2,14.66, czujnik3,41.90
czujnik1,13.91, czujnik2,14.66, czujnik3,41.38
czujnik1,13.57, czujnik2,14.64, czujnik3,42.60
czujnik1,13.93, czujnik2,14.74, czujnik3,42.31
czujnik1,13.47, czujnik2,14.64, czujnik3,42.30
czujnik1,13.93, czujnik2,14.64, czujnik3,41.79
czujnik1,13.57, czujnik2,14.64, czujnik3,41.38
czujnik1,13.47, czujnik2,14.74, czujnik3,41.90
czujnik1,13.47, czujnik2,14.64, czujnik3,42.31
czujnik1,13.47, czujnik2,15.10, czujnik3,41.36
czujnik1,13.59, czujnik2,14.69, czujnik3,41.36
czujnik1,13.88, czujnik2,14.74, czujnik3,41.46
czujnik1,13.47, czujnik2,15.12, czujnik3,41.48
czujnik1,13.88, czujnik2,14.66, czujnik3,41.75
czujnik1,13.98, czujnik2,14.69, czujnik3,41.36
czujnik1,13.47, czujnik2,15.20, czujnik3,42.24
czujnik1,13.45, czujnik2,14.71, czujnik3,41.89
czujnik1,13.47, czujnik2,14.66, czujnik3,41.80
czujnik1,13.98, czujnik2,14.64, czujnik3,19.52
czujnik1,13.88, czujnik2,14.80, czujnik3,41.51
czujnik1,13.45, czujnik2,15.10, czujnik3,41.85
czujnik1,13.88, czujnik2,14.64, czujnik3,41.77
czujnik1,13.98, czujnik2,14.64, czujnik3,18.23
czujnik1,13.88, czujnik2,14.42, czujnik3,41.51
czujnik1,13.47, czujnik2,14.69, czujnik3,41.87
czujnik1,13.47, czujnik2,14.64, czujnik3,41.39
czujnik1,13.57, czujnik2,14.69, czujnik3,18.64
czujnik1,13.47, czujnik2,15.19, czujnik3,41.46
czujnik1,13.47, czujnik2,14.64, czujnik3,41.48
czujnik1,13.47, czujnik2,14.64, czujnik3,24.57
czujnik1,13.98, czujnik2,14.63, czujnik3,41.77
czujnik1,13.47, czujnik2,14.80, czujnik3,41.85
czujnik1,13.88, czujnik2,14.32, czujnik3,41.87
czujnik1,13.88, czujnik2,14.63, czujnik3,41.79
czujnik1,13.98, czujnik2,14.64, czujnik3,41.36
czujnik1,13.88, czujnik2,14.80, czujnik3,41.48
czujnik1,13.88, czujnik2,14.69, czujnik3,17.82
czujnik1,13.88, czujnik2,14.64, czujnik3,41.41
czujnik1,13.57, czujnik2,15.15, czujnik3,41.38
czujnik1,13.47, czujnik2,14.76, czujnik3,41.87
czujnik1,13.93, czujnik2,14.69, czujnik3,41.50
czujnik1,13.91, czujnik2,14.69, czujnik3,19.51
czujnik1,13.57, czujnik2,14.64, czujnik3,41.82
czujnik1,13.88, czujnik2,14.74, czujnik3,41.48
czujnik1,13.88, czujnik2,14.64, czujnik3,41.87
czujnik1,13.47, czujnik2,14.66, czujnik3,41.80
czujnik1,13.98, czujnik2,15.10, czujnik3,41.38
czujnik1,13.47, czujnik2,14.42, czujnik3,42.28
czujnik1,13.86, czujnik2,14.64, czujnik3,41.48
czujnik1,13.47, czujnik2,14.64, czujnik3,42.57
czujnik1,13.98, czujnik2,14.69, czujnik3,17.81
czujnik1,13.88, czujnik2,14.74, czujnik3,41.46
czujnik1,13.47, czujnik2,14.69, czujnik3,42.31
czujnik1,13.89, czujnik2,14.64, czujnik3,22.87
czujnik1,13.98, czujnik2,14.63, czujnik3,41.77
czujnik1,13.47, czujnik2,15.20, czujnik3,41.89
czujnik1,13.47, czujnik2,14.69, czujnik3,41.87
czujnik1,13.93, czujnik2,14.69, czujnik3,41.41
czujnik1,13.98, czujnik2,14.69, czujnik3,41.39
czujnik1,13.88, czujnik2,15.20, czujnik3,42.26
czujnik1,13.88, czujnik2,14.64, czujnik3,42.28
czujnik1,13.47, czujnik2,14.66, czujnik3,41.77
czujnik1,13.57, czujnik2,14.64, czujnik3,41.39
czujnik1,13.47, czujnik2,14.76, czujnik3,41.51
czujnik1,13.88, czujnik2,14.64, czujnik3,41.92
czujnik1,13.47, czujnik2,14.66, czujnik3,23.30
czujnik1,13.98, czujnik2,14.69, czujnik3,19.91
czujnik1,13.88, czujnik2,14.74, czujnik3,41.48
czujnik1,13.47, czujnik2,14.64, czujnik3,18.23
czujnik1,13.89, czujnik2,14.64, czujnik3,41.77
czujnik1,13.57, czujnik2,15.10, czujnik3,18.28
czujnik1,13.47, czujnik2,14.74, czujnik3,41.87
czujnik1,13.47, czujnik2,15.15, czujnik3,41.89
czujnik1,13.47, czujnik2,14.32, czujnik3,41.38
czujnik1,13.98, czujnik2,15.15, czujnik3,41.77
czujnik1,13.47, czujnik2,14.80, czujnik3,41.85
czujnik1,13.47, czujnik2,15.15, czujnik3,41.85
czujnik1,13.47, czujnik2,15.15, czujnik3,41.77
czujnik1,13.98, czujnik2,15.10, czujnik3,41.77
czujnik1,13.93, czujnik2,14.74, czujnik3,41.48
czujnik1,13.45, czujnik2,14.64, czujnik3,18.66
czujnik1,13.88, czujnik2,14.64, czujnik3,41.39
czujnik1,13.98, czujnik2,14.32, czujnik3,41.75
czujnik1,13.88, czujnik2,14.42, czujnik3,18.23
czujnik1,13.47, czujnik2,14.69, czujnik3,41.51
czujnik1,13.89, czujnik2,14.68, czujnik3,41.39
czujnik1,13.98, czujnik2,14.64, czujnik3,41.79
czujnik1,13.47, czujnik2,15.26, czujnik3,41.87
czujnik1,13.88, czujnik2,14.64, czujnik3,42.28
czujnik1,13.89, czujnik2,14.64, czujnik3,41.80
czujnik1,14.00, czujnik2,14.64, czujnik3,41.77
czujnik1,13.88, czujnik2,14.42, czujnik3,41.46
czujnik1,13.88, czujnik2,14.64, czujnik3,42.70
czujnik1,13.88, czujnik2,15.10, czujnik3,19.51
czujnik1,13.98, czujnik2,14.69, czujnik3,41.77
czujnik1,13.88, czujnik2,14.69, czujnik3,41.87
czujnik1,13.88, czujnik2,14.64, czujnik3,41.50
czujnik1,13.47, czujnik2,15.10, czujnik3,41.39
czujnik1,13.57, czujnik2,15.10, czujnik3,41.39
czujnik1,13.86, czujnik2,14.74, czujnik3,41.85
czujnik1,13.47, czujnik2,14.64, czujnik3,41.87
czujnik1,13.88, czujnik2,14.64, czujnik3,41.36
czujnik1,13.98, czujnik2,15.10, czujnik3,41.36
czujnik1,13.88, czujnik2,15.20, czujnik3,41.46
czujnik1,13.88, czujnik2,14.64, czujnik3,17.82
czujnik1,13.93, czujnik2,14.69, czujnik3,41.77
czujnik1,13.57, czujnik2,14.64, czujnik3,42.55
czujnik1,13.88, czujnik2,14.74, czujnik3,41.87
czujnik1,13.89, czujnik2,15.15, czujnik3,42.33
czujnik1,13.47, czujnik2,14.64, czujnik3,41.77
czujnik1,13.57, czujnik2,14.69, czujnik3,20.83
czujnik1,13.88, czujnik2,14.74, czujnik3,41.89
czujnik1,13.88, czujnik2,14.69, czujnik3,41.51
czujnik1,13.88, czujnik2,14.64, czujnik3,41.80
czujnik1,13.57, czujnik2,15.10, czujnik3,41.39
czujnik1,13.47, czujnik2,14.80, czujnik3,41.50
czujnik1,13.93, czujnik2,14.64, czujnik3,41.87
czujnik1,13.88, czujnik2,15.15, czujnik3,42.16
czujnik1,13.55, czujnik2,15.10, czujnik3,41.38
czujnik1,13.47, czujnik2,14.80, czujnik3,42.26
czujnik1,13.47, czujnik2,14.64, czujnik3,41.87
czujnik1,13.47, czujnik2,14.64, czujnik3,41.36
czujnik1,13.57, czujnik2,15.10, czujnik3,18.71
czujnik1,13.88, czujnik2,14.74, czujnik3,41.85
czujnik1,13.86, czujnik2,14.71, czujnik3,41.85
czujnik1,13.88, czujnik2,14.69, czujnik3,42.16
czujnik1,13.98, czujnik2,14.64, czujnik3,19.54
czujnik1,13.86, czujnik2,15.22, czujnik3,19.51
czujnik1,13.45, czujnik2,15.10, czujnik3,42.26
czujnik1,13.91, czujnik2,15.12, czujnik3,41.77
czujnik1,13.98, czujnik2,15.10, czujnik3,41.75
czujnik1,13.47, czujnik2,14.74, czujnik3,22.98
czujnik1,13.47, czujnik2,14.64, czujnik3,41.90
czujnik1,13.88, czujnik2,14.64, czujnik3,25.43
czujnik1,14.03, czujnik2,14.66, czujnik3,41.41
czujnik1,13.88, czujnik2,14.76, czujnik3,18.69
czujnik1,13.89, czujnik2,14.64, czujnik3,20.83
czujnik1,13.88, czujnik2,14.69, czujnik3,41.77
czujnik1,13.57, czujnik2,15.10, czujnik3,41.75
czujnik1,13.89, czujnik2,14.80, czujnik3,41.87
czujnik1,13.47, czujnik2,14.32, czujnik3,41.87
czujnik1,13.88, czujnik2,14.64, czujnik3,42.18
czujnik1,13.98, czujnik2,15.10, czujnik3,41.77
czujnik1,13.88, czujnik2,15.20, czujnik3,42.24
czujnik1,13.47, czujnik2,15.12, czujnik3,41.87
czujnik1,13.88, czujnik2,15.15, czujnik3,42.59
czujnik1,13.98, czujnik2,14.32, czujnik3,41.36
czujnik1,13.47, czujnik2,14.74, czujnik3,41.46
czujnik1,13.88, czujnik2,14.66, czujnik3,41.87
czujnik1,13.88, czujnik2,15.12, czujnik3,24.56
czujnik1,13.98, czujnik2,14.64, czujnik3,41.79
czujnik1,13.91, czujnik2,14.74, czujnik3,41.46
czujnik1,13.47, czujnik2,14.64, czujnik3,41.90
czujnik1,13.88, czujnik2,14.64, czujnik3,41.79
czujnik1,13.98, czujnik2,14.64, czujnik3,41.36
czujnik1,13.93, czujnik2,14.80, czujnik3,41.87
czujnik1,13.86, czujnik2,14.66, czujnik3,41.51
czujnik1,13.86, czujnik2,14.32, czujnik3,41.39
czujnik1,13.57, czujnik2,15.10, czujnik3,41.79
czujnik1,13.88, czujnik2,14.80, czujnik3,24.27
czujnik1,13.88, czujnik2,14.69, czujnik3,41.50
czujnik1,13.88, czujnik2,14.64, czujnik3,41.80
czujnik1,13.57, czujnik2,15.10, czujnik3,42.21
czujnik1,13.88, czujnik2,14.74, czujnik3,41.50
czujnik1,13.88, czujnik2,14.68, czujnik3,41.85
czujnik1,13.91, czujnik2,14.68, czujnik3,18.23
czujnik1,14.01, czujnik2,14.32, czujnik3,42.18
czujnik1,13.47, czujnik2,14.74, czujnik3,42.31
czujnik1,13.47, czujnik2,14.71, czujnik3,41.85
czujnik1,13.47, czujnik2,15.10, czujnik3,41.77
czujnik1,13.98, czujnik2,14.64, czujnik3,41.75
czujnik1,13.47, czujnik2,14.74, czujnik3,41.90
czujnik1,13.47, czujnik2,14.64, czujnik3,41.90
czujnik1,13.88, czujnik2,14.64, czujnik3,42.18
czujnik1,13.57, czujnik2,14.66, czujnik3,41.39
czujnik1,13.47, czujnik2,15.22, czujnik3,41.50
czujnik1,13.88, czujnik2,15.10, czujnik3,42.31
czujnik1,13.93, czujnik2,15.10, czujnik3,41.39
czujnik1,14.03, czujnik2,14.64, czujnik3,41.36
czujnik1,13.86, czujnik2,14.42, czujnik3,41.50
czujnik1,13.88, czujnik2,14.66, czujnik3,41.46
czujnik1,13.88, czujnik2,14.64, czujnik3,22.02
czujnik1,14.01, czujnik2,14.69, czujnik3,41.36
czujnik1,13.88, czujnik2,14.73, czujnik3,41.89
czujnik1,13.86, czujnik2,14.34, czujnik3,41.46
czujnik1,13.91, czujnik2,14.69, czujnik3,41.36
czujnik1,13.57, czujnik2,15.10, czujnik3,24.98
czujnik1,13.45, czujnik2,14.74, czujnik3,41.48
czujnik1,13.88, czujnik2,14.63, czujnik3,41.48
czujnik1,13.93, czujnik2,15.10, czujnik3,42.60
czujnik1,13.57, czujnik2,15.10, czujnik3,42.16
czujnik1,13.88, czujnik2,14.80, czujnik3,41.48
czujnik1,13.88, czujnik2,14.32, czujnik3,42.31
czujnik1,13.86, czujnik2,14.64, czujnik3,19.10
czujnik1,14.03, czujnik2,14.69, czujnik3,42.21
czujnik1,13.86, czujnik2,14.74, czujnik3,41.89
czujnik1,13.45, czujnik2,14.69, czujnik3,42.28
czujnik1,13.93, czujnik2,15.14, czujnik3,41.75
czujnik1,13.98, czujnik2,14.69, czujnik3,42.16
czujnik1,13.47, czujnik2,15.26, czujnik3,41.89
czujnik1,13.89, czujnik2,14.63, czujnik3,41.85
czujnik1,13.86, czujnik2,15.15, czujnik3,41.77
czujnik1,13.57, czujnik2,14.64, czujnik3,41.38
czujnik1,13.88, czujnik2,14.80, czujnik3,41.85
czujnik1,13.86, czujnik2,14.69, czujnik3,41.85
czujnik1,13.88, czujnik2,14.64, czujnik3,41.39
czujnik1,13.57, czujnik2,14.69, czujnik3,41.80
czujnik1,13.93, czujnik2,14.80, czujnik3,25.53
czujnik1,13.47, czujnik2,14.66, czujnik3,18.23
czujnik1,13.47, czujnik2,14.64, czujnik3,42.16
czujnik1,13.57, czujnik2,14.64, czujnik3,41.75
czujnik1,13.93, czujnik2,14.74, czujnik3,41.46
czujnik1,13.88, czujnik2,14.32, czujnik3,41.50
czujnik1,13.47, czujnik2,14.66, czujnik3,41.41
czujnik1,14.03, czujnik2,14.32, czujnik3,42.18
czujnik1,13.88, czujnik2,15.20, czujnik3,41.87
czujnik1,13.91, czujnik2,14.64, czujnik3,41.87
czujnik1,13.88, czujnik2,14.64, czujnik3,27.53
czujnik1,13.98, czujnik2,14.64, czujnik3,41.36
czujnik1,13.47, czujnik2,14.74, czujnik3,41.53
czujnik1,13.88, czujnik2,14.64, czujnik3,41.50
czujnik1,13.88, czujnik2,15.12, czujnik3,41.39
czujnik1,13.98, czujnik2,14.64, czujnik3,41.80
czujnik1,13.88, czujnik2,14.44, czujnik3,41.87
czujnik1,13.88, czujnik2,14.64, czujnik3,41.46
czujnik1,13.88, czujnik2,15.10, czujnik3,41.77
czujnik1,13.98, czujnik2,14.69, czujnik3,41.41
czujnik1,13.93, czujnik2,15.20, czujnik3,41.87
czujnik1,13.45, czujnik2,14.64, czujnik3,22.99
czujnik1,13.88, czujnik2,14.64, czujnik3,41.36
czujnik1,13.57, czujnik2,14.66, czujnik3,41.38
czujnik1,13.47, czujnik2,14.71, czujnik3,41.92
czujnik1,13.47, czujnik2,15.10, czujnik3,41.87
czujnik1,13.88, czujnik2,15.12, czujnik3,41.79
czujnik1,13.57, czujnik2,14.66, czujnik3,41.80
czujnik1,13.88, czujnik2,14.74, czujnik3,42.28
czujnik1,13.88, czujnik2,14.64, czujnik3,41.87
czujnik1,13.86, czujnik2,14.64, czujnik3,41.41
czujnik1,13.57, czujnik2,14.64, czujnik3,42.18
czujnik1,13.47, czujnik2,15.20, czujnik3,41.87
czujnik1,13.93, czujnik2,14.64, czujnik3,41.87
czujnik1,13.88, czujnik2,14.66, czujnik3,41.77
czujnik1,13.57, czujnik2,14.64, czujnik3,41.77
czujnik1,13.45, czujnik2,14.74, czujnik3,24.25
czujnik1,13.93, czujnik2,15.15, czujnik3,41.87
czujnik1,13.45, czujnik2,14.59, czujnik3,20.29
czujnik1,13.96, czujnik2,15.10, czujnik3,41.36
czujnik1,13.86, czujnik2,15.27, czujnik3,41.87
czujnik1,13.86, czujnik2,15.12, czujnik3,17.82
czujnik1,13.88, czujnik2,15.10, czujnik3,41.77
czujnik1,14.00, czujnik2,15.12, czujnik3,41.36
czujnik1,13.45, czujnik2,14.74, czujnik3,41.48
czujnik1,13.45, czujnik2,15.10, czujnik3,41.89
czujnik1,13.47, czujnik2,14.66, czujnik3,41.77
czujnik1,13.98, czujnik2,14.32, czujnik3,41.38
czujnik1,13.47, czujnik2,14.74, czujnik3,41.87
czujnik1,13.88, czujnik2,14.69, czujnik3,19.10
czujnik1,13.88, czujnik2,14.32, czujnik3,41.36
czujnik1,13.98, czujnik2,14.64, czujnik3,41.77
czujnik1,13.47, czujnik2,14.80, czujnik3,41.46
czujnik1,13.47, czujnik2,14.69, czujnik3,41.87
czujnik1,13.86, czujnik2,14.69, czujnik3,41.77
czujnik1,13.57, czujnik2,14.64, czujnik3,41.79
czujnik1,13.93, czujnik2,14.80, czujnik3,19.97
czujnik1,13.88, czujnik2,14.66, czujnik3,41.46
czujnik1,13.88, czujnik2,14.69, czujnik3,41.79
czujnik1,13.98, czujnik2,14.66, czujnik3,42.19
czujnik1,13.88, czujnik2,14.74, czujnik3,41.89
czujnik1,13.88, czujnik2,14.34, czujnik3,41.46
czujnik1,13.88, czujnik2,15.15, czujnik3,41.77
czujnik1,13.98, czujnik2,15.12, czujnik3,41.36
czujnik1,13.88, czujnik2,14.80, czujnik3,41.48
czujnik1,13.88, czujnik2,14.69, czujnik3,25.95
czujnik1,13.88, czujnik2,14.66, czujnik3,41.77
czujnik1,13.57, czujnik2,14.69, czujnik3,41.36
czujnik1,13.89, czujnik2,14.74, czujnik3,41.85
czujnik1,13.88, czujnik2,15.10, czujnik3,41.87
czujnik1,13.88, czujnik2,14.69, czujnik3,41.75
czujnik1,13.98, czujnik2,15.15, czujnik3,41.77
czujnik1,13.47, czujnik2,14.74, czujnik3,41.87
czujnik1,13.88, czujnik2,15.10, czujnik3,41.89
czujnik1,13.47, czujnik2,14.64, czujnik3,41.36
czujnik1,13.98, czujnik2,15.15, czujnik3,41.38
czujnik1,13.88, czujnik2,14.74, czujnik3,41.46
czujnik1,13.88, czujnik2,14.64, czujnik3,41.48
czujnik1,13.88, czujnik2,14.64, czujnik3,41.77
czujnik1,14.00, czujnik2,14.68, czujnik3,41.79
czujnik1,13.91, czujnik2,14.74, czujnik3,24.27
czujnik1,13.47, czujnik2,14.71, czujnik3,41.48
czujnik1,13.88, czujnik2,14.71, czujnik3,41.77
czujnik1,13.98, czujnik2,14.64, czujnik3,25.83
czujnik1,13.47, czujnik2,14.80, czujnik3,41.45
czujnik1,13.88, czujnik2,14.69, czujnik3,41.87
czujnik1,13.93, czujnik2,14.64, czujnik3,41.36
czujnik1,13.98, czujnik2,14.69, czujnik3,41.75
czujnik1,13.47, czujnik2,14.74, czujnik3,19.15
czujnik1,13.88, czujnik2,14.69, czujnik3,41.46
czujnik1,13.47, czujnik2,14.69, czujnik3,41.77
czujnik1,13.98, czujnik2,14.64, czujnik3,41.34
czujnik1,13.47, czujnik2,14.80, czujnik3,41.51
czujnik1,13.47, czujnik2,15.10, czujnik3,41.90
czujnik1,13.91, czujnik2,15.10, czujnik3,41.39
czujnik1,13.98, czujnik2,14.64, czujnik3,42.19
czujnik1,13.88, czujnik2,14.80, czujnik3,42.28
czujnik1,13.47, czujnik2,14.63, czujnik3,24.27
czujnik1,13.86, czujnik2,14.69, czujnik3,41.77
czujnik1,13.98, czujnik2,14.71, czujnik3,42.19
czujnik1,13.91, czujnik2,14.76, czujnik3,41.89
czujnik1,13.45, czujnik2,14.64, czujnik3,41.48
czujnik1,13.93, czujnik2,15.10, czujnik3,23.74
czujnik1,13.57, czujnik2,14.64, czujnik3,41.36
czujnik1,13.93, czujnik2,14.74, czujnik3,41.90
czujnik1,13.95, czujnik2,14.64, czujnik3,41.87
czujnik1,13.47, czujnik2,15.15, czujnik3,42.19
