iczujnik1,9.61, czujnik2,27.45, czujnik3,41.77
czujnik1,9.51, czujnik2,41.84, czujnik3,41.90
czujnik1,9.51, czujnik2,25.36, czujnik3,41.46
czujnik1,9.61, czujnik2,27.06, czujnik3,41.79
czujnik1,9.61, czujnik2,41.84, czujnik3,41.48
czujnik1,9.52, czujnik2,41.45, czujnik3,41.11
czujnik1,9.51, czujnik2,41.73, czujnik3,41.39
czujnik1,9.61, czujnik2,41.45, czujnik3,41.82
czujnik1,9.51, czujnik2,42.23, czujnik3,41.89
czujnik1,9.51, czujnik2,41.72, czujnik3,41.48
czujnik1,9.51, czujnik2,41.73, czujnik3,41.80
czujnik1,9.61, czujnik2,41.45, czujnik3,41.36
czujnik1,9.51, czujnik2,41.84, czujnik3,41.50
czujnik1,9.51, czujnik2,41.73, czujnik3,41.51
czujnik1,9.61, czujnik2,41.73, czujnik3,41.41
czujnik1,9.61, czujnik2,23.79, czujnik3,41.39
czujnik1,9.51, czujnik2,23.79, czujnik3,41.89
czujnik1,9.51, czujnik2,23.27, czujnik3,41.48
czujnik1,9.61, czujnik2,41.82, czujnik3,41.77
czujnik1,9.61, czujnik2,41.85, czujnik3,41.87
czujnik1,9.51, czujnik2,24.20, czujnik3,41.51
czujnik1,9.51, czujnik2,41.34, czujnik3,41.46
czujnik1,9.61, czujnik2,41.84, czujnik3,41.77
czujnik1,9.61, czujnik2,42.23, czujnik3,41.87
czujnik1,9.51, czujnik2,41.36, czujnik3,41.89
czujnik1,9.51, czujnik2,41.36, czujnik3,41.38
czujnik1,9.61, czujnik2,42.21, czujnik3,41.38
czujnik1,9.51, czujnik2,25.48, czujnik3,41.48
czujnik1,9.51, czujnik2,41.73, czujnik3,41.87
czujnik1,9.61, czujnik2,41.38, czujnik3,41.02
czujnik1,9.61, czujnik2,41.85, czujnik3,41.77
czujnik1,9.52, czujnik2,42.23, czujnik3,41.48
czujnik1,9.52, czujnik2,42.13, czujnik3,41.87
czujnik1,9.61, czujnik2,41.73, czujnik3,41.73
czujnik1,9.61, czujnik2,41.84, czujnik3,41.50
czujnik1,9.52, czujnik2,25.88, czujnik3,42.30
czujnik1,9.51, czujnik2,26.22, czujnik3,42.30
czujnik1,9.61, czujnik2,24.18, czujnik3,41.38
czujnik1,9.63, czujnik2,23.79, czujnik3,41.87
czujnik1,9.51, czujnik2,41.73, czujnik3,41.90
czujnik1,9.51, czujnik2,25.36, czujnik3,41.77
czujnik1,9.61, czujnik2,41.85, czujnik3,41.77
czujnik1,9.51, czujnik2,27.14, czujnik3,41.87
czujnik1,9.51, czujnik2,42.11, czujnik3,41.87
czujnik1,9.61, czujnik2,42.14, czujnik3,41.77
czujnik1,9.61, czujnik2,24.20, czujnik3,41.41
czujnik1,9.51, czujnik2,23.81, czujnik3,41.85
czujnik1,9.52, czujnik2,23.27, czujnik3,41.50
czujnik1,9.63, czujnik2,41.41, czujnik3,41.39
czujnik1,9.61, czujnik2,24.20, czujnik3,41.51
czujnik1,9.52, czujnik2,42.24, czujnik3,41.12
czujnik1,9.51, czujnik2,41.34, czujnik3,41.48
czujnik1,9.61, czujnik2,41.84, czujnik3,41.77
czujnik1,9.61, czujnik2,23.79, czujnik3,41.87
czujnik1,9.51, czujnik2,41.79, czujnik3,41.46
czujnik1,9.51, czujnik2,41.75, czujnik3,41.41
czujnik1,9.61, czujnik2,41.43, czujnik3,41.77
czujnik1,9.51, czujnik2,42.62, czujnik3,41.51
czujnik1,9.51, czujnik2,24.56, czujnik3,41.48
czujnik1,9.61, czujnik2,41.34, czujnik3,41.77
czujnik1,9.61, czujnik2,25.02, czujnik3,41.82
czujnik1,9.51, czujnik2,25.48, czujnik3,41.51
czujnik1,9.51, czujnik2,25.37, czujnik3,41.87
czujnik1,9.61, czujnik2,42.14, czujnik3,41.39
czujnik1,9.63, czujnik2,25.02, czujnik3,41.45
czujnik1,9.51, czujnik2,41.45, czujnik3,41.51
czujnik1,9.51, czujnik2,24.51, czujnik3,41.51
czujnik1,9.63, czujnik2,42.16, czujnik3,41.39
czujnik1,9.63, czujnik2,27.99, czujnik3,41.87
czujnik1,9.51, czujnik2,41.45, czujnik3,41.48
czujnik1,9.51, czujnik2,41.34, czujnik3,41.41
czujnik1,9.63, czujnik2,42.28, czujnik3,41.39
czujnik1,9.51, czujnik2,42.23, czujnik3,41.90
czujnik1,9.51, czujnik2,25.39, czujnik3,42.24
czujnik1,9.51, czujnik2,41.34, czujnik3,41.77
czujnik1,9.61, czujnik2,25.88, czujnik3,41.77
czujnik1,9.51, czujnik2,25.05, czujnik3,41.48
czujnik1,9.51, czujnik2,41.73, czujnik3,41.53
czujnik1,9.61, czujnik2,41.73, czujnik3,41.38
czujnik1,9.63, czujnik2,25.88, czujnik3,42.14
czujnik1,9.51, czujnik2,41.48, czujnik3,42.30
czujnik1,9.47, czujnik2,26.19, czujnik3,41.51
czujnik1,9.57, czujnik2,25.78, czujnik3,42.14
czujnik1,9.56, czujnik2,41.85, czujnik3,41.51
czujnik1,9.47, czujnik2,27.99, czujnik3,41.51
czujnik1,9.47, czujnik2,25.78, czujnik3,41.50
czujnik1,9.57, czujnik2,24.20, czujnik3,41.43
czujnik1,9.56, czujnik2,41.82, czujnik3,41.51
czujnik1,9.46, czujnik2,41.75, czujnik3,41.51
czujnik1,9.51, czujnik2,42.55, czujnik3,41.38
czujnik1,9.56, czujnik2,41.45, czujnik3,41.36
czujnik1,9.46, czujnik2,26.29, czujnik3,42.30
czujnik1,9.51, czujnik2,27.06, czujnik3,41.51
czujnik1,9.61, czujnik2,41.34, czujnik3,41.77
czujnik1,9.61, czujnik2,41.46, czujnik3,41.41
czujnik1,9.51, czujnik2,41.84, czujnik3,41.87
czujnik1,9.51, czujnik2,41.73, czujnik3,42.28
czujnik1,9.57, czujnik2,41.45, czujnik3,41.77
czujnik1,9.61, czujnik2,41.84, czujnik3,41.89
czujnik1,9.47, czujnik2,23.78, czujnik3,41.87
czujnik1,9.47, czujnik2,24.10, czujnik3,42.28
czujnik1,9.57, czujnik2,23.37, czujnik3,41.77
czujnik1,9.63, czujnik2,41.45, czujnik3,41.87
czujnik1,9.47, czujnik2,42.14, czujnik3,41.85
czujnik1,9.46, czujnik2,41.34, czujnik3,41.00
czujnik1,9.61, czujnik2,25.88, czujnik3,41.77
czujnik1,9.47, czujnik2,41.84, czujnik3,41.51
czujnik1,9.46, czujnik2,41.73, czujnik3,41.50
czujnik1,9.57, czujnik2,24.49, czujnik3,41.41
czujnik1,9.57, czujnik2,23.78, czujnik3,41.79
czujnik1,9.46, czujnik2,24.18, czujnik3,41.85
czujnik1,9.46, czujnik2,42.11, czujnik3,41.50
czujnik1,9.57, czujnik2,41.75, czujnik3,41.80
czujnik1,9.56, czujnik2,23.79, czujnik3,41.50
czujnik1,9.52, czujnik2,42.65, czujnik3,42.30
czujnik1,9.52, czujnik2,25.78, czujnik3,41.12
czujnik1,9.61, czujnik2,41.84, czujnik3,41.36
czujnik1,9.61, czujnik2,41.84, czujnik3,41.46
czujnik1,9.51, czujnik2,41.75, czujnik3,41.51
czujnik1,9.51, czujnik2,42.55, czujnik3,41.82
czujnik1,9.56, czujnik2,25.48, czujnik3,41.41
czujnik1,9.51, czujnik2,41.85, czujnik3,41.48
czujnik1,9.51, czujnik2,24.51, czujnik3,41.53
czujnik1,9.57, czujnik2,42.13, czujnik3,42.14
czujnik1,9.61, czujnik2,41.85, czujnik3,41.41
czujnik1,9.47, czujnik2,41.84, czujnik3,41.51
czujnik1,9.51, czujnik2,24.51, czujnik3,41.50
czujnik1,9.61, czujnik2,41.33, czujnik3,41.41
czujnik1,9.61, czujnik2,25.88, czujnik3,41.43
czujnik1,9.47, czujnik2,25.07, czujnik3,41.92
czujnik1,9.51, czujnik2,41.72, czujnik3,41.51
czujnik1,9.56, czujnik2,42.13, czujnik3,41.79
czujnik1,9.57, czujnik2,41.05, czujnik3,41.50
czujnik1,9.51, czujnik2,24.61, czujnik3,41.50
czujnik1,9.51, czujnik2,41.75, czujnik3,41.80
czujnik1,9.63, czujnik2,41.45, czujnik3,41.77
czujnik1,9.51, czujnik2,42.23, czujnik3,41.50
czujnik1,9.51, czujnik2,25.78, czujnik3,41.09
czujnik1,9.52, czujnik2,41.75, czujnik3,41.77
czujnik1,9.57, czujnik2,41.45, czujnik3,41.39
czujnik1,9.46, czujnik2,41.48, czujnik3,41.87
czujnik1,9.47, czujnik2,41.75, czujnik3,41.50
czujnik1,9.63, czujnik2,41.73, czujnik3,42.11
czujnik1,9.63, czujnik2,41.46, czujnik3,41.38
czujnik1,9.46, czujnik2,41.84, czujnik3,41.89
czujnik1,9.51, czujnik2,25.77, czujnik3,41.85
czujnik1,9.63, czujnik2,41.45, czujnik3,41.36
czujnik1,9.61, czujnik2,41.48, czujnik3,41.90
czujnik1,9.52, czujnik2,24.18, czujnik3,41.48
czujnik1,9.46, czujnik2,41.73, czujnik3,41.50
czujnik1,9.63, czujnik2,26.19, czujnik3,41.77
czujnik1,9.61, czujnik2,41.84, czujnik3,41.48
czujnik1,9.46, czujnik2,23.69, czujnik3,41.89
czujnik1,9.51, czujnik2,24.56, czujnik3,41.38
czujnik1,9.63, czujnik2,41.43, czujnik3,41.73
czujnik1,9.51, czujnik2,41.84, czujnik3,41.89
czujnik1,9.46, czujnik2,41.33, czujnik3,41.48
czujnik1,9.63, czujnik2,26.58, czujnik3,41.77
czujnik1,9.57, czujnik2,41.84, czujnik3,41.82
czujnik1,9.47, czujnik2,25.88, czujnik3,41.90
czujnik1,9.52, czujnik2,24.91, czujnik3,41.89
czujnik1,9.63, czujnik2,41.43, czujnik3,42.19
czujnik1,9.63, czujnik2,24.20, czujnik3,42.18
czujnik1,9.52, czujnik2,41.84, czujnik3,41.87
czujnik1,9.51, czujnik2,41.33, czujnik3,41.51
czujnik1,9.61, czujnik2,41.85, czujnik3,41.77
czujnik1,9.63, czujnik2,24.23, czujnik3,41.50
czujnik1,9.51, czujnik2,26.22, czujnik3,41.50
czujnik1,9.51, czujnik2,41.34, czujnik3,41.77
czujnik1,9.61, czujnik2,41.84, czujnik3,41.41
czujnik1,9.51, czujnik2,41.45, czujnik3,41.87
czujnik1,9.51, czujnik2,41.75, czujnik3,41.51
czujnik1,9.63, czujnik2,41.38, czujnik3,41.77
czujnik1,9.63, czujnik2,25.05, czujnik3,42.19
czujnik1,9.52, czujnik2,24.59, czujnik3,41.84
czujnik1,9.47, czujnik2,41.33, czujnik3,41.46
czujnik1,9.63, czujnik2,25.37, czujnik3,41.77
czujnik1,9.61, czujnik2,41.45, czujnik3,41.51
czujnik1,9.52, czujnik2,25.07, czujnik3,41.50
czujnik1,9.52, czujnik2,41.75, czujnik3,41.89
czujnik1,9.63, czujnik2,41.85, czujnik3,41.36
czujnik1,9.61, czujnik2,42.21, czujnik3,41.46
czujnik1,9.51, czujnik2,24.97, czujnik3,41.50
czujnik1,9.51, czujnik2,27.47, czujnik3,41.41
czujnik1,9.61, czujnik2,23.38, czujnik3,41.75
czujnik1,9.52, czujnik2,42.26, czujnik3,41.46
czujnik1,9.52, czujnik2,41.72, czujnik3,41.51
czujnik1,9.63, czujnik2,42.11, czujnik3,41.80
czujnik1,9.61, czujnik2,41.85, czujnik3,41.39
czujnik1,9.51, czujnik2,24.20, czujnik3,41.50
czujnik1,9.51, czujnik2,24.51, czujnik3,41.50
czujnik1,9.61, czujnik2,23.79, czujnik3,41.39
czujnik1,9.63, czujnik2,23.38, czujnik3,42.14
czujnik1,9.51, czujnik2,26.31, czujnik3,41.50
czujnik1,9.51, czujnik2,26.21, czujnik3,41.89
czujnik1,9.63, czujnik2,41.45, czujnik3,41.38
czujnik1,9.57, czujnik2,24.20, czujnik3,41.85
czujnik1,9.52, czujnik2,27.59, czujnik3,41.51
czujnik1,9.52, czujnik2,42.14, czujnik3,42.23
czujnik1,9.63, czujnik2,25.48, czujnik3,41.41
czujnik1,9.51, czujnik2,41.82, czujnik3,41.50
czujnik1,9.47, czujnik2,26.19, czujnik3,41.50
czujnik1,9.51, czujnik2,41.73, czujnik3,42.19
czujnik1,9.63, czujnik2,41.85, czujnik3,41.79
czujnik1,9.51, czujnik2,23.38, czujnik3,41.11
czujnik1,9.51, czujnik2,41.34, czujnik3,41.92
czujnik1,9.63, czujnik2,23.67, czujnik3,41.00
czujnik1,9.61, czujnik2,41.84, czujnik3,41.77
czujnik1,9.51, czujnik2,41.46, czujnik3,41.50
czujnik1,9.52, czujnik2,41.72, czujnik3,41.87
czujnik1,9.61, czujnik2,41.85, czujnik3,41.39
czujnik1,9.63, czujnik2,41.85, czujnik3,41.90
czujnik1,9.52, czujnik2,41.82, czujnik3,41.48
czujnik1,9.51, czujnik2,41.38, czujnik3,41.89
czujnik1,9.63, czujnik2,41.85, czujnik3,41.77
czujnik1,9.56, czujnik2,41.84, czujnik3,41.90
czujnik1,9.51, czujnik2,26.19, czujnik3,41.51
czujnik1,9.51, czujnik2,41.34, czujnik3,41.77
czujnik1,9.61, czujnik2,41.84, czujnik3,41.43
czujnik1,9.51, czujnik2,25.88, czujnik3,41.46
czujnik1,9.51, czujnik2,41.34, czujnik3,41.89
czujnik1,9.61, czujnik2,41.73, czujnik3,42.14
czujnik1,9.61, czujnik2,42.67, czujnik3,41.79
czujnik1,9.47, czujnik2,41.87, czujnik3,41.48
czujnik1,9.51, czujnik2,41.33, czujnik3,41.87
czujnik1,9.61, czujnik2,41.73, czujnik3,41.77
czujnik1,9.61, czujnik2,41.84, czujnik3,41.51
czujnik1,9.46, czujnik2,41.85, czujnik3,41.51
czujnik1,9.51, czujnik2,41.36, czujnik3,42.26
czujnik1,9.61, czujnik2,41.84, czujnik3,41.39
czujnik1,9.57, czujnik2,41.45, czujnik3,41.87
czujnik1,9.51, czujnik2,41.33, czujnik3,41.46
czujnik1,9.51, czujnik2,41.73, czujnik3,41.75
czujnik1,9.61, czujnik2,41.82, czujnik3,41.77
czujnik1,9.51, czujnik2,42.62, czujnik3,41.50
czujnik1,9.52, czujnik2,41.34, czujnik3,41.50
czujnik1,9.61, czujnik2,41.33, czujnik3,41.80
czujnik1,9.61, czujnik2,41.45, czujnik3,41.77
czujnik1,9.47, czujnik2,23.81, czujnik3,41.85
czujnik1,9.52, czujnik2,24.10, czujnik3,41.50
czujnik1,9.61, czujnik2,42.57, czujnik3,41.39
czujnik1,9.61, czujnik2,41.82, czujnik3,41.46
czujnik1,9.46, czujnik2,26.29, czujnik3,41.94
czujnik1,9.46, czujnik2,27.89, czujnik3,41.89
czujnik1,9.57, czujnik2,25.03, czujnik3,41.39
czujnik1,9.57, czujnik2,24.63, czujnik3,41.87
czujnik1,9.47, czujnik2,24.91, czujnik3,41.50
czujnik1,9.52, czujnik2,42.13, czujnik3,41.39
czujnik1,9.61, czujnik2,41.82, czujnik3,41.75
czujnik1,9.46, czujnik2,41.84, czujnik3,41.87
czujnik1,9.47, czujnik2,41.34, czujnik3,41.89
czujnik1,9.61, czujnik2,41.33, czujnik3,41.77
czujnik1,9.61, czujnik2,41.46, czujnik3,41.39
czujnik1,9.51, czujnik2,41.45, czujnik3,41.48
czujnik1,9.51, czujnik2,24.95, czujnik3,41.87
czujnik1,9.57, czujnik2,41.72, czujnik3,41.38
czujnik1,9.57, czujnik2,41.82, czujnik3,41.77
czujnik1,9.51, czujnik2,26.31, czujnik3,41.84
czujnik1,9.51, czujnik2,24.93, czujnik3,41.87
czujnik1,9.61, czujnik2,27.87, czujnik3,41.38
czujnik1,9.61, czujnik2,41.82, czujnik3,41.85
czujnik1,9.51, czujnik2,41.46, czujnik3,41.85
czujnik1,9.51, czujnik2,23.69, czujnik3,41.41
czujnik1,9.61, czujnik2,41.82, czujnik3,40.99
czujnik1,9.51, czujnik2,42.23, czujnik3,42.24
czujnik1,9.51, czujnik2,26.21, czujnik3,42.28
czujnik1,9.51, czujnik2,41.33, czujnik3,42.18
czujnik1,9.61, czujnik2,41.45, czujnik3,41.77
czujnik1,9.51, czujnik2,41.45, czujnik3,41.90
czujnik1,9.51, czujnik2,42.14, czujnik3,41.50
czujnik1,9.61, czujnik2,24.93, czujnik3,41.41
czujnik1,9.61, czujnik2,42.21, czujnik3,41.80
czujnik1,9.51, czujnik2,42.21, czujnik3,41.11
czujnik1,9.51, czujnik2,24.93, czujnik3,42.28
czujnik1,9.56, czujnik2,24.22, czujnik3,41.77
czujnik1,9.61, czujnik2,25.87, czujnik3,41.85
czujnik1,9.51, czujnik2,25.88, czujnik3,41.50
czujnik1,9.51, czujnik2,41.33, czujnik3,41.85
czujnik1,9.61, czujnik2,41.48, czujnik3,41.77
czujnik1,9.57, czujnik2,41.82, czujnik3,41.11
czujnik1,9.49, czujnik2,41.38, czujnik3,42.23
czujnik1,9.51, czujnik2,42.53, czujnik3,41.41
czujnik1,9.63, czujnik2,41.46, czujnik3,41.75
czujnik1,9.51, czujnik2,42.23, czujnik3,41.89
czujnik1,9.51, czujnik2,26.62, czujnik3,41.82
czujnik1,9.63, czujnik2,41.34, czujnik3,41.79
czujnik1,9.63, czujnik2,41.45, czujnik3,41.38
czujnik1,9.51, czujnik2,25.07, czujnik3,41.48
czujnik1,9.51, czujnik2,41.73, czujnik3,41.50
czujnik1,9.61, czujnik2,41.48, czujnik3,41.80
czujnik1,9.61, czujnik2,41.43, czujnik3,41.85
czujnik1,9.51, czujnik2,25.03, czujnik3,41.85
czujnik1,9.47, czujnik2,41.33, czujnik3,41.84
czujnik1,9.63, czujnik2,41.43, czujnik3,41.39
czujnik1,9.61, czujnik2,41.43, czujnik3,41.48
czujnik1,9.51, czujnik2,41.73, czujnik3,41.48
czujnik1,9.52, czujnik2,41.73, czujnik3,41.82
czujnik1,9.61, czujnik2,26.29, czujnik3,41.38
czujnik1,9.51, czujnik2,41.43, czujnik3,41.92
czujnik1,9.51, czujnik2,27.87, czujnik3,41.90
czujnik1,9.61, czujnik2,41.34, czujnik3,42.18
czujnik1,9.61, czujnik2,24.61, czujnik3,41.36
czujnik1,9.51, czujnik2,41.82, czujnik3,41.85
czujnik1,9.51, czujnik2,42.13, czujnik3,41.85
czujnik1,9.56, czujnik2,42.13, czujnik3,41.39
czujnik1,9.61, czujnik2,26.29, czujnik3,41.51
czujnik1,9.51, czujnik2,41.45, czujnik3,41.50
czujnik1,9.47, czujnik2,24.10, czujnik3,41.85
czujnik1,9.61, czujnik2,41.45, czujnik3,41.38
czujnik1,9.57, czujnik2,41.85, czujnik3,41.85
czujnik1,9.46, czujnik2,41.36, czujnik3,42.31
czujnik1,9.46, czujnik2,25.78, czujnik3,41.75
czujnik1,9.56, czujnik2,24.61, czujnik3,41.73
czujnik1,9.46, czujnik2,41.85, czujnik3,41.50
czujnik1,9.51, czujnik2,23.69, czujnik3,41.51
czujnik1,9.56, czujnik2,42.16, czujnik3,41.39
czujnik1,9.63, czujnik2,42.67, czujnik3,41.75
czujnik1,9.47, czujnik2,25.88, czujnik3,41.87
czujnik1,9.47, czujnik2,24.12, czujnik3,24.32
czujnik1,9.56, czujnik2,42.16, czujnik3,41.79
czujnik1,9.56, czujnik2,24.64, czujnik3,41.77
czujnik1,9.51, czujnik2,41.45, czujnik3,41.51
czujnik1,9.47, czujnik2,41.77, czujnik3,41.46
czujnik1,9.63, czujnik2,23.79, czujnik3,41.75
czujnik1,9.57, czujnik2,43.04, czujnik3,41.46
czujnik1,9.51, czujnik2,41.84, czujnik3,41.50
czujnik1,9.47, czujnik2,25.37, czujnik3,41.41
czujnik1,9.61, czujnik2,25.07, czujnik3,41.80
czujnik1,9.51, czujnik2,41.45, czujnik3,41.48
czujnik1,9.52, czujnik2,26.21, czujnik3,41.50
czujnik1,9.51, czujnik2,41.34, czujnik3,41.77
czujnik1,9.61, czujnik2,41.84, czujnik3,41.36
czujnik1,9.51, czujnik2,41.43, czujnik3,41.46
czujnik1,9.51, czujnik2,41.73, czujnik3,41.51
czujnik1,9.63, czujnik2,26.21, czujnik3,42.19
czujnik1,9.57, czujnik2,23.79, czujnik3,41.79
czujnik1,9.52, czujnik2,41.45, czujnik3,41.87
czujnik1,9.47, czujnik2,26.21, czujnik3,41.89
czujnik1,9.57, czujnik2,25.36, czujnik3,42.13
czujnik1,9.63, czujnik2,41.82, czujnik3,41.48
czujnik1,9.51, czujnik2,41.87, czujnik3,41.46
czujnik1,9.51, czujnik2,42.93, czujnik3,42.30
czujnik1,9.61, czujnik2,41.45, czujnik3,41.73
czujnik1,9.57, czujnik2,41.84, czujnik3,41.84
czujnik1,9.51, czujnik2,41.75, czujnik3,41.51
czujnik1,9.52, czujnik2,25.78, czujnik3,41.79
czujnik1,9.63, czujnik2,25.02, czujnik3,41.73
czujnik1,9.51, czujnik2,41.45, czujnik3,41.87
czujnik1,9.51, czujnik2,41.72, czujnik3,41.87
czujnik1,9.61, czujnik2,41.73, czujnik3,41.75
czujnik1,9.63, czujnik2,41.45, czujnik3,41.39
czujnik1,9.51, czujnik2,41.82, czujnik3,41.48
czujnik1,9.51, czujnik2,41.73, czujnik3,41.89
czujnik1,9.61, czujnik2,24.23, czujnik3,41.39
czujnik1,9.61, czujnik2,41.85, czujnik3,41.11
czujnik1,9.52, czujnik2,41.82, czujnik3,41.85
czujnik1,9.51, czujnik2,24.52, czujnik3,41.48
czujnik1,9.61, czujnik2,23.79, czujnik3,41.79
czujnik1,9.57, czujnik2,41.45, czujnik3,41.87
czujnik1,9.52, czujnik2,41.33, czujnik3,41.90
czujnik1,9.46, czujnik2,41.34, czujnik3,41.80
czujnik1,9.61, czujnik2,42.24, czujnik3,42.14
czujnik1,9.51, czujnik2,26.75, czujnik3,41.53
czujnik1,9.46, czujnik2,26.19, czujnik3,41.87
czujnik1,9.57, czujnik2,26.21, czujnik3,41.77
czujnik1,9.61, czujnik2,42.24, czujnik3,41.38
czujnik1,9.46, czujnik2,42.23, czujnik3,41.51
czujnik1,9.51, czujnik2,25.37, czujnik3,41.50
czujnik1,9.57, czujnik2,25.78, czujnik3,41.36
czujnik1,9.57, czujnik2,24.61, czujnik3,42.13
czujnik1,9.46, czujnik2,24.20, czujnik3,41.51
czujnik1,9.47, czujnik2,25.37, czujnik3,42.28
czujnik1,9.57, czujnik2,24.18, czujnik3,41.77
czujnik1,9.56, czujnik2,41.46, czujnik3,41.48
czujnik1,9.47, czujnik2,42.21, czujnik3,41.46
czujnik1,9.46, czujnik2,41.38, czujnik3,41.36
czujnik1,9.57, czujnik2,24.61, czujnik3,41.39
czujnik1,9.46, czujnik2,41.46, czujnik3,41.50
czujnik1,9.52, czujnik2,25.78, czujnik3,41.48
czujnik1,9.57, czujnik2,41.33, czujnik3,42.14
czujnik1,9.57, czujnik2,27.16, czujnik3,41.75
czujnik1,9.52, czujnik2,41.45, czujnik3,41.85
czujnik1,9.52, czujnik2,26.21, czujnik3,41.85
czujnik1,9.61, czujnik2,42.11, czujnik3,41.73
czujnik1,9.61, czujnik2,24.61, czujnik3,41.43
czujnik1,9.51, czujnik2,41.45, czujnik3,42.24
czujnik1,9.51, czujnik2,42.14, czujnik3,41.46
czujnik1,9.61, czujnik2,41.46, czujnik3,41.77
czujnik1,9.56, czujnik2,26.29, czujnik3,41.84
czujnik1,9.51, czujnik2,25.88, czujnik3,41.84
czujnik1,9.51, czujnik2,24.56, czujnik3,41.82
czujnik1,9.57, czujnik2,25.07, czujnik3,41.77
czujnik1,9.52, czujnik2,41.43, czujnik3,41.46
czujnik1,9.51, czujnik2,24.51, czujnik3,42.30
czujnik1,9.51, czujnik2,41.34, czujnik3,41.36
czujnik1,9.61, czujnik2,24.63, czujnik3,41.38
czujnik1,9.46, czujnik2,42.21, czujnik3,41.87
czujnik1,9.51, czujnik2,25.37, czujnik3,41.48
czujnik1,9.57, czujnik2,41.75, czujnik3,41.39
czujnik1,9.56, czujnik2,41.46, czujnik3,41.72
czujnik1,9.47, czujnik2,24.64, czujnik3,41.87
czujnik1,9.47, czujnik2,41.72, czujnik3,41.84
czujnik1,9.61, czujnik2,24.95, czujnik3,41.41
czujnik1,9.56, czujnik2,25.07, czujnik3,41.48
czujnik1,9.46, czujnik2,41.43, czujnik3,41.48
czujnik1,9.46, czujnik2,41.73, czujnik3,41.51
czujnik1,9.61, czujnik2,41.84, czujnik3,41.75
czujnik1,9.54, czujnik2,23.78, czujnik3,41.51
czujnik1,9.46, czujnik2,24.51, czujnik3,41.48
czujnik1,9.47, czujnik2,25.36, czujnik3,41.75
czujnik1,9.63, czujnik2,23.37, czujnik3,41.77
czujnik1,9.51, czujnik2,41.45, czujnik3,41.11
czujnik1,9.46, czujnik2,41.36, czujnik3,41.84
czujnik1,9.56, czujnik2,41.73, czujnik3,41.36
czujnik1,9.63, czujnik2,41.82, czujnik3,41.36
czujnik1,9.51, czujnik2,41.45, czujnik3,41.48
czujnik1,9.47, czujnik2,41.34, czujnik3,41.53
czujnik1,9.61, czujnik2,25.37, czujnik3,41.36
czujnik1,9.61, czujnik2,23.79, czujnik3,41.48
czujnik1,9.52, czujnik2,41.82, czujnik3,41.87
czujnik1,9.51, czujnik2,24.91, czujnik3,41.89
czujnik1,9.61, czujnik2,41.84, czujnik3,41.36
czujnik1,9.63, czujnik2,25.48, czujnik3,42.24
czujnik1,9.46, czujnik2,23.69, czujnik3,41.85
czujnik1,9.51, czujnik2,24.97, czujnik3,41.80
czujnik1,9.61, czujnik2,41.82, czujnik3,41.75
czujnik1,9.51, czujnik2,24.64, czujnik3,41.46
czujnik1,9.51, czujnik2,42.52, czujnik3,41.46
czujnik1,9.63, czujnik2,42.13, czujnik3,41.36
czujnik1,9.61, czujnik2,42.26, czujnik3,41.38
czujnik1,9.51, czujnik2,41.84, czujnik3,42.30
czujnik1,9.51, czujnik2,25.37, czujnik3,41.87
czujnik1,9.61, czujnik2,26.21, czujnik3,42.19
czujnik1,9.61, czujnik2,27.98, czujnik3,41.48
czujnik1,9.51, czujnik2,41.46, czujnik3,41.85
czujnik1,9.51, czujnik2,42.11, czujnik3,41.50
czujnik1,9.61, czujnik2,41.46, czujnik3,41.77
czujnik1,9.61, czujnik2,25.90, czujnik3,41.46
czujnik1,9.52, czujnik2,23.28, czujnik3,41.50
czujnik1,9.51, czujnik2,41.72, czujnik3,41.82
czujnik1,9.61, czujnik2,25.88, czujnik3,41.41
czujnik1,9.51, czujnik2,26.31, czujnik3,42.23
czujnik1,9.51, czujnik2,23.69, czujnik3,41.85
czujnik1,9.63, czujnik2,41.33, czujnik3,41.79
czujnik1,9.61, czujnik2,23.37, czujnik3,41.38
czujnik1,9.51, czujnik2,24.63, czujnik3,41.12
czujnik1,9.52, czujnik2,25.78, czujnik3,41.46
czujnik1,9.61, czujnik2,42.52, czujnik3,41.02
czujnik1,9.63, czujnik2,41.43, czujnik3,41.73
czujnik1,9.51, czujnik2,41.43, czujnik3,41.87
czujnik1,9.51, czujnik2,41.38, czujnik3,41.51
czujnik1,9.61, czujnik2,42.14, czujnik3,41.77
czujnik1,9.61, czujnik2,41.85, czujnik3,41.82
czujnik1,9.51, czujnik2,25.02, czujnik3,41.89
czujnik1,9.51, czujnik2,41.34, czujnik3,41.45
czujnik1,9.61, czujnik2,41.85, czujnik3,41.38
czujnik1,9.51, czujnik2,41.82, czujnik3,41.48
czujnik1,9.51, czujnik2,42.16, czujnik3,41.46
czujnik1,9.51, czujnik2,23.69, czujnik3,41.38
czujnik1,9.61, czujnik2,42.21, czujnik3,41.77
czujnik1,9.51, czujnik2,41.85, czujnik3,41.85
czujnik1,9.51, czujnik2,25.80, czujnik3,41.48
czujnik1,9.61, czujnik2,26.62, czujnik3,41.77
czujnik1,9.63, czujnik2,41.45, czujnik3,41.77
czujnik1,9.51, czujnik2,24.61, czujnik3,41.51
czujnik1,9.51, czujnik2,42.53, czujnik3,41.90
