k1,15.39, czujnik2,9.71, czujnik3,12.79
czujnik1,13.47, czujnik2,9.86, czujnik3,16.39
czujnik1,14.56, czujnik2,9.30, czujnik3,12.81
czujnik1,14.30, czujnik2,10.19, czujnik3,12.33
czujnik1,14.63, czujnik2,9.86, czujnik3,13.55
czujnik1,41.82, czujnik2,9.76, czujnik3,12.82
czujnik1,41.56, czujnik2,9.76, czujnik3,11.92
czujnik1,13.55, czujnik2,9.40, czujnik3,13.55
czujnik1,41.48, czujnik2,9.42, czujnik3,11.92
czujnik1,42.24, czujnik2,9.32, czujnik3,12.02
czujnik1,41.97, czujnik2,9.76, czujnik3,11.46
czujnik1,41.53, czujnik2,9.42, czujnik3,17.21
czujnik1,13.42, czujnik2,9.40, czujnik3,12.74
czujnik1,13.88, czujnik2,9.73, czujnik3,16.38
czujnik1,15.80, czujnik2,9.73, czujnik3,13.16
czujnik1,41.97, czujnik2,9.86, czujnik3,11.92
czujnik1,15.83, czujnik2,9.86, czujnik3,12.74
czujnik1,41.97, czujnik2,9.76, czujnik3,41.87
czujnik1,41.97, czujnik2,9.76, czujnik3,12.33
czujnik1,41.56, czujnik2,9.86, czujnik3,14.42
czujnik1,42.23, czujnik2,9.78, czujnik3,12.45
czujnik1,42.24, czujnik2,9.30, czujnik3,11.46
czujnik1,41.92, czujnik2,9.76, czujnik3,13.61
czujnik1,41.46, czujnik2,9.42, czujnik3,15.12
czujnik1,13.42, czujnik2,9.78, czujnik3,12.43
czujnik1,42.33, czujnik2,9.30, czujnik3,13.15
czujnik1,15.80, czujnik2,9.86, czujnik3,16.38
czujnik1,41.45, czujnik2,9.40, czujnik3,13.55
czujnik1,41.46, czujnik2,9.30, czujnik3,12.89
czujnik1,41.92, czujnik2,10.17, czujnik3,13.55
czujnik1,15.09, czujnik2,9.86, czujnik3,42.14
czujnik1,41.67, czujnik2,9.42, czujnik3,14.71
czujnik1,14.29, czujnik2,9.32, czujnik3,13.25
czujnik1,17.91, czujnik2,9.30, czujnik3,11.53
czujnik1,15.49, czujnik2,9.81, czujnik3,12.33
czujnik1,14.29, czujnik2,9.42, czujnik3,15.12
czujnik1,42.30, czujnik2,9.32, czujnik3,15.14
czujnik1,41.56, czujnik2,10.19, czujnik3,12.74
czujnik1,13.50, czujnik2,9.42, czujnik3,15.53
czujnik1,41.82, czujnik2,9.30, czujnik3,14.69
czujnik1,15.85, czujnik2,9.32, czujnik3,42.16
czujnik1,15.80, czujnik2,9.76, czujnik3,42.16
czujnik1,14.29, czujnik2,9.42, czujnik3,14.01
czujnik1,14.97, czujnik2,9.30, czujnik3,14.12
czujnik1,17.48, czujnik2,9.76, czujnik3,13.20
czujnik1,41.96, czujnik2,9.42, czujnik3,16.80
czujnik1,42.64, czujnik2,9.40, czujnik3,17.21
czujnik1,12.59, czujnik2,9.71, czujnik3,42.28
czujnik1,14.97, czujnik2,9.76, czujnik3,14.03
czujnik1,14.39, czujnik2,9.42, czujnik3,14.39
czujnik1,14.57, czujnik2,9.42, czujnik3,13.20
czujnik1,42.18, czujnik2,9.76, czujnik3,11.62
czujnik1,15.80, czujnik2,9.76, czujnik3,12.74
czujnik1,41.84, czujnik2,9.40, czujnik3,14.71
czujnik1,17.91, czujnik2,9.81, czujnik3,18.49
czujnik1,42.70, czujnik2,9.71, czujnik3,11.90
czujnik1,14.98, czujnik2,9.30, czujnik3,14.35
czujnik1,14.98, czujnik2,9.40, czujnik3,12.33
czujnik1,14.56, czujnik2,9.76, czujnik3,12.43
czujnik1,14.98, czujnik2,9.78, czujnik3,12.33
czujnik1,42.28, czujnik2,9.86, czujnik3,14.69
czujnik1,42.23, czujnik2,9.42, czujnik3,13.57
czujnik1,42.19, czujnik2,9.76, czujnik3,15.22
czujnik1,42.30, czujnik2,9.76, czujnik3,12.33
czujnik1,42.72, czujnik2,9.86, czujnik3,17.62
czujnik1,13.42, czujnik2,9.86, czujnik3,17.21
czujnik1,42.62, czujnik2,9.30, czujnik3,11.21
czujnik1,13.01, czujnik2,9.30, czujnik3,12.33
czujnik1,42.65, czujnik2,9.86, czujnik3,13.55
czujnik1,12.60, czujnik2,9.86, czujnik3,14.42
czujnik1,41.96, czujnik2,9.76, czujnik3,13.15
czujnik1,12.69, czujnik2,9.76, czujnik3,14.40
czujnik1,14.56, czujnik2,9.88, czujnik3,14.42
czujnik1,42.23, czujnik2,9.71, czujnik3,16.39
czujnik1,42.70, czujnik2,9.76, czujnik3,16.80
czujnik1,41.84, czujnik2,10.19, czujnik3,18.89
czujnik1,14.29, czujnik2,9.40, czujnik3,11.92
czujnik1,14.97, czujnik2,9.30, czujnik3,16.80
czujnik1,12.60, czujnik2,9.73, czujnik3,14.44
czujnik1,42.35, czujnik2,9.88, czujnik3,13.96
czujnik1,13.01, czujnik2,9.88, czujnik3,11.46
czujnik1,41.82, czujnik2,9.76, czujnik3,13.67
czujnik1,41.55, czujnik2,9.76, czujnik3,15.12
czujnik1,42.35, czujnik2,9.86, czujnik3,12.35
czujnik1,15.39, czujnik2,9.40, czujnik3,16.80
czujnik1,14.29, czujnik2,9.30, czujnik3,13.66
czujnik1,13.47, czujnik2,9.30, czujnik3,11.46
czujnik1,15.03, czujnik2,9.40, czujnik3,11.92
czujnik1,13.88, czujnik2,10.17, czujnik3,12.84
czujnik1,41.97, czujnik2,9.76, czujnik3,16.38
czujnik1,13.52, czujnik2,9.32, czujnik3,12.79
czujnik1,12.60, czujnik2,9.86, czujnik3,16.79
czujnik1,41.82, czujnik2,9.76, czujnik3,13.69
czujnik1,13.42, czujnik2,9.30, czujnik3,11.51
czujnik1,41.97, czujnik2,9.83, czujnik3,12.33
czujnik1,42.23, czujnik2,9.88, czujnik3,14.42
czujnik1,41.67, czujnik2,9.76, czujnik3,12.02
czujnik1,14.23, czujnik2,9.32, czujnik3,19.30
czujnik1,14.68, czujnik2,9.86, czujnik3,12.74
czujnik1,15.80, czujnik2,9.42, czujnik3,13.20
czujnik1,13.01, czujnik2,9.30, czujnik3,14.06
czujnik1,41.97, czujnik2,9.30, czujnik3,13.15
czujnik1,42.36, czujnik2,9.86, czujnik3,15.10
czujnik1,41.46, czujnik2,9.42, czujnik3,12.84
czujnik1,16.26, czujnik2,9.32, czujnik3,12.33
czujnik1,42.28, czujnik2,9.30, czujnik3,16.79
czujnik1,13.47, czujnik2,9.88, czujnik3,15.10
czujnik1,41.65, czujnik2,9.76, czujnik3,12.43
czujnik1,15.39, czujnik2,9.30, czujnik3,12.33
czujnik1,17.91, czujnik2,9.40, czujnik3,13.15
czujnik1,13.42, czujnik2,9.86, czujnik3,11.92
czujnik1,42.64, czujnik2,9.76, czujnik3,14.80
czujnik1,42.33, czujnik2,9.30, czujnik3,11.87
czujnik1,13.52, czujnik2,9.42, czujnik3,13.55
czujnik1,18.74, czujnik2,9.40, czujnik3,11.92
czujnik1,18.33, czujnik2,9.76, czujnik3,15.22
czujnik1,42.30, czujnik2,9.30, czujnik3,12.33
czujnik1,13.11, czujnik2,9.86, czujnik3,14.01
czujnik1,42.24, czujnik2,9.40, czujnik3,14.01
czujnik1,41.56, czujnik2,9.30, czujnik3,12.79
czujnik1,41.16, czujnik2,9.76, czujnik3,12.28
czujnik1,42.21, czujnik2,9.83, czujnik3,14.71
czujnik1,41.46, czujnik2,9.32, czujnik3,12.02
czujnik1,14.57, czujnik2,9.76, czujnik3,12.33
czujnik1,42.33, czujnik2,9.40, czujnik3,13.15
czujnik1,41.75, czujnik2,9.86, czujnik3,13.15
czujnik1,13.88, czujnik2,9.76, czujnik3,14.12
czujnik1,17.48, czujnik2,9.30, czujnik3,11.51
czujnik1,17.07, czujnik2,9.42, czujnik3,11.11
czujnik1,41.72, czujnik2,9.86, czujnik3,11.21
czujnik1,16.26, czujnik2,9.30, czujnik3,13.25
czujnik1,42.35, czujnik2,9.76, czujnik3,12.74
czujnik1,42.74, czujnik2,9.40, czujnik3,11.51
czujnik1,42.24, czujnik2,9.86, czujnik3,14.01
czujnik1,41.97, czujnik2,9.32, czujnik3,15.22
czujnik1,12.69, czujnik2,9.76, czujnik3,12.33
czujnik1,41.92, czujnik2,9.40, czujnik3,16.80
czujnik1,15.80, czujnik2,9.76, czujnik3,11.56
czujnik1,42.26, czujnik2,9.76, czujnik3,12.74
czujnik1,15.39, czujnik2,9.40, czujnik3,12.79
czujnik1,13.88, czujnik2,9.86, czujnik3,11.46
czujnik1,42.16, czujnik2,9.78, czujnik3,15.12
czujnik1,42.30, czujnik2,10.19, czujnik3,11.92
czujnik1,42.23, czujnik2,9.40, czujnik3,13.98
czujnik1,41.84, czujnik2,9.86, czujnik3,12.35
czujnik1,13.88, czujnik2,9.32, czujnik3,13.67
czujnik1,41.97, czujnik2,9.32, czujnik3,13.15
czujnik1,42.74, czujnik2,9.40, czujnik3,15.53
czujnik1,42.23, czujnik2,9.86, czujnik3,15.53
czujnik1,42.23, czujnik2,9.30, czujnik3,14.49
czujnik1,42.35, czujnik2,9.76, czujnik3,42.18
czujnik1,42.28, czujnik2,9.86, czujnik3,18.89
czujnik1,41.46, czujnik2,9.88, czujnik3,12.89
czujnik1,41.97, czujnik2,9.30, czujnik3,12.74
czujnik1,12.70, czujnik2,9.76, czujnik3,11.51
czujnik1,13.83, czujnik2,9.42, czujnik3,11.46
czujnik1,12.99, czujnik2,9.30, czujnik3,12.43
czujnik1,42.33, czujnik2,9.76, czujnik3,13.16
czujnik1,13.93, czujnik2,9.83, czujnik3,12.28
czujnik1,17.09, czujnik2,9.42, czujnik3,13.96
czujnik1,13.01, czujnik2,9.76, czujnik3,13.66
czujnik1,13.45, czujnik2,9.30, czujnik3,11.92
czujnik1,42.76, czujnik2,9.88, czujnik3,12.74
czujnik1,41.85, czujnik2,9.88, czujnik3,11.92
czujnik1,41.56, czujnik2,9.78, czujnik3,12.43
czujnik1,42.40, czujnik2,10.19, czujnik3,12.74
czujnik1,13.11, czujnik2,9.40, czujnik3,15.12
czujnik1,41.84, czujnik2,9.86, czujnik3,11.97
czujnik1,14.98, czujnik2,9.78, czujnik3,12.84
czujnik1,42.24, czujnik2,9.76, czujnik3,13.15
czujnik1,42.28, czujnik2,9.83, czujnik3,14.40
czujnik1,41.84, czujnik2,9.78, czujnik3,14.69
czujnik1,41.56, czujnik2,9.76, czujnik3,11.90
czujnik1,43.15, czujnik2,9.40, czujnik3,11.51
czujnik1,13.42, czujnik2,9.86, czujnik3,14.01
czujnik1,14.56, czujnik2,9.30, czujnik3,13.25
czujnik1,42.26, czujnik2,9.30, czujnik3,14.01
czujnik1,17.07, czujnik2,9.40, czujnik3,11.92
czujnik1,17.09, czujnik2,9.88, czujnik3,12.33
czujnik1,42.23, czujnik2,9.30, czujnik3,14.54
czujnik1,42.23, czujnik2,9.30, czujnik3,12.33
czujnik1,41.55, czujnik2,9.86, czujnik3,13.55
czujnik1,14.57, czujnik2,9.86, czujnik3,12.02
czujnik1,41.97, czujnik2,9.30, czujnik3,41.87
czujnik1,13.83, czujnik2,9.76, czujnik3,12.74
czujnik1,13.52, czujnik2,9.86, czujnik3,16.80
czujnik1,12.99, czujnik2,9.78, czujnik3,11.62
czujnik1,43.13, czujnik2,9.76, czujnik3,13.15
czujnik1,41.56, czujnik2,9.30, czujnik3,14.42
czujnik1,14.57, czujnik2,9.86, czujnik3,11.92
czujnik1,15.80, czujnik2,9.76, czujnik3,14.69
czujnik1,42.69, czujnik2,9.76, czujnik3,12.74
czujnik1,13.93, czujnik2,9.40, czujnik3,12.36
czujnik1,13.01, czujnik2,9.40, czujnik3,12.31
czujnik1,41.72, czujnik2,9.30, czujnik3,11.16
czujnik1,17.91, czujnik2,9.76, czujnik3,12.28
czujnik1,42.64, czujnik2,9.42, czujnik3,12.74
czujnik1,12.99, czujnik2,9.40, czujnik3,11.21
czujnik1,42.18, czujnik2,9.76, czujnik3,13.25
czujnik1,42.38, czujnik2,9.30, czujnik3,11.92
czujnik1,41.56, czujnik2,9.40, czujnik3,11.46
czujnik1,42.64, czujnik2,9.86, czujnik3,14.42
czujnik1,17.48, czujnik2,9.76, czujnik3,13.15
czujnik1,42.26, czujnik2,9.30, czujnik3,11.92
czujnik1,15.80, czujnik2,9.40, czujnik3,14.71
czujnik1,41.85, czujnik2,9.76, czujnik3,13.66
czujnik1,17.50, czujnik2,9.76, czujnik3,16.79
czujnik1,42.28, czujnik2,9.40, czujnik3,11.51
czujnik1,41.46, czujnik2,9.86, czujnik3,11.92
czujnik1,14.97, czujnik2,9.30, czujnik3,11.56
czujnik1,13.88, czujnik2,9.30, czujnik3,11.46
czujnik1,15.09, czujnik2,10.27, czujnik3,16.38
czujnik1,12.60, czujnik2,9.40, czujnik3,12.74
czujnik1,14.25, czujnik2,9.76, czujnik3,13.30
czujnik1,43.13, czujnik2,9.32, czujnik3,11.90
czujnik1,15.92, czujnik2,10.29, czujnik3,11.90
czujnik1,41.84, czujnik2,9.40, czujnik3,18.49
czujnik1,13.42, czujnik2,9.71, czujnik3,14.54
czujnik1,16.21, czujnik2,9.32, czujnik3,11.46
czujnik1,13.52, czujnik2,9.42, czujnik3,14.01
czujnik1,14.98, czujnik2,9.73, czujnik3,12.43
czujnik1,43.06, czujnik2,10.19, czujnik3,12.33
czujnik1,15.80, czujnik2,9.30, czujnik3,16.80
czujnik1,41.70, czujnik2,9.86, czujnik3,18.89
czujnik1,41.46, czujnik2,9.30, czujnik3,14.42
czujnik1,41.96, czujnik2,9.30, czujnik3,14.42
czujnik1,41.56, czujnik2,9.40, czujnik3,14.01
czujnik1,42.14, czujnik2,9.86, czujnik3,11.90
czujnik1,42.18, czujnik2,9.76, czujnik3,12.43
czujnik1,14.98, czujnik2,9.76, czujnik3,12.31
czujnik1,15.09, czujnik2,9.42, czujnik3,12.74
czujnik1,42.24, czujnik2,9.86, czujnik3,12.74
czujnik1,42.24, czujnik2,9.76, czujnik3,11.62
czujnik1,12.59, czujnik2,9.76, czujnik3,13.55
czujnik1,42.36, czujnik2,9.86, czujnik3,14.01
czujnik1,42.30, czujnik2,9.86, czujnik3,11.62
czujnik1,14.23, czujnik2,9.32, czujnik3,11.07
czujnik1,41.94, czujnik2,9.76, czujnik3,11.46
czujnik1,15.39, czujnik2,9.40, czujnik3,12.33
czujnik1,13.88, czujnik2,9.30, czujnik3,13.71
czujnik1,12.59, czujnik2,9.32, czujnik3,16.38
czujnik1,14.97, czujnik2,9.80, czujnik3,14.69
czujnik1,17.07, czujnik2,9.86, czujnik3,16.80
czujnik1,42.16, czujnik2,9.32, czujnik3,12.43
czujnik1,42.69, czujnik2,9.30, czujnik3,13.96
czujnik1,15.00, czujnik2,9.40, czujnik3,11.46
czujnik1,42.24, czujnik2,9.86, czujnik3,11.92
czujnik1,16.26, czujnik2,9.30, czujnik3,11.56
czujnik1,12.99, czujnik2,9.76, czujnik3,12.74
czujnik1,16.22, czujnik2,9.86, czujnik3,17.62
czujnik1,42.60, czujnik2,9.40, czujnik3,12.43
czujnik1,12.19, czujnik2,9.76, czujnik3,11.21
czujnik1,14.29, czujnik2,9.76, czujnik3,11.51
czujnik1,15.90, czujnik2,9.40, czujnik3,13.15
czujnik1,42.21, czujnik2,9.30, czujnik3,13.30
czujnik1,42.76, czujnik2,9.76, czujnik3,13.15
czujnik1,41.97, czujnik2,9.76, czujnik3,14.42
czujnik1,41.87, czujnik2,9.86, czujnik3,11.92
czujnik1,13.01, czujnik2,9.76, czujnik3,11.62
czujnik1,42.30, czujnik2,9.74, czujnik3,14.42
czujnik1,42.81, czujnik2,9.40, czujnik3,11.92
czujnik1,13.01, czujnik2,9.86, czujnik3,11.89
czujnik1,42.13, czujnik2,9.76, czujnik3,41.87
czujnik1,41.56, czujnik2,9.30, czujnik3,17.62
czujnik1,42.70, czujnik2,9.42, czujnik3,13.61
czujnik1,42.60, czujnik2,9.40, czujnik3,12.74
czujnik1,13.01, czujnik2,9.30, czujnik3,12.02
czujnik1,42.38, czujnik2,9.32, czujnik3,12.33
czujnik1,13.98, czujnik2,9.40, czujnik3,12.33
czujnik1,17.09, czujnik2,9.80, czujnik3,12.04
czujnik1,42.38, czujnik2,9.76, czujnik3,12.74
czujnik1,41.99, czujnik2,9.76, czujnik3,11.46
czujnik1,15.80, czujnik2,9.88, czujnik3,13.98
czujnik1,41.87, czujnik2,9.76, czujnik3,13.66
czujnik1,42.35, czujnik2,9.35, czujnik3,15.12
czujnik1,41.56, czujnik2,9.86, czujnik3,11.46
czujnik1,13.01, czujnik2,9.86, czujnik3,11.51
czujnik1,41.46, czujnik2,9.30, czujnik3,13.66
czujnik1,14.29, czujnik2,9.76, czujnik3,13.15
czujnik1,42.35, czujnik2,9.86, czujnik3,16.79
czujnik1,15.80, czujnik2,9.86, czujnik3,12.33
czujnik1,14.57, czujnik2,9.76, czujnik3,12.43
czujnik1,41.96, czujnik2,9.78, czujnik3,16.80
czujnik1,18.32, czujnik2,9.40, czujnik3,18.88
czujnik1,13.88, czujnik2,9.86, czujnik3,12.43
czujnik1,16.67, czujnik2,9.30, czujnik3,12.36
czujnik1,14.57, czujnik2,9.32, czujnik3,13.55
czujnik1,42.23, czujnik2,9.40, czujnik3,13.20
czujnik1,41.85, czujnik2,9.76, czujnik3,17.21
czujnik1,42.28, czujnik2,9.76, czujnik3,16.80
czujnik1,16.67, czujnik2,9.86, czujnik3,14.42
czujnik1,12.59, czujnik2,9.86, czujnik3,13.16
czujnik1,14.98, czujnik2,9.76, czujnik3,14.81
czujnik1,14.98, czujnik2,9.30, czujnik3,13.96
czujnik1,42.28, czujnik2,9.86, czujnik3,11.05
czujnik1,15.39, czujnik2,9.86, czujnik3,12.74
czujnik1,14.56, czujnik2,9.30, czujnik3,12.02
czujnik1,42.23, czujnik2,9.76, czujnik3,11.92
czujnik1,12.70, czujnik2,9.81, czujnik3,16.38
czujnik1,12.19, czujnik2,9.86, czujnik3,12.04
czujnik1,41.56, czujnik2,9.30, czujnik3,11.96
czujnik1,41.97, czujnik2,9.30, czujnik3,11.51
czujnik1,42.23, czujnik2,9.86, czujnik3,11.90
czujnik1,14.98, czujnik2,9.30, czujnik3,12.01
czujnik1,42.28, czujnik2,9.30, czujnik3,18.79
czujnik1,41.97, czujnik2,9.78, czujnik3,18.49
czujnik1,42.18, czujnik2,9.40, czujnik3,42.67
czujnik1,43.04, czujnik2,9.76, czujnik3,15.53
czujnik1,42.28, czujnik2,9.78, czujnik3,11.92
czujnik1,42.28, czujnik2,9.86, czujnik3,16.80
czujnik1,42.16, czujnik2,9.86, czujnik3,15.10
czujnik1,13.01, czujnik2,9.76, czujnik3,42.30
czujnik1,14.57, czujnik2,9.76, czujnik3,14.71
czujnik1,42.30, czujnik2,9.86, czujnik3,19.30
czujnik1,42.24, czujnik2,9.42, czujnik3,12.74
czujnik1,12.59, czujnik2,9.76, czujnik3,12.43
czujnik1,13.42, czujnik2,9.76, czujnik3,12.33
czujnik1,15.48, czujnik2,9.42, czujnik3,13.61
czujnik1,42.60, czujnik2,9.30, czujnik3,13.62
czujnik1,41.99, czujnik2,9.76, czujnik3,14.71
czujnik1,41.96, czujnik2,9.40, czujnik3,11.87
czujnik1,13.42, czujnik2,9.86, czujnik3,16.80
czujnik1,42.24, czujnik2,9.73, czujnik3,13.30
czujnik1,13.01, czujnik2,9.30, czujnik3,11.51
czujnik1,41.94, czujnik2,9.86, czujnik3,13.16
czujnik1,14.25, czujnik2,9.86, czujnik3,12.74
czujnik1,14.23, czujnik2,9.76, czujnik3,11.62
czujnik1,15.39, czujnik2,9.32, czujnik3,12.35
czujnik1,42.38, czujnik2,9.86, czujnik3,12.74
czujnik1,14.29, czujnik2,9.86, czujnik3,12.33
czujnik1,42.23, czujnik2,9.30, czujnik3,12.02
czujnik1,41.96, czujnik2,9.76, czujnik3,11.92
czujnik1,41.84, czujnik2,9.88, czujnik3,14.69
czujnik1,42.23, czujnik2,9.78, czujnik3,13.25
czujnik1,42.35, czujnik2,9.30, czujnik3,14.69
czujnik1,14.29, czujnik2,9.76, czujnik3,12.33
czujnik1,41.46, czujnik2,9.40, czujnik3,12.33
czujnik1,42.13, czujnik2,9.78, czujnik3,12.02
czujnik1,41.82, czujnik2,9.76, czujnik3,13.61
czujnik1,41.97, czujnik2,10.29, czujnik3,11.92
czujnik1,12.60, czujnik2,9.40, czujnik3,11.92
czujnik1,41.82, czujnik2,9.76, czujnik3,13.25
czujnik1,42.33, czujnik2,9.71, czujnik3,14.42
czujnik1,15.80, czujnik2,9.42, czujnik3,16.79
czujnik1,42.26, czujnik2,9.40, czujnik3,12.31
czujnik1,41.56, czujnik2,9.76, czujnik3,12.43
czujnik1,42.38, czujnik2,9.71, czujnik3,11.92
czujnik1,16.67, czujnik2,9.40, czujnik3,14.01
czujnik1,16.67, czujnik2,10.29, czujnik3,17.21
czujnik1,42.69, czujnik2,9.76, czujnik3,14.52
czujnik1,13.83, czujnik2,9.30, czujnik3,11.92
czujnik1,15.88, czujnik2,9.42, czujnik3,14.40
czujnik1,41.45, czujnik2,9.78, czujnik3,42.26
czujnik1,12.59, czujnik2,9.32, czujnik3,13.61
czujnik1,42.28, czujnik2,9.40, czujnik3,42.19
czujnik1,41.29, czujnik2,9.40, czujnik3,15.12
czujnik1,41.87, czujnik2,9.73, czujnik3,14.52
czujnik1,14.57, czujnik2,9.73, czujnik3,13.15
czujnik1,13.11, czujnik2,9.42, czujnik3,15.12
czujnik1,42.18, czujnik2,9.40, czujnik3,12.74
czujnik1,42.26, czujnik2,9.32, czujnik3,12.84
czujnik1,41.39, czujnik2,9.78, czujnik3,13.15
czujnik1,14.68, czujnik2,9.40, czujnik3,12.74
czujnik1,16.68, czujnik2,9.88, czujnik3,12.74
czujnik1,12.18, czujnik2,9.30, czujnik3,18.47
czujnik1,15.39, czujnik2,9.76, czujnik3,18.47
czujnik1,14.00, czujnik2,9.40, czujnik3,13.61
czujnik1,14.98, czujnik2,9.81, czujnik3,13.55
czujnik1,17.07, czujnik2,9.76, czujnik3,16.39
czujnik1,42.38, czujnik2,9.76, czujnik3,12.74
czujnik1,41.46, czujnik2,9.40, czujnik3,13.96
czujnik1,42.28, czujnik2,10.19, czujnik3,12.43
czujnik1,42.26, czujnik2,9.76, czujnik3,16.80
czujnik1,14.98, czujnik2,9.40, czujnik3,13.15
czujnik1,14.56, czujnik2,9.40, czujnik3,12.74
czujnik1,13.01, czujnik2,9.30, czujnik3,12.02
czujnik1,16.63, czujnik2,9.76, czujnik3,13.15
czujnik1,41.99, czujnik2,9.86, czujnik3,13.61
czujnik1,41.85, czujnik2,9.86, czujnik3,14.69
czujnik1,42.70, czujnik2,9.32, czujnik3,16.80
czujnik1,14.56, czujnik2,9.76, czujnik3,13.55
czujnik1,41.97, czujnik2,9.42, czujnik3,12.74
czujnik1,41.72, czujnik2,9.86, czujnik3,11.62
czujnik1,42.65, czujnik2,9.30, czujnik3,15.12
czujnik1,41.79, czujnik2,9.76, czujnik3,11.87
czujnik1,42.18, czujnik2,9.81, czujnik3,12.76
czujnik1,13.89, czujnik2,9.76, czujnik3,14.42
czujnik1,41.53, czujnik2,9.76, czujnik3,11.46
czujnik1,41.55, czujnik2,9.40, czujnik3,11.05
czujnik1,41.82, czujnik2,9.40, czujnik3,13.15
czujnik1,41.45, czujnik2,9.30, czujnik3,11.16
czujnik1,42.30, czujnik2,9.30, czujnik3,12.33
czujnik1,18.32, czujnik2,9.40, czujnik3,11.92
czujnik1,42.18, czujnik2,9.40, czujnik3,11.87
czujnik1,42.23, czujnik2,9.71, czujnik3,12.02
czujnik1,17.07, czujnik2,9.76, czujnik3,13.15
czujnik1,15.49, czujnik2,9.88, czujnik3,12.33
czujnik1,13.01, czujnik2,9.83, czujnik3,14.69
czujnik1,14.29, czujnik2,9.32, czujnik3,12.43
czujnik1,13.47, czujnik2,9.76, czujnik3,15.51
czujnik1,16.31, czujnik2,9.86, czujnik3,11.50
czujnik1,41.46, czujnik2,9.76, czujnik3,12.43
czujnik1,41.56, czujnik2,9.30, czujnik3,18.79
czujnik1,42.35, czujnik2,9.78, czujnik3,42.16
czujnik1,41.28, czujnik2,9.81, czujnik3,12.28
czujnik1,18.78, czujnik2,9.78, czujnik3,13.30
czujnik1,17.50, czujnik2,9.30, czujnik3,23.76
czujnik1,14.98, czujnik2,9.42, czujnik3,15.53
czujnik1,15.39, czujnik2,9.88, czujnik3,12.33
czujnik1,13.01, czujnik2,9.30, czujnik3,12.02
czujnik1,42.70, czujnik2,9.32, czujnik3,12.33
czujnik1,42.36, czujnik2,9.40, czujnik3,17.21
czujnik1,41.72, czujnik2,9.40, czujnik3,14.01
czujnik1,14.57, czujnik2,9.30, czujnik3,42.28
czujnik1,41.36, czujnik2,9.30, czujnik3,15.94
czujnik1,41.82, czujnik2,9.88, czujnik3,12.33
czujnik1,15.37, czujnik2,9.35, czujnik3,18.89
czujnik1,14.56, czujnik2,9.76, czujnik3,15.12
czujnik1,42.38, czujnik2,9.30, czujnik3,12.33
czujnik1,42.23, czujnik2,9.40, czujnik3,11.51
czujnik1,42.59, czujnik2,9.76, czujnik3,13.71
czujnik1,42.81, czujnik2,9.76, czujnik3,12.28
czujnik1,17.09, czujnik2,9.40, czujnik3,11.90
czujnik1,42.18, czujnik2,9.42, czujnik3,13.96
czujnik1,42.21, czujnik2,9.30, czujnik3,12.86
czujnik1,15.80, czujnik2,9.76, czujnik3,12.33
czujnik1,13.59, czujnik2,9.86, czujnik3,11.05
czujnik1,15.39, czujnik2,9.86, czujnik3,15.53
czujnik1,14.29, czujnik2,9.76, czujnik3,13.21
czujnik1,41.97, czujnik2,9.30, czujnik3,14.42
czujnik1,13.52, czujnik2,9.86, czujnik3,14.71
czujnik1,13.47, czujnik2,9.86, czujnik3,11.62
czujnik1,14.56, czujnik2,9.32, czujnik3,14.01
czujnik1,13.47, czujnik2,9.73, czujnik3,14.42
czujnik1,13.01, czujnik2,9.86, czujnik3,14.42
czujnik1,42.18, czujnik2,9.30, czujnik3,17.19
czujnik1,12.59, czujnik2,9.32, czujnik3,14.01
czujnik1,16.26, czujnik2,9.83, czujnik3,15.12
czujnik1,14.29, czujnik2,9.40, czujnik3,11.46
czujnik1,42.69, czujnik2,9.76, czujnik3,12.02
czujnik1,42.01, czujnik2,9.30, czujnik3,13.55
czujnik1,41.99, czujnik2,9.86, czujnik3,11.92
czujnik1,14.56, czujnik2,9.83, czujnik3,13.15
czujnik1,12.60, czujnik2,9.76, czujnik3,11.62
czujnik1,14.29, czujnik2,9.30, czujnik3,11.89
czujnik1,41.96, czujnik2,9.42, czujnik3,12.33
czujnik1,41.87, czujnik2,9.86, czujnik3,12.43
czujnik1,14.29, czujnik2,9.73, czujnik3,12.35
czujnik1,41.96, czujnik2,9.30, czujnik3,13.15
czujnik1,42.64, czujnik2,9.86, czujnik3,14.69
czujnik1,41.46, czujnik2,9.30, czujnik3,14.69
czujnik1,41.56, czujnik2,9.30, czujnik3,42.16
czujnik1,14.29, czujnik2,9.78, czujnik3,11.92
czujnik1,14.98, czujnik2,9.42, czujnik3,12.33
czujnik1,13.83, czujnik2,9.76, czujnik3,11.62
czujnik1,17.09, czujnik2,10.19, czujnik3,15.10
czujnik1,14.39, czujnik2,9.40, czujnik3,12.33
czujnik1,13.83, czujnik2,9.42, czujnik3,14.01
czujnik1,41.46, czujnik2,9.30, czujnik3,11.60
czujnik1,17.07, czujnik2,9.78, czujnik3,13.13
czujnik1,14.35, czujnik2,9.86, czujnik3,14.69
czujnik1,43.04, czujnik2,9.83, czujnik3,16.80
czujnik1,13.42, czujnik2,9.30, czujnik3,13.25
czujnik1,41.97, czujnik2,9.32, czujnik3,42.18
czujnik1,14.66, czujnik2,9.42, czujnik3,11.51
czujnik1,42.23, czujnik2,9.35, czujnik3,13.25
