zczujnik1,3.55, czujnik2,10.94, czujnik3,9.18
czujnik1,22.59, czujnik2,10.60, czujnik3,9.42
czujnik1,23.55, czujnik2,10.48, czujnik3,9.37
czujnik1,41.82, czujnik2,10.48, czujnik3,9.25
czujnik1,41.77, czujnik2,11.50, czujnik3,9.27
czujnik1,23.45, czujnik2,11.51, czujnik3,9.32
czujnik1,22.33, czujnik2,10.95, czujnik3,9.32
czujnik1,41.36, czujnik2,11.39, czujnik3,9.25
czujnik1,23.86, czujnik2,11.05, czujnik3,9.25
czujnik1,22.31, czujnik2,10.94, czujnik3,9.40
czujnik1,23.96, czujnik2,10.94, czujnik3,9.27
czujnik1,41.75, czujnik2,10.95, czujnik3,9.27
czujnik1,41.28, czujnik2,11.51, czujnik3,9.42
czujnik1,41.68, czujnik2,11.39, czujnik3,9.35
czujnik1,41.80, czujnik2,11.39, czujnik3,9.25
czujnik1,22.72, czujnik2,11.39, czujnik3,9.25
czujnik1,22.21, czujnik2,10.60, czujnik3,9.81
czujnik1,22.74, czujnik2,11.41, czujnik3,9.37
czujnik1,22.72, czujnik2,11.39, czujnik3,9.25
czujnik1,22.31, czujnik2,11.50, czujnik3,9.73
czujnik1,23.03, czujnik2,10.58, czujnik3,9.42
czujnik1,23.55, czujnik2,10.48, czujnik3,9.37
czujnik1,23.55, czujnik2,12.28, czujnik3,9.27
czujnik1,41.26, czujnik2,12.36, czujnik3,9.25
czujnik1,23.45, czujnik2,11.87, czujnik3,9.40
czujnik1,24.39, czujnik2,10.95, czujnik3,9.25
czujnik1,23.13, czujnik2,10.49, czujnik3,9.27
czujnik1,23.45, czujnik2,11.97, czujnik3,9.35
czujnik1,23.45, czujnik2,10.94, czujnik3,9.42
czujnik1,41.75, czujnik2,11.41, czujnik3,9.68
czujnik1,42.21, czujnik2,11.82, czujnik3,9.32
czujnik1,22.64, czujnik2,11.04, czujnik3,9.76
czujnik1,23.13, czujnik2,10.94, czujnik3,9.40
czujnik1,41.39, czujnik2,10.94, czujnik3,9.27
czujnik1,41.38, czujnik2,10.60, czujnik3,9.32
czujnik1,41.70, czujnik2,11.50, czujnik3,9.83
czujnik1,41.82, czujnik2,10.95, czujnik3,9.83
czujnik1,41.82, czujnik2,11.41, czujnik3,9.25
czujnik1,41.36, czujnik2,11.05, czujnik3,9.73
czujnik1,23.04, czujnik2,10.90, czujnik3,9.78
czujnik1,22.74, czujnik2,11.39, czujnik3,9.27
czujnik1,22.33, czujnik2,10.90, czujnik3,9.25
czujnik1,23.45, czujnik2,11.50, czujnik3,9.37
czujnik1,41.26, czujnik2,10.49, czujnik3,9.37
czujnik1,23.55, czujnik2,12.28, czujnik3,9.27
czujnik1,41.36, czujnik2,10.95, czujnik3,9.27
czujnik1,41.67, czujnik2,10.60, czujnik3,9.35
czujnik1,23.57, czujnik2,10.94, czujnik3,9.42
czujnik1,41.36, czujnik2,11.39, czujnik3,9.32
czujnik1,40.95, czujnik2,11.04, czujnik3,9.32
czujnik1,23.86, czujnik2,11.97, czujnik3,9.42
czujnik1,22.74, czujnik2,10.49, czujnik3,9.83
czujnik1,22.74, czujnik2,10.94, czujnik3,9.27
czujnik1,23.15, czujnik2,11.05, czujnik3,9.25
czujnik1,41.26, czujnik2,10.95, czujnik3,9.37
czujnik1,22.31, czujnik2,10.94, czujnik3,9.71
czujnik1,23.15, czujnik2,11.36, czujnik3,9.30
czujnik1,22.21, czujnik2,11.46, czujnik3,9.37
czujnik1,22.33, czujnik2,10.48, czujnik3,9.83
czujnik1,41.82, czujnik2,11.41, czujnik3,9.30
czujnik1,22.74, czujnik2,11.41, czujnik3,9.27
czujnik1,22.21, czujnik2,11.96, czujnik3,9.37
czujnik1,23.55, czujnik2,10.95, czujnik3,9.37
czujnik1,23.96, czujnik2,10.94, czujnik3,9.25
czujnik1,23.15, czujnik2,11.05, czujnik3,9.32
czujnik1,41.26, czujnik2,10.60, czujnik3,9.42
czujnik1,22.72, czujnik2,10.95, czujnik3,9.37
czujnik1,22.74, czujnik2,10.95, czujnik3,9.27
czujnik1,22.31, czujnik2,11.05, czujnik3,9.68
czujnik1,23.45, czujnik2,12.38, czujnik3,9.37
czujnik1,22.33, czujnik2,10.95, czujnik3,9.27
czujnik1,23.55, czujnik2,10.49, czujnik3,9.32
czujnik1,22.19, czujnik2,11.05, czujnik3,9.32
czujnik1,22.62, czujnik2,11.36, czujnik3,9.37
czujnik1,22.72, czujnik2,10.49, czujnik3,9.30
czujnik1,22.72, czujnik2,10.49, czujnik3,9.25
czujnik1,22.21, czujnik2,11.46, czujnik3,9.35
czujnik1,23.15, czujnik2,10.95, czujnik3,9.42
czujnik1,23.15, czujnik2,10.95, czujnik3,9.73
czujnik1,41.36, czujnik2,10.60, czujnik3,9.25
czujnik1,22.21, czujnik2,11.05, czujnik3,9.40
czujnik1,23.96, czujnik2,11.39, czujnik3,9.37
czujnik1,23.55, czujnik2,10.95, czujnik3,9.73
czujnik1,22.31, czujnik2,10.60, czujnik3,9.27
czujnik1,41.24, czujnik2,11.05, czujnik3,9.37
czujnik1,41.38, czujnik2,10.49, czujnik3,9.78
czujnik1,41.77, czujnik2,11.36, czujnik3,9.73
czujnik1,41.67, czujnik2,11.05, czujnik3,9.32
czujnik1,41.26, czujnik2,10.49, czujnik3,9.83
czujnik1,23.57, czujnik2,10.49, czujnik3,9.32
czujnik1,23.15, czujnik2,10.94, czujnik3,9.27
czujnik1,24.27, czujnik2,11.05, czujnik3,9.37
czujnik1,15.29, czujnik2,10.90, czujnik3,9.83
czujnik1,22.72, czujnik2,11.87, czujnik3,9.27
czujnik1,23.13, czujnik2,11.41, czujnik3,9.27
czujnik1,41.67, czujnik2,11.51, czujnik3,9.37
czujnik1,22.31, czujnik2,10.49, czujnik3,9.37
czujnik1,22.31, czujnik2,10.95, czujnik3,9.27
czujnik1,23.15, czujnik2,11.05, czujnik3,9.27
czujnik1,23.03, czujnik2,11.50, czujnik3,9.42
czujnik1,23.96, czujnik2,10.95, czujnik3,9.42
czujnik1,41.34, czujnik2,10.49, czujnik3,9.73
czujnik1,22.26, czujnik2,11.05, czujnik3,9.68
czujnik1,41.65, czujnik2,10.48, czujnik3,9.37
czujnik1,22.74, czujnik2,11.41, czujnik3,9.71
czujnik1,22.31, czujnik2,10.95, czujnik3,9.32
czujnik1,23.45, czujnik2,10.60, czujnik3,9.74
czujnik1,41.67, czujnik2,10.95, czujnik3,9.37
czujnik1,23.13, czujnik2,10.95, czujnik3,9.32
czujnik1,22.74, czujnik2,11.82, czujnik3,9.27
czujnik1,23.45, czujnik2,11.05, czujnik3,9.83
czujnik1,23.16, czujnik2,10.49, czujnik3,9.32
czujnik1,23.55, czujnik2,10.94, czujnik3,9.27
czujnik1,22.74, czujnik2,10.99, czujnik3,9.32
czujnik1,23.01, czujnik2,11.00, czujnik3,9.83
czujnik1,23.54, czujnik2,10.95, czujnik3,9.37
czujnik1,15.29, czujnik2,10.49, czujnik3,9.68
czujnik1,23.55, czujnik2,10.58, czujnik3,9.27
czujnik1,22.21, czujnik2,11.87, czujnik3,9.83
czujnik1,22.76, czujnik2,11.36, czujnik3,9.32
czujnik1,23.55, czujnik2,11.82, czujnik3,9.27
czujnik1,22.62, czujnik2,11.05, czujnik3,9.73
czujnik1,22.62, czujnik2,10.94, czujnik3,9.37
czujnik1,23.15, czujnik2,10.49, czujnik3,9.27
czujnik1,23.55, czujnik2,11.41, czujnik3,9.25
czujnik1,41.22, czujnik2,11.04, czujnik3,9.83
czujnik1,41.24, czujnik2,10.49, czujnik3,9.37
czujnik1,23.15, czujnik2,10.94, czujnik3,9.27
czujnik1,41.36, czujnik2,11.04, czujnik3,9.73
czujnik1,41.22, czujnik2,11.00, czujnik3,9.37
czujnik1,23.55, czujnik2,10.94, czujnik3,9.40
czujnik1,22.33, czujnik2,11.36, czujnik3,9.32
czujnik1,23.96, czujnik2,11.92, czujnik3,9.66
czujnik1,23.86, czujnik2,11.05, czujnik3,9.37
czujnik1,23.13, czujnik2,10.48, czujnik3,9.71
czujnik1,41.77, czujnik2,11.34, czujnik3,9.68
czujnik1,23.45, czujnik2,11.05, czujnik3,9.27
czujnik1,41.67, czujnik2,10.49, czujnik3,9.81
czujnik1,23.13, czujnik2,10.94, czujnik3,9.27
czujnik1,22.74, czujnik2,10.49, czujnik3,9.32
czujnik1,23.86, czujnik2,10.60, czujnik3,9.37
czujnik1,21.90, czujnik2,10.48, czujnik3,9.78
czujnik1,23.15, czujnik2,10.94, czujnik3,9.32
czujnik1,22.31, czujnik2,11.05, czujnik3,9.22
czujnik1,41.26, czujnik2,10.58, czujnik3,9.30
czujnik1,23.15, czujnik2,11.80, czujnik3,9.37
czujnik1,41.38, czujnik2,10.95, czujnik3,9.25
czujnik1,22.74, czujnik2,10.58, czujnik3,9.32
czujnik1,23.04, czujnik2,11.04, czujnik3,9.42
czujnik1,22.33, czujnik2,10.95, czujnik3,9.42
czujnik1,24.37, czujnik2,10.94, czujnik3,9.71
czujnik1,22.62, czujnik2,11.04, czujnik3,9.30
czujnik1,41.72, czujnik2,10.95, czujnik3,9.37
czujnik1,23.15, czujnik2,10.95, czujnik3,9.32
czujnik1,23.15, czujnik2,11.41, czujnik3,9.25
czujnik1,22.21, czujnik2,11.05, czujnik3,9.35
czujnik1,41.65, czujnik2,10.49, czujnik3,9.37
czujnik1,23.55, czujnik2,10.94, czujnik3,9.30
czujnik1,22.72, czujnik2,10.94, czujnik3,9.25
czujnik1,22.59, czujnik2,11.51, czujnik3,9.40
czujnik1,41.36, czujnik2,10.48, czujnik3,9.83
czujnik1,23.55, czujnik2,11.41, czujnik3,9.66
czujnik1,22.70, czujnik2,11.05, czujnik3,9.73
czujnik1,41.67, czujnik2,11.46, czujnik3,9.81
czujnik1,41.80, czujnik2,11.41, czujnik3,9.83
czujnik1,42.19, czujnik2,11.39, czujnik3,9.32
czujnik1,22.67, czujnik2,11.05, czujnik3,9.27
czujnik1,22.64, czujnik2,10.90, czujnik3,9.37
czujnik1,41.36, czujnik2,11.41, czujnik3,9.30
czujnik1,41.36, czujnik2,11.36, czujnik3,9.27
czujnik1,41.65, czujnik2,11.51, czujnik3,9.78
czujnik1,22.30, czujnik2,10.95, czujnik3,9.42
czujnik1,23.13, czujnik2,11.36, czujnik3,9.25
czujnik1,41.38, czujnik2,11.38, czujnik3,9.73
czujnik1,23.04, czujnik2,11.92, czujnik3,9.37
czujnik1,22.74, czujnik2,10.95, czujnik3,9.76
czujnik1,42.23, czujnik2,11.41, czujnik3,9.25
czujnik1,41.33, czujnik2,10.60, czujnik3,9.27
czujnik1,22.64, czujnik2,11.51, czujnik3,9.78
czujnik1,23.55, czujnik2,10.90, czujnik3,9.37
czujnik1,23.55, czujnik2,11.36, czujnik3,9.25
czujnik1,41.77, czujnik2,11.04, czujnik3,9.32
czujnik1,22.21, czujnik2,10.99, czujnik3,9.42
czujnik1,42.21, czujnik2,10.49, czujnik3,9.71
czujnik1,41.75, czujnik2,11.34, czujnik3,9.71
czujnik1,41.67, czujnik2,11.46, czujnik3,9.66
czujnik1,23.06, czujnik2,10.94, czujnik3,9.78
czujnik1,22.69, czujnik2,11.36, czujnik3,9.27
czujnik1,23.15, czujnik2,10.49, czujnik3,9.25
czujnik1,23.04, czujnik2,11.05, czujnik3,9.83
czujnik1,22.72, czujnik2,10.94, czujnik3,9.35
czujnik1,22.72, czujnik2,10.94, czujnik3,9.27
czujnik1,41.82, czujnik2,11.04, czujnik3,9.68
czujnik1,42.16, czujnik2,11.46, czujnik3,9.37
czujnik1,23.15, czujnik2,10.88, czujnik3,9.37
czujnik1,41.33, czujnik2,10.48, czujnik3,9.27
czujnik1,41.36, czujnik2,10.60, czujnik3,9.68
czujnik1,22.23, czujnik2,11.00, czujnik3,9.78
czujnik1,41.36, czujnik2,11.82, czujnik3,9.68
czujnik1,41.36, czujnik2,10.95, czujnik3,9.27
czujnik1,22.64, czujnik2,11.50, czujnik3,9.68
czujnik1,23.45, czujnik2,11.36, czujnik3,9.37
czujnik1,24.37, czujnik2,11.80, czujnik3,9.68
czujnik1,23.57, czujnik2,10.94, czujnik3,9.22
czujnik1,23.86, czujnik2,11.92, czujnik3,9.37
czujnik1,41.26, czujnik2,10.90, czujnik3,9.37
czujnik1,41.34, czujnik2,10.95, czujnik3,9.27
czujnik1,22.74, czujnik2,10.60, czujnik3,9.73
czujnik1,23.03, czujnik2,11.46, czujnik3,9.40
czujnik1,23.15, czujnik2,11.41, czujnik3,9.83
czujnik1,22.31, czujnik2,10.95, czujnik3,9.74
czujnik1,41.82, czujnik2,11.05, czujnik3,9.27
czujnik1,22.23, czujnik2,11.04, czujnik3,9.37
czujnik1,16.16, czujnik2,10.49, czujnik3,9.42
czujnik1,22.31, czujnik2,10.48, czujnik3,9.68
czujnik1,41.67, czujnik2,11.05, czujnik3,9.32
czujnik1,41.29, czujnik2,10.95, czujnik3,9.78
czujnik1,23.13, czujnik2,10.95, czujnik3,9.32
czujnik1,41.39, czujnik2,11.39, czujnik3,9.27
czujnik1,23.86, czujnik2,11.46, czujnik3,9.42
czujnik1,23.11, czujnik2,11.41, czujnik3,9.35
czujnik1,41.34, czujnik2,10.95, czujnik3,9.25
czujnik1,22.74, czujnik2,11.36, czujnik3,9.73
czujnik1,22.64, czujnik2,11.00, czujnik3,9.83
czujnik1,22.33, czujnik2,10.94, czujnik3,9.42
czujnik1,23.55, czujnik2,10.49, czujnik3,9.27
czujnik1,23.96, czujnik2,10.60, czujnik3,9.27
czujnik1,41.26, czujnik2,11.05, czujnik3,9.37
czujnik1,41.38, czujnik2,10.94, czujnik3,9.42
czujnik1,22.28, czujnik2,10.48, czujnik3,9.73
czujnik1,22.67, czujnik2,10.58, czujnik3,9.32
czujnik1,22.64, czujnik2,10.90, czujnik3,9.42
czujnik1,41.29, czujnik2,10.95, czujnik3,9.32
czujnik1,22.74, czujnik2,10.95, czujnik3,9.25
czujnik1,41.65, czujnik2,11.05, czujnik3,9.35
czujnik1,22.74, czujnik2,10.95, czujnik3,9.37
czujnik1,22.74, czujnik2,10.95, czujnik3,9.27
czujnik1,22.69, czujnik2,10.88, czujnik3,9.73
czujnik1,23.45, czujnik2,11.04, czujnik3,9.37
czujnik1,41.68, czujnik2,10.94, czujnik3,9.37
czujnik1,22.28, czujnik2,11.85, czujnik3,9.25
czujnik1,41.77, czujnik2,11.50, czujnik3,9.32
czujnik1,22.62, czujnik2,11.05, czujnik3,9.37
czujnik1,41.82, czujnik2,10.49, czujnik3,9.78
czujnik1,22.31, czujnik2,10.94, czujnik3,9.73
czujnik1,22.69, czujnik2,11.90, czujnik3,9.73
czujnik1,22.23, czujnik2,11.41, czujnik3,9.42
czujnik1,23.55, czujnik2,10.48, czujnik3,9.30
czujnik1,41.36, czujnik2,10.94, czujnik3,9.73
czujnik1,23.03, czujnik2,11.46, czujnik3,9.37
czujnik1,22.31, czujnik2,11.39, czujnik3,9.78
czujnik1,41.77, czujnik2,11.36, czujnik3,9.25
czujnik1,24.80, czujnik2,11.41, czujnik3,9.27
czujnik1,22.64, czujnik2,11.51, czujnik3,9.42
czujnik1,22.74, czujnik2,10.95, czujnik3,9.78
czujnik1,14.86, czujnik2,11.36, czujnik3,9.22
czujnik1,23.55, czujnik2,10.60, czujnik3,9.32
czujnik1,22.21, czujnik2,11.05, czujnik3,9.37
czujnik1,23.55, czujnik2,10.95, czujnik3,9.42
czujnik1,22.31, czujnik2,10.90, czujnik3,9.32
czujnik1,22.72, czujnik2,11.50, czujnik3,9.30
czujnik1,22.64, czujnik2,11.04, czujnik3,9.37
czujnik1,23.15, czujnik2,11.41, czujnik3,9.34
czujnik1,23.96, czujnik2,10.94, czujnik3,9.27
czujnik1,41.65, czujnik2,11.05, czujnik3,9.27
czujnik1,23.88, czujnik2,10.95, czujnik3,9.42
czujnik1,22.31, czujnik2,11.85, czujnik3,9.27
czujnik1,41.36, czujnik2,10.48, czujnik3,9.32
czujnik1,41.28, czujnik2,11.04, czujnik3,9.42
czujnik1,41.26, czujnik2,11.39, czujnik3,9.35
czujnik1,41.34, czujnik2,11.41, czujnik3,9.68
czujnik1,22.74, czujnik2,11.41, czujnik3,9.73
czujnik1,14.86, czujnik2,11.50, czujnik3,9.32
czujnik1,23.15, czujnik2,10.94, czujnik3,9.37
czujnik1,41.82, czujnik2,11.41, czujnik3,9.27
czujnik1,23.15, czujnik2,11.51, czujnik3,9.27
czujnik1,23.04, czujnik2,11.50, czujnik3,9.78
czujnik1,41.34, czujnik2,11.82, czujnik3,9.42
czujnik1,41.80, czujnik2,10.94, czujnik3,9.27
czujnik1,22.62, czujnik2,11.51, czujnik3,9.27
czujnik1,22.19, czujnik2,10.48, czujnik3,9.37
czujnik1,41.39, czujnik2,10.94, czujnik3,9.68
czujnik1,23.55, czujnik2,11.39, czujnik3,9.27
czujnik1,22.62, czujnik2,10.58, czujnik3,9.37
czujnik1,22.31, czujnik2,11.39, czujnik3,9.42
czujnik1,21.90, czujnik2,10.95, czujnik3,9.27
czujnik1,41.77, czujnik2,10.94, czujnik3,9.27
czujnik1,23.86, czujnik2,11.05, czujnik3,9.42
czujnik1,41.68, czujnik2,10.94, czujnik3,9.37
czujnik1,22.69, czujnik2,10.94, czujnik3,9.73
czujnik1,22.69, czujnik2,10.60, czujnik3,9.32
czujnik1,14.86, czujnik2,11.96, czujnik3,9.73
czujnik1,23.13, czujnik2,10.95, czujnik3,9.37
czujnik1,22.74, czujnik2,10.94, czujnik3,9.73
czujnik1,22.30, czujnik2,11.04, czujnik3,9.27
czujnik1,41.67, czujnik2,11.39, czujnik3,9.42
czujnik1,41.36, czujnik2,10.94, czujnik3,9.68
czujnik1,23.15, czujnik2,11.39, czujnik3,9.27
czujnik1,41.24, czujnik2,11.51, czujnik3,9.37
czujnik1,22.31, czujnik2,11.39, czujnik3,9.37
czujnik1,41.75, czujnik2,10.48, czujnik3,9.73
czujnik1,22.31, czujnik2,10.95, czujnik3,9.27
czujnik1,23.04, czujnik2,11.04, czujnik3,9.42
czujnik1,23.55, czujnik2,11.41, czujnik3,9.83
czujnik1,22.33, czujnik2,10.94, czujnik3,9.68
czujnik1,22.74, czujnik2,11.82, czujnik3,9.27
czujnik1,41.65, czujnik2,11.50, czujnik3,9.78
czujnik1,15.29, czujnik2,10.95, czujnik3,9.37
czujnik1,23.15, czujnik2,10.95, czujnik3,9.27
czujnik1,22.33, czujnik2,11.04, czujnik3,9.30
czujnik1,23.04, czujnik2,10.51, czujnik3,9.37
czujnik1,22.74, czujnik2,11.36, czujnik3,9.27
czujnik1,23.10, czujnik2,10.49, czujnik3,9.27
czujnik1,42.13, czujnik2,11.50, czujnik3,9.37
czujnik1,42.09, czujnik2,10.48, czujnik3,9.37
czujnik1,41.77, czujnik2,11.39, czujnik3,9.66
czujnik1,16.16, czujnik2,10.49, czujnik3,9.71
czujnik1,41.70, czujnik2,10.58, czujnik3,9.76
czujnik1,41.65, czujnik2,10.95, czujnik3,9.37
czujnik1,23.55, czujnik2,11.41, czujnik3,9.30
czujnik1,41.77, czujnik2,11.05, czujnik3,9.32
czujnik1,41.24, czujnik2,11.05, czujnik3,9.40
czujnik1,23.15, czujnik2,10.94, czujnik3,9.78
czujnik1,22.72, czujnik2,10.94, czujnik3,9.27
czujnik1,23.15, czujnik2,11.04, czujnik3,9.27
czujnik1,22.62, czujnik2,11.05, czujnik3,9.83
czujnik1,41.38, czujnik2,10.48, czujnik3,9.30
czujnik1,22.31, czujnik2,10.94, czujnik3,9.27
czujnik1,22.60, czujnik2,11.50, czujnik3,9.68
czujnik1,22.26, czujnik2,11.39, czujnik3,9.42
czujnik1,22.72, czujnik2,10.94, czujnik3,9.25
czujnik1,23.15, czujnik2,10.94, czujnik3,9.25
czujnik1,41.65, czujnik2,10.60, czujnik3,9.37
czujnik1,23.16, czujnik2,11.39, czujnik3,9.35
czujnik1,22.33, czujnik2,11.36, czujnik3,9.71
czujnik1,23.96, czujnik2,11.04, czujnik3,9.32
czujnik1,23.45, czujnik2,10.58, czujnik3,9.37
czujnik1,22.69, czujnik2,11.39, czujnik3,9.42
czujnik1,41.79, czujnik2,10.95, czujnik3,9.66
czujnik1,41.33, czujnik2,11.96, czujnik3,9.73
czujnik1,22.59, czujnik2,11.05, czujnik3,9.37
czujnik1,41.36, czujnik2,11.36, czujnik3,9.78
czujnik1,22.74, czujnik2,10.95, czujnik3,9.68
czujnik1,23.45, czujnik2,11.45, czujnik3,9.27
czujnik1,23.45, czujnik2,10.49, czujnik3,9.83
czujnik1,23.96, czujnik2,10.94, czujnik3,9.27
czujnik1,41.38, czujnik2,10.94, czujnik3,9.25
czujnik1,23.88, czujnik2,11.50, czujnik3,9.37
czujnik1,22.74, czujnik2,10.95, czujnik3,9.78
czujnik1,22.72, czujnik2,10.95, czujnik3,9.27
czujnik1,41.75, czujnik2,11.39, czujnik3,9.27
czujnik1,22.59, czujnik2,11.04, czujnik3,9.78
czujnik1,23.55, czujnik2,11.39, czujnik3,9.37
czujnik1,23.57, czujnik2,11.80, czujnik3,9.73
czujnik1,22.33, czujnik2,11.04, czujnik3,9.27
czujnik1,41.67, czujnik2,11.04, czujnik3,9.37
czujnik1,23.15, czujnik2,10.49, czujnik3,9.83
czujnik1,41.36, czujnik2,10.94, czujnik3,9.27
czujnik1,41.36, czujnik2,11.05, czujnik3,9.27
czujnik1,22.18, czujnik2,10.94, czujnik3,9.78
czujnik1,41.33, czujnik2,10.48, czujnik3,9.32
czujnik1,23.15, czujnik2,10.48, czujnik3,9.68
czujnik1,41.65, czujnik2,10.58, czujnik3,9.76
czujnik1,41.28, czujnik2,10.94, czujnik3,9.37
czujnik1,41.38, czujnik2,10.94, czujnik3,9.25
czujnik1,22.69, czujnik2,11.41, czujnik3,9.27
czujnik1,23.86, czujnik2,11.05, czujnik3,9.37
czujnik1,22.74, czujnik2,11.41, czujnik3,9.42
czujnik1,22.33, czujnik2,11.39, czujnik3,9.68
czujnik1,23.15, czujnik2,11.05, czujnik3,9.73
czujnik1,41.72, czujnik2,11.00, czujnik3,9.37
czujnik1,14.88, czujnik2,10.48, czujnik3,9.83
czujnik1,41.38, czujnik2,10.48, czujnik3,9.27
czujnik1,22.74, czujnik2,10.58, czujnik3,9.68
czujnik1,22.18, czujnik2,11.45, czujnik3,9.78
czujnik1,23.96, czujnik2,10.94, czujnik3,9.27
czujnik1,23.15, czujnik2,10.49, czujnik3,9.73
czujnik1,23.45, czujnik2,11.46, czujnik3,9.73
czujnik1,23.04, czujnik2,10.95, czujnik3,9.78
czujnik1,23.54, czujnik2,10.49, czujnik3,9.25
czujnik1,23.96, czujnik2,11.41, czujnik3,9.27
czujnik1,22.64, czujnik2,11.04, czujnik3,9.40
czujnik1,14.86, czujnik2,11.41, czujnik3,9.37
czujnik1,23.15, czujnik2,11.41, czujnik3,9.25
czujnik1,22.31, czujnik2,11.41, czujnik3,9.71
czujnik1,22.59, czujnik2,11.04, czujnik3,9.37
czujnik1,41.36, czujnik2,10.95, czujnik3,9.37
czujnik1,22.74, czujnik2,10.95, czujnik3,9.71
czujnik1,23.55, czujnik2,11.04, czujnik3,9.27
czujnik1,22.21, czujnik2,11.51, czujnik3,9.81
czujnik1,23.55, czujnik2,10.94, czujnik3,9.73
czujnik1,22.76, czujnik2,10.49, czujnik3,9.32
czujnik1,23.86, czujnik2,11.05, czujnik3,9.27
czujnik1,22.62, czujnik2,10.49, czujnik3,9.78
czujnik1,23.96, czujnik2,11.41, czujnik3,9.73
czujnik1,41.77, czujnik2,11.85, czujnik3,9.25
czujnik1,22.21, czujnik2,11.05, czujnik3,9.42
czujnik1,41.26, czujnik2,11.39, czujnik3,9.42
czujnik1,41.36, czujnik2,11.41, czujnik3,9.68
czujnik1,22.76, czujnik2,11.39, czujnik3,9.25
czujnik1,22.64, czujnik2,11.04, czujnik3,9.81
czujnik1,23.55, czujnik2,10.48, czujnik3,9.35
czujnik1,22.33, czujnik2,10.94, czujnik3,9.32
czujnik1,23.55, czujnik2,10.60, czujnik3,9.32
czujnik1,41.28, czujnik2,11.92, czujnik3,9.76
czujnik1,23.96, czujnik2,11.41, czujnik3,9.35
czujnik1,22.33, czujnik2,10.49, czujnik3,9.27
czujnik1,23.45, czujnik2,11.51, czujnik3,9.73
czujnik1,22.21, czujnik2,10.49, czujnik3,9.42
czujnik1,41.80, czujnik2,10.94, czujnik3,9.32
czujnik1,41.80, czujnik2,11.39, czujnik3,9.27
czujnik1,41.68, czujnik2,11.50, czujnik3,9.37
czujnik1,23.08, czujnik2,11.39, czujnik3,9.40
czujnik1,23.15, czujnik2,10.94, czujnik3,9.71
czujnik1,21.90, czujnik2,10.94, czujnik3,9.66
czujnik1,41.67, czujnik2,11.50, czujnik3,9.37
czujnik1,24.29, czujnik2,10.95, czujnik3,9.37
czujnik1,41.75, czujnik2,10.94, czujnik3,9.27
czujnik1,23.55, czujnik2,11.04, czujnik3,9.68
czujnik1,22.23, czujnik2,10.58, czujnik3,9.83
czujnik1,41.34, czujnik2,10.94, czujnik3,9.40
czujnik1,41.36, czujnik2,11.82, czujnik3,9.27
czujnik1,22.69, czujnik2,10.99, czujnik3,9.30
czujnik1,41.72, czujnik2,11.39, czujnik3,9.35
czujnik1,22.33, czujnik2,11.41, czujnik3,9.25
czujnik1,22.70, czujnik2,11.41, czujnik3,9.66
czujnik1,41.63, czujnik2,10.60, czujnik3,9.74
czujnik1,41.73, czujnik2,10.94, czujnik3,9.40
czujnik1,23.57, czujnik2,10.95, czujnik3,9.25
czujnik1,23.11, czujnik2,10.94, czujnik3,9.73
czujnik1,41.72, czujnik2,11.05, czujnik3,9.78
czujnik1,41.26, czujnik2,11.87, czujnik3,9.42
czujnik1,23.57, czujnik2,10.94, czujnik3,9.68
czujnik1,23.57, czujnik2,12.28, czujnik3,9.25
czujnik1,41.29, czujnik2,11.05, czujnik3,9.83
czujnik1,23.15, czujnik2,11.39, czujnik3,9.81
czujnik1,23.16, czujnik2,10.95, czujnik3,9.27
czujnik1,41.38, czujnik2,10.60, czujnik3,9.32
czujnik1,41.63, czujnik2,11.45, czujnik3,9.42
czujnik1,23.55, czujnik2,11.41, czujnik3,9.25
czujnik1,23.98, czujnik2,10.49, czujnik3,9.25
czujnik1,41.65, czujnik2,10.58, czujnik3,9.35
czujnik1,41.26, czujnik2,11.41, czujnik3,9.40
czujnik1,22.74, czujnik2,10.95, czujnik3,9.73
czujnik1,23.15, czujnik2,10.48, czujnik3,9.66
czujnik1,22.62, czujnik2,11.04, czujnik3,9.37
czujnik1,23.15, czujnik2,10.95, czujnik3,9.42
czujnik1,41.36, czujnik2,10.95, czujnik3,9.25
czujnik1,15.39, czujnik2,11.80, czujnik3,9.30
czujnik1,23.04, czujnik2,11.05, czujnik3,9.71
czujnik1,41.75, czujnik2,11.41, czujnik3,9.37
czujnik1,22.31, czujnik2,11.39, czujnik3,9.25
czujnik1,42.26, czujnik2,11.05, czujnik3,9.30
czujnik1,23.45, czujnik2,11.00, czujnik3,9.42
czujnik1,41.77, czujnik2,10.48, czujnik3,9.32
czujnik1,41.36, czujnik2,10.49, czujnik3,9.27
czujnik1,14.88, czujnik2,11.05, czujnik3,9.66
czujnik1,21.90, czujnik2,10.48, czujnik3,9.76
czujnik1,23.96, czujnik2,10.95, czujnik3,9.73
czujnik1,41.77, czujnik2,11.36, czujnik3,9.27
czujnik1,41.67, czujnik2,11.51, czujnik3,9.78
czujnik1,23.45, czujnik2,10.94, czujnik3,9.40
czujnik1,41.82, czujnik2,11.36, czujnik3,9.27
czujnik1,22.31, czujnik2,10.60, czujnik3,9.66
czujnik1,22.21, czujnik2,11.50, czujnik3,9.40
czujnik1,23.55, czujnik2,10.95, czujnik3,9.37
